Constituency,Ac No,Const. Type,Cand Age,Cand Category,Cand Name,Gender,Cand Sl No,% of Vote Share,"""Candidate Count""",Total Votes (Overall),State Filter,Margin Bands,LOD: Cand Votes Polled,Cand Votes as % of Total Const Votes,winner count,Age Band,Candidate_Position (copy),Candidate_Position (group),Candidate Position,Count of Candidates (SNo),LOD: Const Votes Polled,Partyabbre,Partytype,Party Name,St Code,State,Total Votes Polled,Total Votes Polled (R),Year,Margin
Priol,20,GEN,54,GEN,Rama Krishna Borkar,Male,3,0.02%,Candidate Count,848861,TRUE,Upto 100,201,1%,0,51-60,5,Lost,5,1,24668,GVP,Unrecognised,Goa Vikas Party,S05,Goa,201,201,2012,0
Ponda,21,GEN,31,GEN,Gitesh Gokuldas Naik,Male,3,0.03%,Candidate Count,848861,TRUE,Upto 100,223,1%,0,31-35,4,Lost,4,1,23230,UGDP,Unrecognised,United Goans Democratic Party,S05,Goa,223,223,2012,0
Mormugao,24,GEN,46,GEN,Gopal Dattaram Chodankar,Male,3,0.01%,Candidate Count,848861,TRUE,Upto 100,64,0%,0,46-50,6,Lost,6,1,16236,JMBP,Unrecognised,Jai Maha Bharath Party,S05,Goa,64,64,2012,0
Vasco-da-gama,25,GEN,45,GEN,Adam Abdulla Jumma,Male,3,0.06%,Candidate Count,848861,TRUE,Upto 100,489,2%,0,41-45,5,Lost,5,1,21751,UGDP,Unrecognised,United Goans Democratic Party,S05,Goa,489,489,2012,0
Nuvem,28,GEN,47,GEN,Francisco Xavier Pacheco (Mickky),Male,3,1.45%,Candidate Count,848861,TRUE,2001-5000,12288,57%,1,46-50,1,Won,1,1,21597,GVP,Unrecognised,Goa Vikas Party,S05,Goa,12288,8092,2012,"4,196"
Fatorda,30,GEN,44,GEN,Anwar Sayed,Male,3,0.01%,Candidate Count,848861,TRUE,Upto 100,45,0%,0,41-45,8,Lost,8,1,21441,AIMF,Unrecognised,All India Minorities Front,S05,Goa,45,45,2012,0
Quepem,36,GEN,57,GEN,Colaco Manuel,Male,3,0.51%,Candidate Count,848861,TRUE,Upto 100,4356,18%,0,51-60,4,Lost,4,1,24861,UGDP,Unrecognised,United Goans Democratic Party,S05,Goa,4356,4356,2012,0
Tivim,4,GEN,62,GEN,Deelip Datta Chodankar,Male,4,0.02%,Candidate Count,848861,TRUE,Upto 100,204,1%,0,61-70,3,Lost,3,1,20314,GVP,Unrecognised,Goa Vikas Party,S05,Goa,204,204,2012,0
Saligao,7,GEN,34,GEN,Manoj Anand Sangodkar,Male,4,0.01%,Candidate Count,848861,TRUE,Upto 100,63,0%,0,31-35,10,Lost,10,1,19409,AIMF,Unrecognised,All India Minorities Front,S05,Goa,63,63,2012,0
Cortalim,27,GEN,48,GEN,Ramakant Borkar,Male,4,0.44%,Candidate Count,848861,TRUE,Upto 100,3716,18%,0,46-50,3,Lost,3,1,20422,UGDP,Unrecognised,United Goans Democratic Party,S05,Goa,3716,3716,2012,0
Cuncolim,34,GEN,54,GEN,Jose Alias Brany Fernandes,Male,4,0.06%,Candidate Count,848861,TRUE,Upto 100,543,3%,0,51-60,5,Lost,5,1,20740,UGDP,Unrecognised,United Goans Democratic Party,S05,Goa,543,543,2012,0
Quepem,36,GEN,47,GEN,Joseph Gonsalves,Male,4,0.04%,Candidate Count,848861,TRUE,Upto 100,354,1%,0,46-50,5,Lost,5,1,24861,GVP,Unrecognised,Goa Vikas Party,S05,Goa,354,354,2012,0
Sanguem,39,GEN,69,GEN,D'Costa Minguelino,Male,4,0.10%,Candidate Count,848861,TRUE,Upto 100,880,4%,0,61-70,4,Lost,4,1,21501,GVP,Unrecognised,Goa Vikas Party,S05,Goa,880,880,2012,0
Mandrem,1,GEN,38,GEN,Sanjay Damu Kole,Male,5,0.03%,Candidate Count,848861,TRUE,Upto 100,275,1%,0,36-40,6,Lost,6,1,25928,SJP(R),Unrecognised,Samajwadi Janata Party (Rashtriya),S05,Goa,275,275,2012,0
Siolim,6,GEN,43,GEN,Rajan Savlo Ghate,Male,5,0.04%,Candidate Count,848861,TRUE,Upto 100,352,2%,0,41-45,3,Lost,3,1,21635,SJP(R),Unrecognised,Samajwadi Janata Party (Rashtriya),S05,Goa,352,352,2012,0
Vasco-da-gama,25,GEN,60,GEN,Hamza Issak Khan,Male,6,0.01%,Candidate Count,848861,TRUE,Upto 100,106,0%,0,51-60,8,Lost,8,1,21751,AIMF,Unrecognised,All India Minorities Front,S05,Goa,106,106,2012,0
Vasco-da-gama,25,GEN,50,GEN,Mohammed Iqbal Shaikh,Male,8,0.07%,Candidate Count,848861,TRUE,Upto 100,600,3%,0,46-50,4,Lost,4,1,21751,GVP,Unrecognised,Goa Vikas Party,S05,Goa,600,600,2012,0
Calangute,8,GEN,43,GEN,Ashley Francisco Gomes,Male,3,0.02%,Candidate Count,848861,TRUE,Upto 100,195,1%,0,41-45,4,Lost,4,1,18348,IND,Independent,Independent,S05,Goa,195,195,2012,0
Cumbarjua,15,GEN,34,GEN,Gaurish M. Dessai,Male,3,0.02%,Candidate Count,848861,TRUE,Upto 100,129,1%,0,31-35,5,Lost,5,1,19817,IND,Independent,Independent,S05,Goa,129,129,2012,0
Valpoi,19,GEN,51,GEN,Gajendranath Ramkrishna Usgaonkar,Male,3,0.02%,Candidate Count,848861,TRUE,Upto 100,184,1%,0,51-60,5,Lost,5,1,23129,IND,Independent,Independent,S05,Goa,184,184,2012,0
Navelim,33,GEN,46,GEN,Avertano Furtado,Male,3,1.21%,Candidate Count,848861,TRUE,2001-5000,10231,54%,1,46-50,1,Won,1,1,18780,IND,Independent,Independent,S05,Goa,10231,8086,2012,"2,145"
Velim,35,GEN,46,GEN,Benjamin Silva,Male,3,1.55%,Candidate Count,848861,TRUE,2001-5000,13164,59%,1,46-50,1,Won,1,1,22128,IND,Independent,Independent,S05,Goa,13164,8238,2012,"4,926"
Bicholim,3,GEN,46,GEN,Naresh Rajaram Sawal,Male,4,0.98%,Candidate Count,848861,TRUE,1001-2000,8331,40%,1,46-50,1,Won,1,1,20994,IND,Independent,Independent,S05,Goa,8331,6532,2012,"1,799"
Calangute,8,GEN,37,GEN,Jose Paul Menino Silveira,Male,4,0.03%,Candidate Count,848861,TRUE,Upto 100,240,1%,0,36-40,3,Lost,3,1,18348,IND,Independent,Independent,S05,Goa,240,240,2012,0
Porvorim,9,GEN,37,GEN,Rohan Khaunte,Male,4,0.94%,Candidate Count,848861,TRUE,101-1000,7972,48%,1,36-40,1,Won,1,1,16631,IND,Independent,Independent,S05,Goa,7972,7071,2012,901
St. Cruz,13,GEN,46,GEN,Dinesh Nair,Male,4,0.01%,Candidate Count,848861,TRUE,Upto 100,79,0%,0,46-50,6,Lost,6,1,21381,IND,Independent,Independent,S05,Goa,79,79,2012,0
St. Andre,14,GEN,45,GEN,Pradip Kumar Sangodkar,Male,4,0.05%,Candidate Count,848861,TRUE,Upto 100,440,3%,0,41-45,3,Lost,3,1,17209,IND,Independent,Independent,S05,Goa,440,440,2012,0
Cumbarjua,15,GEN,47,GEN,Jose Bismarque Desidorio Dias,Male,4,0.24%,Candidate Count,848861,TRUE,Upto 100,1996,10%,0,46-50,3,Lost,3,1,19817,IND,Independent,Independent,S05,Goa,1996,1996,2012,0
Maem,16,GEN,28,GEN,Deepkumar Mapari,Male,4,0.02%,Candidate Count,848861,TRUE,Upto 100,212,1%,0,Upto 30,5,Lost,5,1,22411,IND,Independent,Independent,S05,Goa,212,212,2012,0
Valpoi,19,GEN,47,GEN,Ravindra Talaulikar,Male,4,0.03%,Candidate Count,848861,TRUE,Upto 100,255,1%,0,46-50,4,Lost,4,1,23129,IND,Independent,Independent,S05,Goa,255,255,2012,0
Dabolim,26,GEN,72,GEN,Simon D'Souza,Male,4,0.05%,Candidate Count,848861,TRUE,Upto 100,433,3%,0,>70,4,Lost,4,1,15274,IND,Independent,Independent,S05,Goa,433,433,2012,0
Nuvem,28,GEN,61,GEN,Abdul Aziz Hassansha Sayed,Male,4,0.06%,Candidate Count,848861,TRUE,Upto 100,482,2%,0,61-70,3,Lost,3,1,21597,IND,Independent,Independent,S05,Goa,482,482,2012,0
Curtorim,29,GEN,45,GEN,Domnic Gaonkar,Male,4,0.84%,Candidate Count,848861,TRUE,Upto 100,7152,36%,0,41-45,2,Lost,2,1,19647,IND,Independent,Independent,S05,Goa,7152,7152,2012,0
Margao,31,GEN,39,GEN,Cedric Isidorio D'Costa,Male,4,0.03%,Candidate Count,848861,TRUE,Upto 100,250,1%,0,36-40,5,Lost,5,1,22149,IND,Independent,Independent,S05,Goa,250,250,2012,0
Benaulim,32,GEN,35,GEN,Ashley Francis Dias,Male,4,0.03%,Candidate Count,848861,TRUE,Upto 100,289,1%,0,31-35,5,Lost,5,1,21097,IND,Independent,Independent,S05,Goa,289,289,2012,0
Navelim,33,GEN,32,GEN,Iliyas Shaikh,Male,4,0.03%,Candidate Count,848861,TRUE,Upto 100,261,1%,0,31-35,3,Lost,3,1,18780,IND,Independent,Independent,S05,Goa,261,261,2012,0
Velim,35,GEN,31,GEN,Cliffton Desouza,Male,4,0.05%,Candidate Count,848861,TRUE,Upto 100,386,2%,0,31-35,3,Lost,3,1,22128,IND,Independent,Independent,S05,Goa,386,386,2012,0
Sanvordem,38,GEN,36,GEN,Arjun Anil Salgaocar,Male,4,0.98%,Candidate Count,848861,TRUE,Upto 100,8294,36%,0,36-40,2,Lost,2,1,23344,IND,Independent,Independent,S05,Goa,8294,8294,2012,0
Tivim,4,GEN,55,GEN,Indrakant Dattaram Korgaonkar,Male,5,0.02%,Candidate Count,848861,TRUE,Upto 100,167,1%,0,51-60,4,Lost,4,1,20314,IND,Independent,Independent,S05,Goa,167,167,2012,0
Saligao,7,GEN,46,GEN,Alex Camil Rodrigues,Male,5,0.01%,Candidate Count,848861,TRUE,Upto 100,65,0%,0,46-50,9,Lost,9,1,19409,IND,Independent,Independent,S05,Goa,65,65,2012,0
Porvorim,9,GEN,51,GEN,Umesh Sukha Narvekar,Male,5,0.03%,Candidate Count,848861,TRUE,Upto 100,232,1%,0,51-60,4,Lost,4,1,16631,IND,Independent,Independent,S05,Goa,232,232,2012,0
Aldona,10,GEN,57,GEN,Ravindra Vasudev Panjikar,Male,5,0.03%,Candidate Count,848861,TRUE,Upto 100,256,1%,0,51-60,4,Lost,4,1,20289,IND,Independent,Independent,S05,Goa,256,256,2012,0
Panaji,11,GEN,27,GEN,Balaram Karishetty,Male,5,0.01%,Candidate Count,848861,TRUE,Upto 100,104,1%,0,Upto 30,5,Lost,5,1,16763,IND,Independent,Independent,S05,Goa,104,104,2012,0
Taleigao,12,GEN,32,GEN,Sanjay C. Korgaonkar,Male,5,0.01%,Candidate Count,848861,TRUE,Upto 100,81,0%,0,31-35,6,Lost,6,1,20996,IND,Independent,Independent,S05,Goa,81,81,2012,0
St. Cruz,13,GEN,49,GEN,Heney Lobo,Male,5,0.00%,Candidate Count,848861,TRUE,Upto 100,42,0%,0,46-50,8,Lost,8,1,21381,IND,Independent,Independent,S05,Goa,42,42,2012,0
Maem,16,GEN,45,GEN,Pravin Zantye,Male,5,0.75%,Candidate Count,848861,TRUE,Upto 100,6335,28%,0,41-45,2,Lost,2,1,22411,IND,Independent,Independent,S05,Goa,6335,6335,2012,0
Valpoi,19,GEN,64,GEN,Venkatesh Atmaram Dessai,Male,5,0.09%,Candidate Count,848861,TRUE,Upto 100,805,3%,0,61-70,3,Lost,3,1,23129,IND,Independent,Independent,S05,Goa,805,805,2012,0
Priol,20,GEN,40,GEN,Govind Gaude,Male,5,1.20%,Candidate Count,848861,TRUE,Upto 100,10164,41%,0,36-40,2,Lost,2,1,24668,IND,Independent,Independent,S05,Goa,10164,10164,2012,0
Siroda,22,GEN,41,GEN,Vishwas Prabhudesai,Male,5,0.05%,Candidate Count,848861,TRUE,Upto 100,422,2%,0,41-45,3,Lost,3,1,22984,IND,Independent,Independent,S05,Goa,422,422,2012,0
Nuvem,28,GEN,45,GEN,Marcos Menino D'Souza,Male,5,0.03%,Candidate Count,848861,TRUE,Upto 100,279,1%,0,41-45,4,Lost,4,1,21597,IND,Independent,Independent,S05,Goa,279,279,2012,0
Curtorim,29,GEN,40,GEN,Raju Krishnamurthy Iyer,Male,5,0.07%,Candidate Count,848861,TRUE,Upto 100,603,3%,0,36-40,3,Lost,3,1,19647,IND,Independent,Independent,S05,Goa,603,603,2012,0
Margao,31,GEN,61,GEN,Ivo Almeida Coutinho,Male,5,0.05%,Candidate Count,848861,TRUE,Upto 100,396,2%,0,61-70,4,Lost,4,1,22149,IND,Independent,Independent,S05,Goa,396,396,2012,0
Benaulim,32,GEN,53,GEN,Humberto Gomes,Male,5,0.21%,Candidate Count,848861,TRUE,Upto 100,1775,8%,0,51-60,3,Lost,3,1,21097,IND,Independent,Independent,S05,Goa,1775,1775,2012,0
Quepem,36,GEN,59,GEN,Prakash Shankar Velip,Male,5,0.54%,Candidate Count,848861,TRUE,Upto 100,4621,19%,0,51-60,2,Lost,2,1,24861,IND,Independent,Independent,S05,Goa,4621,4621,2012,0
Sanvordem,38,GEN,40,GEN,Ramnath Alias Deepak Prabhu,Male,5,0.33%,Candidate Count,848861,TRUE,Upto 100,2828,12%,0,36-40,3,Lost,3,1,23344,IND,Independent,Independent,S05,Goa,2828,2828,2012,0
Mandrem,1,GEN,65,GEN,Sanjay Prabhu Dessai,Male,6,0.03%,Candidate Count,848861,TRUE,Upto 100,292,1%,0,61-70,5,Lost,5,1,25928,IND,Independent,Independent,S05,Goa,292,292,2012,0
Siolim,6,GEN,57,GEN,Ratikant Shankar Korgaonkar,Male,6,0.03%,Candidate Count,848861,TRUE,Upto 100,254,1%,0,51-60,5,Lost,5,1,21635,IND,Independent,Independent,S05,Goa,254,254,2012,0
Saligao,7,GEN,47,GEN,D'Souza Tulio,Male,6,0.50%,Candidate Count,848861,TRUE,Upto 100,4276,22%,0,46-50,2,Lost,2,1,19409,IND,Independent,Independent,S05,Goa,4276,4276,2012,0
Taleigao,12,GEN,54,GEN,Vasudev Narayan Sharma,Male,6,0.02%,Candidate Count,848861,TRUE,Upto 100,143,1%,0,51-60,5,Lost,5,1,20996,IND,Independent,Independent,S05,Goa,143,143,2012,0
St. Cruz,13,GEN,38,GEN,Jose Lopes,Male,6,0.01%,Candidate Count,848861,TRUE,Upto 100,74,0%,0,36-40,7,Lost,7,1,21381,IND,Independent,Independent,S05,Goa,74,74,2012,0
Ponda,21,GEN,32,GEN,John Mascarenhas,Male,6,0.01%,Candidate Count,848861,TRUE,Upto 100,91,0%,0,31-35,6,Lost,6,1,23230,IND,Independent,Independent,S05,Goa,91,91,2012,0
Mormugao,24,GEN,39,GEN,Narayan Ramchandra Kandu,Male,6,0.02%,Candidate Count,848861,TRUE,Upto 100,154,1%,0,36-40,5,Lost,5,1,16236,IND,Independent,Independent,S05,Goa,154,154,2012,0
Nuvem,28,GEN,65,GEN,Peter Francisco Dourado,Male,6,0.02%,Candidate Count,848861,TRUE,Upto 100,206,1%,0,61-70,6,Lost,6,1,21597,IND,Independent,Independent,S05,Goa,206,206,2012,0
Fatorda,30,GEN,48,GEN,Arthur D'Silva,Male,6,0.13%,Candidate Count,848861,TRUE,Upto 100,1126,5%,0,46-50,3,Lost,3,1,21441,IND,Independent,Independent,S05,Goa,1126,1126,2012,0
Benaulim,32,GEN,55,GEN,Subhash Shivnath Chodankar,Male,6,0.01%,Candidate Count,848861,TRUE,Upto 100,122,1%,0,51-60,7,Lost,7,1,21097,IND,Independent,Independent,S05,Goa,122,122,2012,0
Cuncolim,34,GEN,35,GEN,John Inacio Monteiro,Male,6,0.57%,Candidate Count,848861,TRUE,Upto 100,4830,23%,0,31-35,3,Lost,3,1,20740,IND,Independent,Independent,S05,Goa,4830,4830,2012,0
Sanguem,39,GEN,51,GEN,Eddie De Souza Tavares,Male,6,0.03%,Candidate Count,848861,TRUE,Upto 100,227,1%,0,51-60,5,Lost,5,1,21501,IND,Independent,Independent,S05,Goa,227,227,2012,0
Saligao,7,GEN,47,GEN,Francisco Colaco,Male,7,0.14%,Candidate Count,848861,TRUE,Upto 100,1192,6%,0,46-50,4,Lost,4,1,19409,IND,Independent,Independent,S05,Goa,1192,1192,2012,0
St. Cruz,13,GEN,50,GEN,Rodolfo Louis Fernandes,Male,7,0.74%,Candidate Count,848861,TRUE,Upto 100,6308,30%,0,46-50,2,Lost,2,1,21381,IND,Independent,Independent,S05,Goa,6308,6308,2012,0
Ponda,21,GEN,63,GEN,Mohan Govind Naik,Male,7,0.02%,Candidate Count,848861,TRUE,Upto 100,189,1%,0,61-70,5,Lost,5,1,23230,IND,Independent,Independent,S05,Goa,189,189,2012,0
Mormugao,24,GEN,42,GEN,Nazir Khan,Male,7,0.20%,Candidate Count,848861,TRUE,Upto 100,1710,11%,0,41-45,3,Lost,3,1,16236,IND,Independent,Independent,S05,Goa,1710,1710,2012,0
Fatorda,30,GEN,56,GEN,Dias Jawahar,Male,7,0.01%,Candidate Count,848861,TRUE,Upto 100,47,0%,0,51-60,7,Lost,7,1,21441,IND,Independent,Independent,S05,Goa,47,47,2012,0
Benaulim,32,GEN,69,GEN,P. Xavier George,Male,7,0.03%,Candidate Count,848861,TRUE,Upto 100,245,1%,0,61-70,6,Lost,6,1,21097,IND,Independent,Independent,S05,Goa,245,245,2012,0
Cuncolim,34,GEN,50,GEN,Milagres Gonsalves,Male,7,0.07%,Candidate Count,848861,TRUE,Upto 100,603,3%,0,46-50,4,Lost,4,1,20740,IND,Independent,Independent,S05,Goa,603,603,2012,0
Sanguem,39,GEN,35,GEN,Prasad Shashikant Gaonkar,Male,7,0.68%,Candidate Count,848861,TRUE,Upto 100,5737,27%,0,31-35,3,Lost,3,1,21501,IND,Independent,Independent,S05,Goa,5737,5737,2012,0
Saligao,7,GEN,25,GEN,Osbert Manuel D'Cunha,Male,8,0.01%,Candidate Count,848861,TRUE,Upto 100,74,0%,0,Upto 30,8,Lost,8,1,19409,IND,Independent,Independent,S05,Goa,74,74,2012,0
St. Cruz,13,GEN,49,GEN,Xavier Cardo,Male,8,0.02%,Candidate Count,848861,TRUE,Upto 100,189,1%,0,46-50,5,Lost,5,1,21381,IND,Independent,Independent,S05,Goa,189,189,2012,0
Fatorda,30,GEN,41,GEN,Vijai Sardesai,Male,8,1.22%,Candidate Count,848861,TRUE,1001-2000,10375,48%,1,41-45,1,Won,1,1,21441,IND,Independent,Independent,S05,Goa,10375,8436,2012,"1,939"
Cuncolim,34,GEN,37,GEN,Rony Rodrigues,Male,8,0.02%,Candidate Count,848861,TRUE,Upto 100,191,1%,0,36-40,7,Lost,7,1,20740,IND,Independent,Independent,S05,Goa,191,191,2012,0
Saligao,7,GEN,47,GEN,Paul Fernandes,Male,9,0.13%,Candidate Count,848861,TRUE,Upto 100,1135,6%,0,46-50,5,Lost,5,1,19409,IND,Independent,Independent,S05,Goa,1135,1135,2012,0
Vasco-da-gama,25,GEN,48,GEN,G. Karl Vaz,Male,9,0.16%,Candidate Count,848861,TRUE,Upto 100,1394,6%,0,46-50,3,Lost,3,1,21751,IND,Independent,Independent,S05,Goa,1394,1394,2012,0
Saligao,7,GEN,60,GEN,Trajano D'Mello,Male,10,0.07%,Candidate Count,848861,TRUE,Upto 100,625,3%,0,51-60,6,Lost,6,1,19409,IND,Independent,Independent,S05,Goa,625,625,2012,0
Vasco-da-gama,25,GEN,42,GEN,Prashant Mahadev Vastha,Male,10,0.01%,Candidate Count,848861,TRUE,Upto 100,77,0%,0,41-45,10,Lost,10,1,21751,IND,Independent,Independent,S05,Goa,77,77,2012,0
Vasco-da-gama,25,GEN,41,GEN,Stanley C.Almeida,Male,11,0.02%,Candidate Count,848861,TRUE,Upto 100,143,1%,0,41-45,7,Lost,7,1,21751,IND,Independent,Independent,S05,Goa,143,143,2012,0
Fatorda,30,GEN,45,ST,Piedade Noronha E Silva,Female,5,0.08%,Candidate Count,848861,TRUE,Upto 100,695,3%,0,41-45,4,Lost,4,1,21441,AITC,State,All India Trinamool Congress,S05,Goa,695,695,2012,0
Cumbarjua,15,GEN,47,ST,Pandurang A. Madkaikar,Male,1,1.13%,Candidate Count,848861,TRUE,1001-2000,9556,48%,1,46-50,1,Won,1,1,19817,INC,National,Indian National Congress,S05,Goa,9556,7981,2012,"1,575"
Cortalim,27,GEN,48,ST,Caitan Xavier,Male,1,0.40%,Candidate Count,848861,TRUE,Upto 100,3393,17%,0,46-50,4,Lost,4,1,20422,INC,National,Indian National Congress,S05,Goa,3393,3393,2012,0
Sanvordem,38,GEN,53,ST,Ganesh Chandru Gaonkar,Male,1,1.25%,Candidate Count,848861,TRUE,2001-5000,10585,45%,1,51-60,1,Won,1,1,23344,BJP,National,Bharatiya Janata Party,S05,Goa,10585,8294,2012,"2,291"
Canacona,40,GEN,44,ST,Ramesh Bombo Tawadkar,Male,2,1.69%,Candidate Count,848861,TRUE,2001-5000,14328,54%,1,41-45,1,Won,1,1,26589,BJP,National,Bharatiya Janata Party,S05,Goa,14328,11624,2012,"2,704"
Sanvordem,38,GEN,34,ST,Prashant Budho Gaonkar,Male,3,0.04%,Candidate Count,848861,TRUE,Upto 100,309,1%,0,31-35,5,Lost,5,1,23344,CPM,National,Communist Party of India  (Marxist),S05,Goa,309,309,2012,0
Quepem,36,GEN,35,ST,Prakash Arjun Velip,Male,2,0.53%,Candidate Count,848861,TRUE,Upto 100,4536,18%,0,31-35,3,Lost,3,1,24861,MAG,State,Maharashtrawadi Gomantak,S05,Goa,4536,4536,2012,0
Sanguem,39,GEN,35,ST,Sudesh N. Gaonkar,Male,5,0.01%,Candidate Count,848861,TRUE,Upto 100,98,0%,0,31-35,7,Lost,7,1,21501,SP,State,Samajwadi Party,S05,Goa,98,98,2012,0
Pernem,2,SC,58,SC,Manohar Trimbak Ajgaoankar,Male,1,0.95%,Candidate Count,848861,TRUE,Upto 100,8053,31%,0,51-60,2,Lost,2,1,25890,INC,National,Indian National Congress,S05,Goa,8053,8053,2012,0
Pernem,2,SC,56,SC,Rajendra Arlekar,Male,2,1.93%,Candidate Count,848861,TRUE,5001-10000,16406,63%,1,51-60,1,Won,1,1,25890,BJP,National,Bharatiya Janata Party,S05,Goa,16406,8053,2012,"8,353"
Pernem,2,SC,37,SC,Kanta Sabaji Jadhav,Male,3,0.02%,Candidate Count,848861,TRUE,Upto 100,151,1%,0,36-40,5,Lost,5,1,25890,AITC,State,All India Trinamool Congress,S05,Goa,151,151,2012,0
Pernem,2,SC,68,SC,Manohar Rajaram Pednekar,Male,4,0.01%,Candidate Count,848861,TRUE,Upto 100,96,0%,0,61-70,6,Lost,6,1,25890,SJP(R),Unrecognised,Samajwadi Janata Party (Rashtriya),S05,Goa,96,96,2012,0
Pernem,2,SC,38,SC,Santosh Shankar Mandrekar,Male,5,0.01%,Candidate Count,848861,TRUE,Upto 100,50,0%,0,36-40,9,Lost,9,1,25890,UGDP,Unrecognised,United Goans Democratic Party,S05,Goa,50,50,2012,0
Pernem,2,SC,35,SC,Shyam Bablo Amonkar,Male,6,0.01%,Candidate Count,848861,TRUE,Upto 100,57,0%,0,31-35,8,Lost,8,1,25890,RPI(A),Unrecognised,Republican Party of India (A),S05,Goa,57,57,2012,0
Pernem,2,SC,36,SC,Rajan Kambli,Male,7,0.01%,Candidate Count,848861,TRUE,Upto 100,61,0%,0,36-40,7,Lost,7,1,25890,IND,Independent,Independent,S05,Goa,61,61,2012,0
Pernem,2,SC,61,SC,Sakharam Vishram Korgaonkar,Male,8,0.02%,Candidate Count,848861,TRUE,Upto 100,192,1%,0,61-70,4,Lost,4,1,25890,IND,Independent,Independent,S05,Goa,192,192,2012,0
Pernem,2,SC,37,SC,Subhash Barkelo Kerkar,Male,9,0.10%,Candidate Count,848861,TRUE,Upto 100,824,3%,0,36-40,3,Lost,3,1,25890,IND,Independent,Independent,S05,Goa,824,824,2012,0
Cortalim,27,GEN,64,GEN,Alina Saldanha,Female,1,0.62%,Candidate Count,916216,TRUE,101-1000,5666,24%,1,61-70,1,Won,1,1,23486,BJP,National,Bharatiya Janata Party,S05,Goa,5666,5148,2017,518
Sanguem,39,GEN,32,GEN,Rakhi Naik,Female,1,0.01%,Candidate Count,916216,TRUE,Upto 100,125,1%,0,31-35,9,Lost,9,1,22683,NCP,National,Nationalist Congress Party,S05,Goa,125,125,2017,0
Taleigao,12,GEN,46,GEN,Jennifer Monserrate,Female,2,1.26%,Candidate Count,916216,TRUE,2001-5000,11534,51%,1,46-50,1,Won,1,1,22556,INC,National,Indian National Congress,S05,Goa,11534,8679,2017,"2,855"
Sanguem,39,GEN,37,GEN,Savitri Kavlekar,Female,2,0.63%,Candidate Count,916216,TRUE,Upto 100,5736,25%,0,36-40,3,Lost,3,1,22683,INC,National,Indian National Congress,S05,Goa,5736,5736,2017,0
Marcaim,23,GEN,40,GEN,Urmila Alias Vindiksha Vinod Naik,Female,3,0.14%,Candidate Count,916216,TRUE,Upto 100,1259,5%,0,36-40,3,Lost,3,1,23356,INC,National,Indian National Congress,S05,Goa,1259,1259,2017,0
Taleigao,12,GEN,34,GEN,Cecille Rodrigues,Female,3,0.22%,Candidate Count,916216,TRUE,Upto 100,1976,9%,0,31-35,3,Lost,3,1,22556,AAAP,State,Aam Aadmi Party,S05,Goa,1976,1976,2017,0
Cortalim,27,GEN,41,GEN,Suman Sharma,Female,3,0.01%,Candidate Count,916216,TRUE,Upto 100,75,0%,0,41-45,10,Lost,10,1,23486,MAG,State,Maharashtrawadi Gomantak,S05,Goa,75,75,2017,0
Aldona,10,GEN,49,GEN,Rosy Ursula D'Souza,Female,5,0.36%,Candidate Count,916216,TRUE,Upto 100,3272,15%,0,46-50,3,Lost,3,1,21606,AAAP,State,Aam Aadmi Party,S05,Goa,3272,3272,2017,0
Benaulim,32,GEN,37,GEN,Royla Clarina Fernandes,Female,5,0.46%,Candidate Count,916216,TRUE,Upto 100,4182,20%,0,36-40,2,Lost,2,1,21314,AAAP,State,Aam Aadmi Party,S05,Goa,4182,4182,2017,0
Mapusa,5,GEN,33,GEN,Shraddha Khalap,Female,6,0.25%,Candidate Count,916216,TRUE,Upto 100,2321,10%,0,31-35,4,Lost,4,1,22764,AAAP,State,Aam Aadmi Party,S05,Goa,2321,2321,2017,0
Vasco-da-gama,25,GEN,62,GEN,Loretta Shreedharan,Female,6,0.10%,Candidate Count,916216,TRUE,Upto 100,928,4%,0,61-70,5,Lost,5,1,26099,AAAP,State,Aam Aadmi Party,S05,Goa,928,928,2017,0
Benaulim,32,GEN,48,GEN,Maria Da Luz Arlinda Gomes E Rebelo,Female,4,0.05%,Candidate Count,916216,TRUE,Upto 100,492,2%,0,46-50,6,Lost,6,1,21314,GVP,Unrecognised,Goa Vikas Party,S05,Goa,492,492,2017,0
Mapusa,5,GEN,27,GEN,Rameshwari Morajkar,Female,5,0.01%,Candidate Count,916216,TRUE,Upto 100,103,0%,0,Upto 30,8,Lost,8,1,22764,GSRP,Unrecognised,Goa Su-Raj Party,S05,Goa,103,103,2017,0
Cortalim,27,GEN,56,GEN,Nelly Rodrigues,Female,5,0.37%,Candidate Count,916216,TRUE,Upto 100,3380,14%,0,51-60,4,Lost,4,1,23486,GVP,Unrecognised,Goa Vikas Party,S05,Goa,3380,3380,2017,0
Siroda,22,GEN,39,GEN,Diya Chandrakant Shetkar,Female,5,0.02%,Candidate Count,916216,TRUE,Upto 100,140,1%,0,36-40,7,Lost,7,1,24624,IND,Independent,Independent,S05,Goa,140,140,2017,0
Mormugao,24,GEN,37,GEN,Maria Liberata Mendonca,Female,5,0.00%,Candidate Count,916216,TRUE,Upto 100,31,0%,0,36-40,7,Lost,7,1,17340,IND,Independent,Independent,S05,Goa,31,31,2017,0
