Constituency,Ac No,Const. Type,Cand Age,Cand Category,Cand Name,Gender,Cand Sl No,% of Vote Share,"""Candidate Count""",Total Votes (Overall),State Filter,Margin Bands,LOD: Cand Votes Polled,Cand Votes as % of Total Const Votes,winner count,Age Band,Candidate_Position (copy),Candidate_Position (group),Candidate Position,Count of Candidates (SNo),LOD: Const Votes Polled,Partyabbre,Partytype,Party Name,St Code,State,Total Votes Polled,Total Votes Polled (R),Year,Margin
Lalganj,351,SC,61,SC,Balihari Babu,Male,2,0.02%,Candidate Count,75831682,TRUE,Upto 100,13673,8%,0,61-70,4,Lost,4,1,178495,INC,National,Indian National Congress,S24,Uttar Pradesh,13673,13673,2012,0
Belthara Road,357,SC,42,SC,Chhathu Ram,Male,2,0.06%,Candidate Count,75831682,TRUE,Upto 100,47066,28%,0,41-45,2,Lost,2,1,170951,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,47066,47066,2012,0
Machhlishahr S.C.,369,SC,49,SC,Ramjeet,Male,2,0.00%,Candidate Count,75831682,TRUE,Upto 100,1573,1%,0,46-50,7,Lost,7,1,187208,NCP,National,Nationalist Congress Party,S24,Uttar Pradesh,1573,1573,2012,0
Jakhanian,373,SC,36,SC,Sunil,Male,2,0.01%,Candidate Count,75831682,TRUE,Upto 100,9836,5%,0,36-40,5,Lost,5,1,202518,INC,National,Indian National Congress,S24,Uttar Pradesh,9836,9836,2012,0
Saidpur,374,SC,63,SC,Rama Shankar Ram,Male,2,0.01%,Candidate Count,75831682,TRUE,Upto 100,6828,4%,0,61-70,5,Lost,5,1,186488,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,6828,6828,2012,0
Ajagara,385,SC,57,SC,Meva Lal Bagi,Male,2,0.01%,Candidate Count,75831682,TRUE,Upto 100,11054,6%,0,51-60,5,Lost,5,1,186214,INC,National,Indian National Congress,S24,Uttar Pradesh,11054,11054,2012,0
Duddhi,403,SC,33,SC,Panna Lal,Male,2,0.04%,Candidate Count,75831682,TRUE,Upto 100,29480,19%,0,31-35,4,Lost,4,1,159208,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,29480,29480,2012,0
Rampur Maniharan,6,SC,42,SC,Vinod Kumar Tejyan,Male,3,0.07%,Candidate Count,75831682,TRUE,Upto 100,50668,26%,0,41-45,2,Lost,2,1,195468,INC,National,Indian National Congress,S24,Uttar Pradesh,50668,50668,2012,0
Purqazi,13,SC,55,SC,Deepak Kumar,Male,3,0.06%,Candidate Count,75831682,TRUE,Upto 100,44583,27%,0,51-60,2,Lost,2,1,167467,INC,National,Indian National Congress,S24,Uttar Pradesh,44583,44583,2012,0
Milak,38,SC,51,SC,Radhey Shyam,Male,3,0.05%,Candidate Count,75831682,TRUE,Upto 100,34964,19%,0,51-60,3,Lost,3,1,180088,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,34964,34964,2012,0
Dhanaura,39,SC,45,SC,Harpal Singh,Male,3,0.04%,Candidate Count,75831682,TRUE,Upto 100,28187,14%,0,41-45,4,Lost,4,1,195722,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,28187,28187,2012,0
Hastinapur,45,SC,43,SC,Prashant Kumar Gautam,Male,3,0.04%,Candidate Count,75831682,TRUE,Upto 100,30692,17%,0,41-45,4,Lost,4,1,184686,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,30692,30692,2012,0
Hapur,59,SC,56,SC,Dharampal Singh,Male,3,0.07%,Candidate Count,75831682,TRUE,Upto 100,55090,30%,0,51-60,2,Lost,2,1,184887,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,55090,55090,2012,0
Khurja,70,SC,51,SC,Banshi Singh Pahadiya,Male,3,0.13%,Candidate Count,75831682,TRUE,>20000,98913,47%,1,51-60,1,Won,1,1,209860,INC,National,Indian National Congress,S24,Uttar Pradesh,98913,61609,2012,"37,304"
Iglas,77,SC,46,SC,Rajendra Kumar,Male,3,0.08%,Candidate Count,75831682,TRUE,Upto 100,57953,30%,0,46-50,2,Lost,2,1,190630,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,57953,57953,2012,0
Hathras,78,SC,42,SC,Rajesh Raj Jivan,Male,3,0.06%,Candidate Count,75831682,TRUE,Upto 100,46284,23%,0,41-45,3,Lost,3,1,204829,INC,National,Indian National Congress,S24,Uttar Pradesh,46284,46284,2012,0
Baldev,85,SC,47,SC,Chandrabhan Singh,Male,3,0.06%,Candidate Count,75831682,TRUE,Upto 100,47270,25%,0,46-50,2,Lost,2,1,191087,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,47270,47270,2012,0
Agra Rural,90,SC,47,SC,Kali Charan Suman,Male,3,0.09%,Candidate Count,75831682,TRUE,10001-20000,69969,35%,1,46-50,1,Won,1,1,200803,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,69969,51123,2012,"18,846"
Tundla,95,SC,52,SC,Rakesh Babu,Male,3,0.09%,Candidate Count,75831682,TRUE,5001-10000,67949,33%,1,51-60,1,Won,1,1,207213,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,67949,60003,2012,"7,946"
Jalesar,106,SC,31,SC,Bhoori Singh,Male,3,0.00%,Candidate Count,75831682,TRUE,Upto 100,582,0%,0,31-35,11,Lost,11,1,149809,NCP,National,Nationalist Congress Party,S24,Uttar Pradesh,582,582,2012,0
Kishani,109,SC,46,SC,Sunil Kumar,Male,3,0.03%,Candidate Count,75831682,TRUE,Upto 100,21266,14%,0,46-50,3,Lost,3,1,153453,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,21266,21266,2012,0
Faridpur,122,SC,46,SC,Dr. Shyam Bihari,Male,3,0.06%,Candidate Count,75831682,TRUE,Upto 100,44050,25%,0,46-50,2,Lost,2,1,173351,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,44050,44050,2012,0
Puranpur,129,SC,48,SC,Babu Ram,Male,3,0.06%,Candidate Count,75831682,TRUE,Upto 100,43009,19%,0,46-50,2,Lost,2,1,223908,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,43009,43009,2012,0
Powayan,134,SC,42,SC,Rajveer Singh,Male,3,0.04%,Candidate Count,75831682,TRUE,Upto 100,31472,15%,0,41-45,4,Lost,4,1,208060,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,31472,31472,2012,0
Kasta,143,SC,76,SC,Banshidhar Raj,Male,3,0.02%,Candidate Count,75831682,TRUE,Upto 100,16749,9%,0,>70,3,Lost,3,1,195511,INC,National,Indian National Congress,S24,Uttar Pradesh,16749,16749,2012,0
Sidhauli,152,SC,67,SC,Shyam Lal Rawat,Male,3,0.04%,Candidate Count,75831682,TRUE,Upto 100,30780,15%,0,61-70,3,Lost,3,1,201145,INC,National,Indian National Congress,S24,Uttar Pradesh,30780,30780,2012,0
Misrikh,153,SC,59,SC,Ram Krishna,Male,3,0.04%,Candidate Count,75831682,TRUE,Upto 100,34040,18%,0,51-60,3,Lost,3,1,187283,INC,National,Indian National Congress,S24,Uttar Pradesh,34040,34040,2012,0
Sandi,158,SC,62,SC,Ram Gopal,Male,3,0.01%,Candidate Count,75831682,TRUE,Upto 100,4066,2%,0,61-70,4,Lost,4,1,173973,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,4066,4066,2012,0
Balamau,160,SC,68,SC,Ram Ashray Prasad,Male,3,0.02%,Candidate Count,75831682,TRUE,Upto 100,12076,7%,0,61-70,4,Lost,4,1,177294,INC,National,Indian National Congress,S24,Uttar Pradesh,12076,12076,2012,0
Safipur,163,SC,47,SC,Ram Baran,Male,3,0.08%,Candidate Count,75831682,TRUE,Upto 100,63815,38%,0,46-50,2,Lost,2,1,169862,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,63815,63815,2012,0
Mohan,164,SC,63,SC,Mast Ram,Male,3,0.05%,Candidate Count,75831682,TRUE,Upto 100,38852,21%,0,61-70,2,Lost,2,1,184836,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,38852,38852,2012,0
Malihabad,168,SC,49,SC,Mahendra Kumar,Male,3,0.00%,Candidate Count,75831682,TRUE,Upto 100,765,0%,0,46-50,12,Lost,12,1,201417,CPI,National,Communist Party of India,S24,Uttar Pradesh,765,765,2012,0
Bachhrawan,177,SC,53,SC,Raja Ram Tyagi,Male,3,0.04%,Candidate Count,75831682,TRUE,Upto 100,29317,16%,0,51-60,3,Lost,3,1,183729,INC,National,Indian National Congress,S24,Uttar Pradesh,29317,29317,2012,0
Salon,181,SC,47,SC,Vijay Ambedkar,Male,3,0.03%,Candidate Count,75831682,TRUE,Upto 100,23069,13%,0,46-50,3,Lost,3,1,171350,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,23069,23069,2012,0
Kadipur,191,SC,54,SC,Bhagelu Ram,Male,3,0.08%,Candidate Count,75831682,TRUE,Upto 100,59173,31%,0,51-60,2,Lost,2,1,189281,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,59173,59173,2012,0
Kaimganj,192,SC,64,SC,Amar Singh,Male,3,0.05%,Candidate Count,75831682,TRUE,Upto 100,34441,18%,0,61-70,2,Lost,2,1,195490,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,34441,34441,2012,0
Kannauj,198,SC,43,SC,Mahendra Nim Dohre,Male,3,0.07%,Candidate Count,75831682,TRUE,Upto 100,50020,24%,0,41-45,2,Lost,2,1,207534,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,50020,50020,2012,0
Bharthana,201,SC,76,SC,Dr. Ram Bharose Lal,Male,3,0.00%,Candidate Count,75831682,TRUE,Upto 100,606,0%,0,>70,8,Lost,8,1,209377,NCP,National,Nationalist Congress Party,S24,Uttar Pradesh,606,606,2012,0
Bilhaur,209,SC,52,SC,Rakesh Sonker,Male,3,0.03%,Candidate Count,75831682,TRUE,Upto 100,25473,12%,0,51-60,3,Lost,3,1,215082,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,25473,25473,2012,0
Ghatampur,218,SC,49,SC,Nandram Sonkar,Male,3,0.06%,Candidate Count,75831682,TRUE,Upto 100,42772,24%,0,46-50,3,Lost,3,1,177538,INC,National,Indian National Congress,S24,Uttar Pradesh,42772,42772,2012,0
Orai,221,SC,61,SC,Dr. Ramadhin,Male,3,0.04%,Candidate Count,75831682,TRUE,Upto 100,31952,13%,0,61-70,4,Lost,4,1,237444,INC,National,Indian National Congress,S24,Uttar Pradesh,31952,31952,2012,0
Mehroni,227,SC,57,SC,Manohar Lal,Male,3,0.09%,Candidate Count,75831682,TRUE,Upto 100,69110,25%,0,51-60,2,Lost,2,1,273239,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,69110,69110,2012,0
Rath,229,SC,53,SC,Gayadeen Anuragi,Male,3,0.12%,Candidate Count,75831682,TRUE,>20000,91295,40%,1,51-60,1,Won,1,1,225532,INC,National,Indian National Congress,S24,Uttar Pradesh,91295,55158,2012,"36,137"
Naraini,234,SC,42,SC,Mahendra Singh Verma,Male,3,0.03%,Candidate Count,75831682,TRUE,Upto 100,20418,12%,0,41-45,4,Lost,4,1,173183,INC,National,Indian National Congress,S24,Uttar Pradesh,20418,20418,2012,0
Khaga,243,SC,56,SC,Murli Dhar,Male,3,0.05%,Candidate Count,75831682,TRUE,Upto 100,40312,23%,0,51-60,2,Lost,2,1,175893,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,40312,40312,2012,0
Babaganj,245,SC,52,SC,Suresh Bharti,Male,3,0.03%,Candidate Count,75831682,TRUE,Upto 100,25920,18%,0,51-60,3,Lost,3,1,140666,INC,National,Indian National Congress,S24,Uttar Pradesh,25920,25920,2012,0
Soraon,255,SC,50,SC,Babu Lal 'Bhawara',Male,3,0.06%,Candidate Count,75831682,TRUE,Upto 100,47852,26%,0,46-50,2,Lost,2,1,185969,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,47852,47852,2012,0
Zaidpur,269,SC,47,SC,Ramnaresh Rawat,Male,3,0.02%,Candidate Count,75831682,TRUE,Upto 100,17867,8%,0,46-50,4,Lost,4,1,227460,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,17867,17867,2012,0
Milkipur,273,SC,42,SC,Bhola Nath Bharati,Male,3,0.02%,Candidate Count,75831682,TRUE,Upto 100,16651,10%,0,41-45,4,Lost,4,1,174707,INC,National,Indian National Congress,S24,Uttar Pradesh,16651,16651,2012,0
Alapur,279,SC,61,SC,Triveni Ram,Male,3,0.01%,Candidate Count,75831682,TRUE,Upto 100,9902,6%,0,61-70,4,Lost,4,1,165835,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,9902,9902,2012,0
Balrampur,294,SC,50,SC,Ram Sagar Akela,Male,3,0.04%,Candidate Count,75831682,TRUE,Upto 100,28716,18%,0,46-50,3,Lost,3,1,162653,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,28716,28716,2012,0
Mankapur,300,SC,64,SC,Ramabhilakh,Male,3,0.00%,Candidate Count,75831682,TRUE,Upto 100,1359,1%,0,61-70,8,Lost,8,1,156083,NCP,National,Nationalist Congress Party,S24,Uttar Pradesh,1359,1359,2012,0
Kapilvastu,303,SC,46,SC,Pattu Ram Azad,Male,3,0.04%,Candidate Count,75831682,TRUE,Upto 100,32204,17%,0,46-50,3,Lost,3,1,190196,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,32204,32204,2012,0
Dhanghata,314,SC,38,SC,Neel Mani,Male,3,0.05%,Candidate Count,75831682,TRUE,Upto 100,40491,22%,0,36-40,3,Lost,3,1,186620,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,40491,40491,2012,0
Maharajganj,318,SC,46,SC,Nirmesh Mangal,Male,3,0.06%,Candidate Count,75831682,TRUE,Upto 100,48426,22%,0,46-50,2,Lost,2,1,216281,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,48426,48426,2012,0
Khajani,325,SC,68,SC,Raj Narayan Pasi,Male,3,0.01%,Candidate Count,75831682,TRUE,Upto 100,9067,5%,0,61-70,4,Lost,4,1,165073,INC,National,Indian National Congress,S24,Uttar Pradesh,9067,9067,2012,0
Ramkola,335,SC,42,SC,Ramanand Bauddha,Male,3,0.02%,Candidate Count,75831682,TRUE,Upto 100,14750,9%,0,41-45,4,Lost,4,1,168497,INC,National,Indian National Congress,S24,Uttar Pradesh,14750,14750,2012,0
Salempur,341,SC,66,SC,Valiram,Male,3,0.04%,Candidate Count,75831682,TRUE,Upto 100,28615,20%,0,61-70,3,Lost,3,1,141695,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,28615,28615,2012,0
Mehnagar,352,SC,61,SC,Ram Jag,Male,3,0.01%,Candidate Count,75831682,TRUE,Upto 100,6730,4%,0,61-70,4,Lost,4,1,179611,CPM,National,Communist Party of India  (Marxist),S24,Uttar Pradesh,6730,6730,2012,0
Muhammadabad- Gohna (SC),355,SC,52,SC,Rajendra,Male,3,0.07%,Candidate Count,75831682,TRUE,Upto 100,49552,27%,0,51-60,2,Lost,2,1,182273,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,49552,49552,2012,0
Belthara Road,357,SC,54,SC,Ram Bachan,Male,3,0.00%,Candidate Count,75831682,TRUE,Upto 100,2165,1%,0,51-60,6,Lost,6,1,170951,INC,National,Indian National Congress,S24,Uttar Pradesh,2165,2165,2012,0
Machhlishahr S.C.,369,SC,48,SC,Rampher Gautam,Male,3,0.08%,Candidate Count,75831682,TRUE,Upto 100,58059,31%,0,46-50,2,Lost,2,1,187208,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,58059,58059,2012,0
Kerakat S.C.,372,SC,35,SC,Rajesh Gautam,Male,3,0.02%,Candidate Count,75831682,TRUE,Upto 100,16453,8%,0,31-35,4,Lost,4,1,208517,INC,National,Indian National Congress,S24,Uttar Pradesh,16453,16453,2012,0
Saidpur,374,SC,28,SC,Rajiv Kiran,Male,3,0.01%,Candidate Count,75831682,TRUE,Upto 100,8879,5%,0,Upto 30,4,Lost,4,1,186488,INC,National,Indian National Congress,S24,Uttar Pradesh,8879,8879,2012,0
Chakia,383,SC,33,SC,Madhukant Ishwar,Male,3,0.01%,Candidate Count,75831682,TRUE,Upto 100,5085,2%,0,31-35,4,Lost,4,1,208752,INC,National,Indian National Congress,S24,Uttar Pradesh,5085,5085,2012,0
Aurai,394,SC,38,SC,Mahendra,Male,3,0.00%,Candidate Count,75831682,TRUE,Upto 100,1121,1%,0,36-40,9,Lost,9,1,177308,NCP,National,Nationalist Congress Party,S24,Uttar Pradesh,1121,1121,2012,0
Chhanbey,395,SC,42,SC,Raja Ram,Male,3,0.02%,Candidate Count,75831682,TRUE,Upto 100,16383,9%,0,41-45,4,Lost,4,1,185476,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,16383,16383,2012,0
Nagina,18,SC,43,SC,Lovekush Kumar,Male,4,0.03%,Candidate Count,75831682,TRUE,Upto 100,23008,13%,0,41-45,3,Lost,3,1,182443,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,23008,23008,2012,0
Nehtaur,21,SC,42,SC,Subhash Chand Balmiki,Male,4,0.03%,Candidate Count,75831682,TRUE,Upto 100,20872,13%,0,41-45,4,Lost,4,1,164385,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,20872,20872,2012,0
Chandausi,31,SC,48,SC,Satish Premi,Male,4,0.02%,Candidate Count,75831682,TRUE,Upto 100,13443,7%,0,46-50,4,Lost,4,1,191900,INC,National,Indian National Congress,S24,Uttar Pradesh,13443,13443,2012,0
Dhanaura,39,SC,47,SC,Hem Singh,Male,4,0.06%,Candidate Count,75831682,TRUE,Upto 100,47916,24%,0,46-50,2,Lost,2,1,195722,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,47916,47916,2012,0
Hastinapur,45,SC,41,SC,Bijendra Lohare,Male,4,0.03%,Candidate Count,75831682,TRUE,Upto 100,23514,13%,0,41-45,5,Lost,5,1,184686,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,23514,23514,2012,0
Hapur,59,SC,48,SC,Rajender Kumar,Male,4,0.04%,Candidate Count,75831682,TRUE,Upto 100,31836,17%,0,46-50,3,Lost,3,1,184887,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,31836,31836,2012,0
Khurja,70,SC,45,SC,Satish Balmiki,Male,4,0.05%,Candidate Count,75831682,TRUE,Upto 100,38181,18%,0,41-45,3,Lost,3,1,209860,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,38181,38181,2012,0
Agra Cantt.,87,SC,62,SC,Hari Kishan Pippal,Male,4,0.03%,Candidate Count,75831682,TRUE,Upto 100,23339,11%,0,61-70,4,Lost,4,1,208739,INC,National,Indian National Congress,S24,Uttar Pradesh,23339,23339,2012,0
Tundla,95,SC,49,SC,Shiv Singh Chak,Male,4,0.08%,Candidate Count,75831682,TRUE,Upto 100,58536,28%,0,46-50,3,Lost,3,1,207213,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,58536,58536,2012,0
Bisauli,112,SC,62,SC,Raja Ram Kori,Male,4,0.02%,Candidate Count,75831682,TRUE,Upto 100,12585,6%,0,61-70,4,Lost,4,1,201813,INC,National,Indian National Congress,S24,Uttar Pradesh,12585,12585,2012,0
Puranpur,129,SC,56,SC,Sukh Lal,Male,4,0.05%,Candidate Count,75831682,TRUE,Upto 100,36773,16%,0,51-60,3,Lost,3,1,223908,INC,National,Indian National Congress,S24,Uttar Pradesh,36773,36773,2012,0
Sri Nagar,140,SC,65,SC,Sripal Bhargva,Male,4,0.05%,Candidate Count,75831682,TRUE,Upto 100,37898,20%,0,61-70,2,Lost,2,1,186261,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,37898,37898,2012,0
Hargaon,147,SC,55,SC,Ramhet Bharti,Male,4,0.10%,Candidate Count,75831682,TRUE,10001-20000,73889,38%,1,51-60,1,Won,1,1,192604,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,73889,61740,2012,"12,149"
Sidhauli,152,SC,37,SC,Dr. Hargovind Bhargav,Male,4,0.09%,Candidate Count,75831682,TRUE,Upto 100,67083,33%,0,36-40,2,Lost,2,1,201145,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,67083,67083,2012,0
Gopamau,157,SC,37,SC,Sarvesh Kumar,Male,4,0.04%,Candidate Count,75831682,TRUE,Upto 100,31388,17%,0,36-40,3,Lost,3,1,183738,INC,National,Indian National Congress,S24,Uttar Pradesh,31388,31388,2012,0
Sandi,158,SC,39,SC,Virendra Kumar,Male,4,0.08%,Candidate Count,75831682,TRUE,Upto 100,59675,34%,0,36-40,2,Lost,2,1,173973,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,59675,59675,2012,0
Balamau,160,SC,57,SC,Rampal Verma,Male,4,0.09%,Candidate Count,75831682,TRUE,Upto 100,67627,38%,0,51-60,2,Lost,2,1,177294,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,67627,67627,2012,0
Mohan,164,SC,46,SC,Radhey Lal Rawat,Male,4,0.06%,Candidate Count,75831682,TRUE,5001-10000,48021,26%,1,46-50,1,Won,1,1,184836,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,48021,38852,2012,"9,169"
Malihabad,168,SC,36,SC,Rajesh Kumar,Male,4,0.00%,Candidate Count,75831682,TRUE,Upto 100,3300,2%,0,36-40,6,Lost,6,1,201417,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,3300,3300,2012,0
Salon,181,SC,71,SC,Shiv Balak Pasi,Male,4,0.06%,Candidate Count,75831682,TRUE,Upto 100,48443,28%,0,>70,2,Lost,2,1,171350,INC,National,Indian National Congress,S24,Uttar Pradesh,48443,48443,2012,0
Jagdishpur,184,SC,39,SC,Shriram Krantikari,Male,4,0.04%,Candidate Count,75831682,TRUE,Upto 100,32665,19%,0,36-40,3,Lost,3,1,172982,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,32665,32665,2012,0
Kadipur,191,SC,38,SC,Rajaram,Male,4,0.00%,Candidate Count,75831682,TRUE,Upto 100,1173,1%,0,36-40,10,Lost,10,1,189281,NCP,National,Nationalist Congress Party,S24,Uttar Pradesh,1173,1173,2012,0
Kannauj,198,SC,63,SC,Vishram Singh Katheria,Male,4,0.01%,Candidate Count,75831682,TRUE,Upto 100,4871,2%,0,61-70,5,Lost,5,1,207534,INC,National,Indian National Congress,S24,Uttar Pradesh,4871,4871,2012,0
Auraiya,204,SC,61,SC,Ram Darshan,Male,4,0.01%,Candidate Count,75831682,TRUE,Upto 100,3796,2%,0,61-70,5,Lost,5,1,173948,INC,National,Indian National Congress,S24,Uttar Pradesh,3796,3796,2012,0
Bilhaur,209,SC,25,SC,Ramlakhan Gautam,Male,4,0.03%,Candidate Count,75831682,TRUE,Upto 100,22640,11%,0,Upto 30,4,Lost,4,1,215082,INC,National,Indian National Congress,S24,Uttar Pradesh,22640,22640,2012,0
Orai,221,SC,38,SC,Satyendra Pratap,Male,4,0.08%,Candidate Count,75831682,TRUE,Upto 100,60165,25%,0,36-40,2,Lost,2,1,237444,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,60165,60165,2012,0
Mauranipur,224,SC,44,SC,Rajendra Rahul Ahirwar,Male,4,0.08%,Candidate Count,75831682,TRUE,Upto 100,61137,26%,0,41-45,2,Lost,2,1,232939,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,61137,61137,2012,0
Rath,229,SC,58,SC,Ramsahay Ahirwar,Male,4,0.06%,Candidate Count,75831682,TRUE,Upto 100,44964,20%,0,51-60,3,Lost,3,1,225532,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,44964,44964,2012,0
Naraini,234,SC,41,SC,Rajkaran Kabir,Male,4,0.05%,Candidate Count,75831682,TRUE,Upto 100,38053,22%,0,41-45,3,Lost,3,1,173183,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,38053,38053,2012,0
Khaga,243,SC,54,SC,Chaudhari Ramraj Nirmal,Male,4,0.00%,Candidate Count,75831682,TRUE,Upto 100,2675,2%,0,51-60,8,Lost,8,1,175893,CPI,National,Communist Party of India,S24,Uttar Pradesh,2675,2675,2012,0
Manjhanpur,252,SC,39,SC,Suresh Chandra,Male,4,0.01%,Candidate Count,75831682,TRUE,Upto 100,3820,2%,0,36-40,5,Lost,5,1,208546,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,3820,3820,2012,0
Soraon,255,SC,41,SC,Lallan,Male,4,0.00%,Candidate Count,75831682,TRUE,Upto 100,2026,1%,0,41-45,9,Lost,9,1,185969,NCP,National,Nationalist Congress Party,S24,Uttar Pradesh,2026,2026,2012,0
Bara,264,SC,36,SC,Vibhav Nath Bharti,Male,4,0.02%,Candidate Count,75831682,TRUE,Upto 100,17738,10%,0,36-40,5,Lost,5,1,172634,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,17738,17738,2012,0
Koraon,265,SC,49,SC,Rajbali Jaisal,Male,4,0.06%,Candidate Count,75831682,TRUE,5001-10000,44755,25%,1,46-50,1,Won,1,1,180517,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,44755,36982,2012,"7,773"
Zaidpur,269,SC,28,SC,Ved Prakash Rawat,Male,4,0.07%,Candidate Count,75831682,TRUE,Upto 100,53828,24%,0,Upto 30,2,Lost,2,1,227460,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,53828,53828,2012,0
Haidergarh,272,SC,50,SC,Ram Narayan,Male,4,0.07%,Candidate Count,75831682,TRUE,Upto 100,51792,27%,0,46-50,2,Lost,2,1,188371,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,51792,51792,2012,0
Milkipur,273,SC,62,SC,Ramu Priadarshi,Male,4,0.04%,Candidate Count,75831682,TRUE,Upto 100,32972,19%,0,61-70,3,Lost,3,1,174707,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,32972,32972,2012,0
Balrampur,294,SC,51,SC,Shivlal,Male,4,0.03%,Candidate Count,75831682,TRUE,Upto 100,21536,13%,0,51-60,5,Lost,5,1,162653,INC,National,Indian National Congress,S24,Uttar Pradesh,21536,21536,2012,0
Mankapur,300,SC,66,SC,Ramkishor,Male,4,0.01%,Candidate Count,75831682,TRUE,Upto 100,6756,4%,0,61-70,3,Lost,3,1,156083,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,6756,6756,2012,0
Dhanghata,314,SC,51,SC,Ram Sidhare,Male,4,0.07%,Candidate Count,75831682,TRUE,Upto 100,51388,28%,0,51-60,2,Lost,2,1,186620,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,51388,51388,2012,0
Maharajganj,318,SC,50,SC,Ramkewal,Male,4,0.00%,Candidate Count,75831682,TRUE,Upto 100,3572,2%,0,46-50,6,Lost,6,1,216281,CPI,National,Communist Party of India,S24,Uttar Pradesh,3572,3572,2012,0
Khajani,325,SC,62,SC,Ram Samujh,Male,4,0.06%,Candidate Count,75831682,TRUE,Upto 100,48484,29%,0,61-70,2,Lost,2,1,165073,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,48484,48484,2012,0
Ramkola,335,SC,37,SC,Harendar Kumar Gautam,Male,4,0.04%,Candidate Count,75831682,TRUE,Upto 100,29891,18%,0,36-40,3,Lost,3,1,168497,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,29891,29891,2012,0
Lalganj,351,SC,44,SC,Hira Lal Gautam,Male,4,0.07%,Candidate Count,75831682,TRUE,Upto 100,53734,30%,0,41-45,2,Lost,2,1,178495,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,53734,53734,2012,0
