Constituency,Ac No,Const. Type,Cand Age,Cand Category,Cand Name,Gender,Cand Sl No,% of Vote Share,"""Candidate Count""",Total Votes (Overall),State Filter,Margin Bands,LOD: Cand Votes Polled,Cand Votes as % of Total Const Votes,winner count,Age Band,Candidate_Position (copy),Candidate_Position (group),Candidate Position,Count of Candidates (SNo),LOD: Const Votes Polled,Partyabbre,Partytype,Party Name,St Code,State,Total Votes Polled,Total Votes Polled (R),Year,Margin
Moradabad Nagar,28,GEN,52,GEN,Phoolwati Saini,Female,1,0.02%,Candidate Count,75831682,TRUE,Upto 100,12598,6%,0,51-60,4,Lost,4,1,209449,INC,National,Indian National Congress,S24,Uttar Pradesh,12598,12598,2012,0
Jasrana,96,GEN,49,GEN,Anita Devi,Female,1,0.01%,Candidate Count,75831682,TRUE,Upto 100,4200,2%,0,46-50,3,Lost,3,1,203543,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,4200,4200,2012,0
Nawabganj,121,GEN,48,GEN,Usha Gangwar,Female,1,0.07%,Candidate Count,75831682,TRUE,Upto 100,49303,26%,0,46-50,2,Lost,2,1,188370,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,49303,49303,2012,0
Aonla,126,GEN,43,GEN,Anupama Morya,Female,1,0.02%,Candidate Count,75831682,TRUE,Upto 100,15715,10%,0,41-45,4,Lost,4,1,164613,INC,National,Indian National Congress,S24,Uttar Pradesh,15715,15715,2012,0
Amethi,186,GEN,49,GEN,Ameeta Sinh,Female,1,0.07%,Candidate Count,75831682,TRUE,Upto 100,49674,30%,0,46-50,2,Lost,2,1,163038,INC,National,Indian National Congress,S24,Uttar Pradesh,49674,49674,2012,0
Chhibramau,196,GEN,52,GEN,Archana Panday,Female,1,0.08%,Candidate Count,75831682,TRUE,Upto 100,61822,28%,0,51-60,3,Lost,3,1,224549,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,61822,61822,2012,0
Bidhuna,202,GEN,41,GEN,Geeta Alias Chandraprabha,Female,1,0.06%,Candidate Count,75831682,TRUE,Upto 100,43891,22%,0,41-45,3,Lost,3,1,200011,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,43891,43891,2012,0
Akbarpur - Raniya,206,GEN,51,GEN,Pratibha Shukla,Female,1,0.09%,Candidate Count,75831682,TRUE,Upto 100,67905,36%,0,51-60,2,Lost,2,1,186260,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,67905,67905,2012,0
Kalpi,220,GEN,45,GEN,Umakanti,Female,1,0.08%,Candidate Count,75831682,TRUE,5001-10000,64289,29%,1,41-45,1,Won,1,1,222562,INC,National,Indian National Congress,S24,Uttar Pradesh,64289,57639,2012,"6,650"
Charkhari,231,GEN,53,GEN,Uma Bharti,Female,1,0.09%,Candidate Count,75831682,TRUE,>20000,66888,35%,1,51-60,1,Won,1,1,192365,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,66888,41623,2012,"25,265"
Husainganj,242,GEN,44,GEN,Usha Devi Alias Anila Maurya,Female,1,0.06%,Candidate Count,75831682,TRUE,Upto 100,41906,24%,0,41-45,2,Lost,2,1,171435,INC,National,Indian National Congress,S24,Uttar Pradesh,41906,41906,2012,0
Patti,249,GEN,33,GEN,Archana Devi,Female,1,0.07%,Candidate Count,75831682,TRUE,Upto 100,52350,28%,0,31-35,3,Lost,3,1,190311,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,52350,52350,2012,0
Karachhana,260,GEN,37,GEN,Anamika Chaudhary,Female,1,0.01%,Candidate Count,75831682,TRUE,Upto 100,8149,5%,0,36-40,4,Lost,4,1,179352,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,8149,8149,2012,0
Barabanki,268,GEN,45,GEN,Kusum Singh,Female,1,0.00%,Candidate Count,75831682,TRUE,Upto 100,842,0%,0,41-45,12,Lost,12,1,212871,NCP,National,Nationalist Congress Party,S24,Uttar Pradesh,842,842,2012,0
Bahraich,286,GEN,44,GEN,Anupama Jaiswal,Female,1,0.04%,Candidate Count,75831682,TRUE,Upto 100,32308,19%,0,41-45,3,Lost,3,1,172029,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,32308,32308,2012,0
Gorakhpur Rural,323,GEN,31,GEN,Kajal,Female,1,0.02%,Candidate Count,75831682,TRUE,Upto 100,17636,9%,0,31-35,4,Lost,4,1,187979,INC,National,Indian National Congress,S24,Uttar Pradesh,17636,17636,2012,0
Bansdih,362,GEN,28,GEN,Ketakee,Female,1,0.04%,Candidate Count,75831682,TRUE,Upto 100,29208,15%,0,Upto 30,2,Lost,2,1,193355,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,29208,29208,2012,0
Karhal,110,GEN,58,GEN,Urmila Devi,Female,2,0.01%,Candidate Count,75831682,TRUE,Upto 100,9840,5%,0,51-60,4,Lost,4,1,197315,INC,National,Indian National Congress,S24,Uttar Pradesh,9840,9840,2012,0
Tilhar,133,GEN,37,GEN,Ragini Singh,Female,2,0.01%,Candidate Count,75831682,TRUE,Upto 100,6905,4%,0,36-40,4,Lost,4,1,196030,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,6905,6905,2012,0
Sandila,161,GEN,53,GEN,Ishrat Rasool,Female,2,0.01%,Candidate Count,75831682,TRUE,Upto 100,6886,4%,0,51-60,4,Lost,4,1,192949,INC,National,Indian National Congress,S24,Uttar Pradesh,6886,6886,2012,0
Unnao,165,GEN,38,GEN,Namrata Pathak,Female,2,0.06%,Candidate Count,75831682,TRUE,Upto 100,48397,27%,0,36-40,3,Lost,3,1,182257,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,48397,48397,2012,0
Lucknow Cantt.,175,GEN,62,GEN,Prof. Rita Bahuguna Joshi,Female,2,0.08%,Candidate Count,75831682,TRUE,>20000,63052,39%,1,61-70,1,Won,1,1,161890,INC,National,Indian National Congress,S24,Uttar Pradesh,63052,41299,2012,"21,753"
Isauli,187,GEN,35,GEN,Nargis Nayab,Female,2,0.03%,Candidate Count,75831682,TRUE,Upto 100,24181,14%,0,31-35,4,Lost,4,1,170626,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,24181,24181,2012,0
Hamirpur,228,GEN,45,GEN,Sadhvi Niranjan Jyoti,Female,2,0.08%,Candidate Count,75831682,TRUE,5001-10000,63762,28%,1,41-45,1,Won,1,1,231097,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,63762,55938,2012,"7,824"
Manikpur,237,GEN,47,GEN,Pushpa,Female,2,0.04%,Candidate Count,75831682,TRUE,Upto 100,30254,18%,0,46-50,3,Lost,3,1,166276,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,30254,30254,2012,0
Allahabad West,261,GEN,32,GEN,Pooja Pal,Female,2,0.09%,Candidate Count,75831682,TRUE,5001-10000,71114,40%,1,31-35,1,Won,1,1,177311,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,71114,62229,2012,"8,885"
Nanpara,283,GEN,49,GEN,Madhuri Verma,Female,2,0.06%,Candidate Count,75831682,TRUE,2001-5000,46987,29%,1,46-50,1,Won,1,1,164658,INC,National,Indian National Congress,S24,Uttar Pradesh,46987,42665,2012,"4,322"
Harraiya,307,GEN,45,GEN,Anuradha Chaudhary,Female,2,0.01%,Candidate Count,75831682,TRUE,Upto 100,10652,5%,0,41-45,4,Lost,4,1,194826,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,10652,10652,2012,0
Menhdawal,312,GEN,44,GEN,Neelam,Female,2,0.00%,Candidate Count,75831682,TRUE,Upto 100,1193,1%,0,41-45,13,Lost,13,1,207521,NCP,National,Nationalist Congress Party,S24,Uttar Pradesh,1193,1193,2012,0
Paniyara,319,GEN,67,GEN,Talat Aziz,Female,2,0.05%,Candidate Count,75831682,TRUE,Upto 100,35451,17%,0,61-70,4,Lost,4,1,211265,INC,National,Indian National Congress,S24,Uttar Pradesh,35451,35451,2012,0
Ghosi,354,GEN,56,GEN,Rana Khatun,Female,2,0.00%,Candidate Count,75831682,TRUE,Upto 100,3493,2%,0,51-60,5,Lost,5,1,207663,INC,National,Indian National Congress,S24,Uttar Pradesh,3493,3493,2012,0
Gangoh,7,GEN,52,GEN,Shagufta Khan,Female,3,0.05%,Candidate Count,75831682,TRUE,Upto 100,41110,18%,0,51-60,3,Lost,3,1,229081,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,41110,41110,2012,0
Chandpur,23,GEN,49,GEN,Kavita Singh,Female,3,0.05%,Candidate Count,75831682,TRUE,Upto 100,36941,20%,0,46-50,3,Lost,3,1,188165,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,36941,36941,2012,0
Naugawan Sadat,40,GEN,32,GEN,Jay Vati,Female,3,0.00%,Candidate Count,75831682,TRUE,Upto 100,585,0%,0,31-35,14,Lost,14,1,202510,NCP,National,Nationalist Congress Party,S24,Uttar Pradesh,585,585,2012,0
Hasanpur,42,GEN,48,GEN,Budhia,Female,3,0.01%,Candidate Count,75831682,TRUE,Upto 100,6368,3%,0,46-50,4,Lost,4,1,220673,INC,National,Indian National Congress,S24,Uttar Pradesh,6368,6368,2012,0
Mathura,84,GEN,50,GEN,Pushpa Sharma,Female,3,0.04%,Candidate Count,75831682,TRUE,Upto 100,30240,15%,0,46-50,4,Lost,4,1,200654,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,30240,30240,2012,0
Mainpuri,107,GEN,42,GEN,Rama Shakya,Female,3,0.05%,Candidate Count,75831682,TRUE,Upto 100,40781,24%,0,41-45,2,Lost,2,1,166930,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,40781,40781,2012,0
Bhongaon,108,GEN,49,GEN,Rakesh Kumari Alias Rashmi Rajput Advocate,Female,3,0.03%,Candidate Count,75831682,TRUE,Upto 100,26069,15%,0,46-50,3,Lost,3,1,172373,INC,National,Indian National Congress,S24,Uttar Pradesh,26069,26069,2012,0
Bhagwantnagar,166,GEN,43,GEN,Poonam Shukla,Female,3,0.06%,Candidate Count,75831682,TRUE,Upto 100,45685,22%,0,41-45,2,Lost,2,1,207784,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,45685,45685,2012,0
Farrukhabad,194,GEN,58,GEN,Louise Khurshid,Female,3,0.03%,Candidate Count,75831682,TRUE,Upto 100,22927,13%,0,51-60,5,Lost,5,1,174209,INC,National,Indian National Congress,S24,Uttar Pradesh,22927,22927,2012,0
Kalyanpur,211,GEN,56,GEN,Prem Lata Katiyar,Female,3,0.06%,Candidate Count,75831682,TRUE,Upto 100,42406,28%,0,51-60,2,Lost,2,1,149442,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,42406,42406,2012,0
Maharajpur,217,GEN,44,GEN,Shikha Mishra,Female,3,0.07%,Candidate Count,75831682,TRUE,Upto 100,53255,24%,0,41-45,2,Lost,2,1,218833,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,53255,53255,2012,0
Shrawasti,290,GEN,33,GEN,Reeta Verma,Female,3,0.02%,Candidate Count,75831682,TRUE,Upto 100,13442,7%,0,31-35,4,Lost,4,1,196975,INC,National,Indian National Congress,S24,Uttar Pradesh,13442,13442,2012,0
Harraiya,307,GEN,36,GEN,Mamata Pandey,Female,3,0.08%,Candidate Count,75831682,TRUE,Upto 100,64123,33%,0,36-40,2,Lost,2,1,194826,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,64123,64123,2012,0
Mariyahu,370,GEN,48,GEN,Malati Dubey,Female,3,0.02%,Candidate Count,75831682,TRUE,Upto 100,14810,9%,0,46-50,4,Lost,4,1,165876,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,14810,14810,2012,0
Zamania,379,GEN,65,GEN,Kalawati,Female,3,0.00%,Candidate Count,75831682,TRUE,Upto 100,3535,2%,0,61-70,6,Lost,6,1,200903,INC,National,Indian National Congress,S24,Uttar Pradesh,3535,3535,2012,0
Varanasi North,388,GEN,44,GEN,Rabiya Kalam,Female,3,0.04%,Candidate Count,75831682,TRUE,Upto 100,31029,17%,0,41-45,4,Lost,4,1,181126,INC,National,Indian National Congress,S24,Uttar Pradesh,31029,31029,2012,0
Gangoh,7,GEN,57,GEN,Shashi Bala Pundir,Female,4,0.02%,Candidate Count,75831682,TRUE,Upto 100,15357,7%,0,51-60,5,Lost,5,1,229081,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,15357,15357,2012,0
Suar,34,GEN,25,GEN,Laxmi Saini,Female,4,0.06%,Candidate Count,75831682,TRUE,Upto 100,41754,25%,0,Upto 30,2,Lost,2,1,166776,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,41754,41754,2012,0
Baghpat,52,GEN,44,GEN,Hemlata Chaudhary,Female,4,0.08%,Candidate Count,75831682,TRUE,5001-10000,56957,35%,1,41-45,1,Won,1,1,164882,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,56957,49294,2012,"7,663"
Sikandrabad,64,GEN,52,GEN,Bimla Singh Solanki,Female,4,0.06%,Candidate Count,75831682,TRUE,101-1000,45799,22%,1,51-60,1,Won,1,1,205320,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,45799,45676,2012,123
Patiyali,102,GEN,32,GEN,Vasu Yadav,Female,4,0.02%,Candidate Count,75831682,TRUE,Upto 100,16000,9%,0,31-35,5,Lost,5,1,176325,INC,National,Indian National Congress,S24,Uttar Pradesh,16000,16000,2012,0
Aliganj,103,GEN,26,GEN,Sanghmitra Maurya,Female,4,0.09%,Candidate Count,75831682,TRUE,Upto 100,65120,33%,0,Upto 30,2,Lost,2,1,199748,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,65120,65120,2012,0
Bilsi,114,GEN,43,GEN,Seema Chauhan,Female,4,0.01%,Candidate Count,75831682,TRUE,Upto 100,4361,2%,0,41-45,6,Lost,6,1,177622,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,4361,4361,2012,0
Tilhar,133,GEN,55,GEN,Sunita Kovid,Female,4,0.05%,Candidate Count,75831682,TRUE,Upto 100,37113,19%,0,51-60,3,Lost,3,1,196030,INC,National,Indian National Congress,S24,Uttar Pradesh,37113,37113,2012,0
Gola Gokrannath,139,GEN,37,GEN,Simmi Bano,Female,4,0.08%,Candidate Count,75831682,TRUE,Upto 100,63110,28%,0,36-40,2,Lost,2,1,222582,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,63110,63110,2012,0
Sawaijpur,154,GEN,37,GEN,Rajani Tiwari,Female,4,0.06%,Candidate Count,75831682,TRUE,2001-5000,49099,23%,1,36-40,1,Won,1,1,210559,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,49099,44580,2012,"4,519"
Bakshi Kaa Talab,169,GEN,54,GEN,Smt. Sunita Singh,Female,4,0.03%,Candidate Count,75831682,TRUE,Upto 100,26537,12%,0,51-60,3,Lost,3,1,216632,INC,National,Indian National Congress,S24,Uttar Pradesh,26537,26537,2012,0
Amethi,186,GEN,36,GEN,Rashmi Singh,Female,4,0.01%,Candidate Count,75831682,TRUE,Upto 100,8616,5%,0,36-40,4,Lost,4,1,163038,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,8616,8616,2012,0
Bithoor,210,GEN,34,GEN,Menka Singh Sengar,Female,4,0.00%,Candidate Count,75831682,TRUE,Upto 100,970,0%,0,31-35,7,Lost,7,1,204846,NCP,National,Nationalist Congress Party,S24,Uttar Pradesh,970,970,2012,0
Jahanabad,238,GEN,40,GEN,Vandana Rakesh Shukla,Female,4,0.02%,Candidate Count,75831682,TRUE,Upto 100,11746,7%,0,36-40,4,Lost,4,1,177707,INC,National,Indian National Congress,S24,Uttar Pradesh,11746,11746,2012,0
Bishwavnathganj,247,GEN,47,GEN,Sindhuja Mishra Senani,Female,4,0.05%,Candidate Count,75831682,TRUE,Upto 100,39951,22%,0,46-50,2,Lost,2,1,181651,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,39951,39951,2012,0
Kursi,266,GEN,60,GEN,Rajlaxmi,Female,4,0.05%,Candidate Count,75831682,TRUE,Upto 100,34169,15%,0,51-60,3,Lost,3,1,234636,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,34169,34169,2012,0
Fazilnagar,332,GEN,54,GEN,Shashi,Female,4,0.03%,Candidate Count,75831682,TRUE,Upto 100,21046,11%,0,51-60,4,Lost,4,1,186970,INC,National,Indian National Congress,S24,Uttar Pradesh,21046,21046,2012,0
Mungra Badshahpur,368,GEN,42,GEN,Seema,Female,4,0.07%,Candidate Count,75831682,TRUE,5001-10000,50065,27%,1,41-45,1,Won,1,1,186629,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,50065,44004,2012,"6,061"
Varanasi Cantt.,390,GEN,74,GEN,Jyotsana Srivastava,Female,4,0.08%,Candidate Count,75831682,TRUE,10001-20000,57918,32%,1,>70,1,Won,1,1,180689,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,57918,45066,2012,"12,852"
Bareilly Cantt.,125,GEN,50,GEN,Supriya Aron,Female,5,0.02%,Candidate Count,75831682,TRUE,Upto 100,16310,11%,0,46-50,4,Lost,4,1,153942,INC,National,Indian National Congress,S24,Uttar Pradesh,16310,16310,2012,0
Maholi,145,GEN,35,GEN,Seema Shukla,Female,5,0.00%,Candidate Count,75831682,TRUE,Upto 100,1044,0%,0,31-35,9,Lost,9,1,217700,NCP,National,Nationalist Congress Party,S24,Uttar Pradesh,1044,1044,2012,0
Sevata,150,GEN,55,GEN,Ranjana Bajpai,Female,5,0.05%,Candidate Count,75831682,TRUE,Upto 100,39208,22%,0,51-60,3,Lost,3,1,176308,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,39208,39208,2012,0
Shahabad,155,GEN,46,GEN,Ram Dulari,Female,5,0.01%,Candidate Count,75831682,TRUE,Upto 100,11374,6%,0,46-50,4,Lost,4,1,203172,INC,National,Indian National Congress,S24,Uttar Pradesh,11374,11374,2012,0
Manikpur,237,GEN,50,GEN,Sampat Devi,Female,5,0.03%,Candidate Count,75831682,TRUE,Upto 100,23003,14%,0,46-50,4,Lost,4,1,166276,INC,National,Indian National Congress,S24,Uttar Pradesh,23003,23003,2012,0
Shohratgarh,302,GEN,59,GEN,Sadhana  Chaudhary,Female,5,0.02%,Candidate Count,75831682,TRUE,Upto 100,16154,10%,0,51-60,5,Lost,5,1,164325,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,16154,16154,2012,0
Doomariyaganj,306,GEN,38,GEN,Saiyada Khatun,Female,5,0.06%,Candidate Count,75831682,TRUE,Upto 100,42839,24%,0,36-40,2,Lost,2,1,176741,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,42839,42839,2012,0
Bhatpar Rani,340,GEN,49,GEN,Vinda,Female,5,0.03%,Candidate Count,75831682,TRUE,Upto 100,19352,12%,0,46-50,3,Lost,3,1,157505,INC,National,Indian National Congress,S24,Uttar Pradesh,19352,19352,2012,0
Barhaj,342,GEN,49,GEN,Renu Jaiswal,Female,5,0.07%,Candidate Count,75831682,TRUE,Upto 100,53896,35%,0,46-50,2,Lost,2,1,154835,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,53896,53896,2012,0
Nizamabad,348,GEN,46,GEN,Ranjana Devi,Female,5,0.03%,Candidate Count,75831682,TRUE,Upto 100,22045,15%,0,46-50,3,Lost,3,1,151259,BJP,National,Bharatiya Janata Party,S24,Uttar Pradesh,22045,22045,2012,0
Mariyahu,370,GEN,63,GEN,Savitri Patel,Female,5,0.06%,Candidate Count,75831682,TRUE,Upto 100,43268,26%,0,61-70,2,Lost,2,1,165876,BSP,National,Bahujan Samaj Party,S24,Uttar Pradesh,43268,43268,2012,0
Mehnaun,295,GEN,47,GEN,Smt. Meenu,Female,6,0.00%,Candidate Count,75831682,TRUE,Upto 100,1591,1%,0,46-50,9,Lost,9,1,178964,CPI,National,Communist Party of India,S24,Uttar Pradesh,1591,1591,2012,0
Rampur Karkhana,339,GEN,45,GEN,Dr. Vidyavati Tripathi,Female,6,0.00%,Candidate Count,75831682,TRUE,Upto 100,698,0%,0,41-45,20,Lost,20,1,177693,NCP,National,Nationalist Congress Party,S24,Uttar Pradesh,698,698,2012,0
Patiyali,102,GEN,50,GEN,Najeeva Khan Zeenat,Female,1,0.08%,Candidate Count,75831682,TRUE,>20000,62493,35%,1,46-50,1,Won,1,1,176325,SP,State,Samajwadi Party,S24,Uttar Pradesh,62493,34718,2012,"27,775"
Farrukhabad,194,GEN,57,GEN,Urmila Rajput,Female,1,0.03%,Candidate Count,75831682,TRUE,Upto 100,25969,15%,0,51-60,4,Lost,4,1,174209,SP,State,Samajwadi Party,S24,Uttar Pradesh,25969,25969,2012,0
Banda,235,GEN,42,GEN,Amita Bajpai,Female,1,0.03%,Candidate Count,75831682,TRUE,Upto 100,24693,16%,0,41-45,4,Lost,4,1,154074,SP,State,Samajwadi Party,S24,Uttar Pradesh,24693,24693,2012,0
Bhinga,289,GEN,49,GEN,Indrani Devi,Female,1,0.09%,Candidate Count,75831682,TRUE,5001-10000,65365,32%,1,46-50,1,Won,1,1,206073,SP,State,Samajwadi Party,S24,Uttar Pradesh,65365,58538,2012,"6,827"
Caimpiyarganj,320,GEN,36,GEN,Chinta Yadav,Female,1,0.08%,Candidate Count,75831682,TRUE,Upto 100,62948,32%,0,36-40,2,Lost,2,1,196305,SP,State,Samajwadi Party,S24,Uttar Pradesh,62948,62948,2012,0
Naugawan Sadat,40,GEN,38,GEN,Anshu Nagpal,Female,2,0.05%,Candidate Count,75831682,TRUE,Upto 100,36695,18%,0,36-40,3,Lost,3,1,202510,RLD,State,Rashtriya Lok Dal,S24,Uttar Pradesh,36695,36695,2012,0
Lucknow East,173,GEN,45,GEN,Juhie Singh,Female,2,0.06%,Candidate Count,75831682,TRUE,Upto 100,47908,25%,0,41-45,2,Lost,2,1,189267,SP,State,Samajwadi Party,S24,Uttar Pradesh,47908,47908,2012,0
Maharajpur,217,GEN,54,GEN,Aruna Tomar,Female,2,0.07%,Candidate Count,75831682,TRUE,Upto 100,51585,24%,0,51-60,3,Lost,3,1,218833,SP,State,Samajwadi Party,S24,Uttar Pradesh,51585,51585,2012,0
Mehnaun,295,GEN,47,GEN,Nandita Shukla,Female,2,0.09%,Candidate Count,75831682,TRUE,>20000,71667,40%,1,46-50,1,Won,1,1,178964,SP,State,Samajwadi Party,S24,Uttar Pradesh,71667,38623,2012,"33,044"
Bijnor,22,GEN,50,GEN,Ruchi Vira,Female,3,0.03%,Candidate Count,75831682,TRUE,Upto 100,25173,12%,0,46-50,4,Lost,4,1,209385,SP,State,Samajwadi Party,S24,Uttar Pradesh,25173,25173,2012,0
Asmoli,32,GEN,31,GEN,Pinki Singh,Female,3,0.10%,Candidate Count,75831682,TRUE,>20000,73873,35%,1,31-35,1,Won,1,1,208914,SP,State,Samajwadi Party,S24,Uttar Pradesh,73873,47484,2012,"26,389"
Bilaspur,36,GEN,55,GEN,Beena Bhardwaj,Female,3,0.06%,Candidate Count,75831682,TRUE,Upto 100,42641,22%,0,51-60,2,Lost,2,1,194175,SP,State,Samajwadi Party,S24,Uttar Pradesh,42641,42641,2012,0
Kheragarh,92,GEN,51,GEN,Rani Pakshalika Singh,Female,3,0.08%,Candidate Count,75831682,TRUE,Upto 100,62427,33%,0,51-60,2,Lost,2,1,191218,SP,State,Samajwadi Party,S24,Uttar Pradesh,62427,62427,2012,0
Pratappur,257,GEN,49,GEN,Vijma Yadav,Female,3,0.08%,Candidate Count,75831682,TRUE,10001-20000,62582,34%,1,46-50,1,Won,1,1,183094,SP,State,Samajwadi Party,S24,Uttar Pradesh,62582,49774,2012,"12,808"
Pipraich,321,GEN,57,GEN,Rajmati,Female,3,0.11%,Candidate Count,75831682,TRUE,>20000,86976,43%,1,51-60,1,Won,1,1,199945,SP,State,Samajwadi Party,S24,Uttar Pradesh,86976,51341,2012,"35,635"
Gorakhpur Urban,322,GEN,61,GEN,Raj Kumari Devi,Female,3,0.04%,Candidate Count,75831682,TRUE,Upto 100,33694,20%,0,61-70,2,Lost,2,1,164973,SP,State,Samajwadi Party,S24,Uttar Pradesh,33694,33694,2012,0
Rampur Karkhana,339,GEN,41,GEN,Choudhari Fasiha Bashir Alias Gajala Lari,Female,3,0.07%,Candidate Count,75831682,TRUE,5001-10000,51834,29%,1,41-45,1,Won,1,1,177693,SP,State,Samajwadi Party,S24,Uttar Pradesh,51834,44687,2012,"7,147"
Meerapur,16,GEN,48,GEN,Mithlesh Pal,Female,4,0.06%,Candidate Count,75831682,TRUE,Upto 100,44069,26%,0,46-50,2,Lost,2,1,168742,RLD,State,Rashtriya Lok Dal,S24,Uttar Pradesh,44069,44069,2012,0
Lucknow Cantt.,175,GEN,46,GEN,Suresh Chauhan,Female,4,0.03%,Candidate Count,75831682,TRUE,Upto 100,22544,14%,0,46-50,4,Lost,4,1,161890,SP,State,Samajwadi Party,S24,Uttar Pradesh,22544,22544,2012,0
Shohratgarh,302,GEN,61,GEN,Lalmunni  Singh,Female,4,0.07%,Candidate Count,75831682,TRUE,10001-20000,50935,31%,1,61-70,1,Won,1,1,164325,SP,State,Samajwadi Party,S24,Uttar Pradesh,50935,33423,2012,"17,512"
Mariyahu,370,GEN,39,GEN,Shraddha Yadav,Female,4,0.07%,Candidate Count,75831682,TRUE,10001-20000,55745,34%,1,36-40,1,Won,1,1,165876,SP,State,Samajwadi Party,S24,Uttar Pradesh,55745,43268,2012,"12,477"
Payagpur,287,GEN,29,GEN,Beenaraj Mishra,Female,5,0.00%,Candidate Count,75831682,TRUE,Upto 100,1956,1%,0,Upto 30,7,Lost,7,1,187177,AITC,State,All India Trinamool Congress,S24,Uttar Pradesh,1956,1956,2012,0
Zahoorabad,377,GEN,48,GEN,Syeda Shadab Fatima,Female,5,0.09%,Candidate Count,75831682,TRUE,10001-20000,67012,33%,1,46-50,1,Won,1,1,202914,SP,State,Samajwadi Party,S24,Uttar Pradesh,67012,56534,2012,"10,478"
Siwalkhas,43,GEN,39,GEN,Nirmala Devi,Female,6,0.00%,Candidate Count,75831682,TRUE,Upto 100,832,0%,0,36-40,10,Lost,10,1,188172,JD(U),State,Janata Dal  (United),S24,Uttar Pradesh,832,832,2012,0
Bulandshahr,65,GEN,44,GEN,Manju Sirohi,Female,6,0.00%,Candidate Count,75831682,TRUE,Upto 100,213,0%,0,41-45,14,Lost,14,1,206160,JKNPP,State,Jammu & Kashmir National Panthers Party,S24,Uttar Pradesh,213,213,2012,0
Atrauli,73,GEN,28,GEN,Jagit Kaur,Female,6,0.00%,Candidate Count,75831682,TRUE,Upto 100,882,0%,0,Upto 30,9,Lost,9,1,205699,AITC,State,All India Trinamool Congress,S24,Uttar Pradesh,882,882,2012,0
Shikohabad,98,GEN,49,GEN,Neelam Yadav,Female,6,0.00%,Candidate Count,75831682,TRUE,Upto 100,892,0%,0,46-50,9,Lost,9,1,189901,JD(U),State,Janata Dal  (United),S24,Uttar Pradesh,892,892,2012,0
Lakhimpur,142,GEN,42,GEN,Manju Gupta,Female,6,0.00%,Candidate Count,75831682,TRUE,Upto 100,704,0%,0,41-45,11,Lost,11,1,214021,JD(U),State,Janata Dal  (United),S24,Uttar Pradesh,704,704,2012,0
Zahoorabad,377,GEN,31,GEN,Usha Chaturvedi,Female,6,0.00%,Candidate Count,75831682,TRUE,Upto 100,1355,1%,0,31-35,7,Lost,7,1,202914,AITC,State,All India Trinamool Congress,S24,Uttar Pradesh,1355,1355,2012,0
Dhampur,20,GEN,40,GEN,Kahkashan Parveen,Female,7,0.00%,Candidate Count,75831682,TRUE,Upto 100,340,0%,0,36-40,13,Lost,13,1,161124,AITC,State,All India Trinamool Congress,S24,Uttar Pradesh,340,340,2012,0
