Constituency,Ac No,Const. Type,Cand Age,Cand Category,Cand Name,Gender,Cand Sl No,% of Vote Share,"""Candidate Count""",Total Votes (Overall),State Filter,Margin Bands,LOD: Cand Votes Polled,Cand Votes as % of Total Const Votes,winner count,Age Band,Candidate_Position (copy),Candidate_Position (group),Candidate Position,Count of Candidates (SNo),LOD: Const Votes Polled,Partyabbre,Partytype,Party Name,St Code,State,Total Votes Polled,Total Votes Polled (R),Year,Margin
Kedarnath,7,GEN,43,GEN,Asha,Female,1,0.41%,Candidate Count,4250314,True,Upto 100,17632,37%,0,41-45,2,Lost,2,1,47481,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,17632,17632,2012,0
Doiwala,23,GEN,39,GEN,Kamini Gairola,Female,1,0.01%,Candidate Count,4250314,True,Upto 100,219,0%,0,36-40,18,Lost,18,1,76430,NCP,National,Nationalist Congress Party,S28,Uttarakhand,219,219,2012,0
Haldwani,59,GEN,70,GEN,Indira Hridyesh,Female,1,1.00%,Candidate Count,4250314,True,>20000,42627,53%,1,61-70,1,Won,1,1,80596,INC,National,Indian National Congress,S28,Uttarakhand,42627,19044,2012,"23,583"
Ramnagar,61,GEN,53,GEN,Amrita Rawat,Female,1,0.56%,Candidate Count,4250314,True,2001-5000,23851,37%,1,51-60,1,Won,1,1,64468,INC,National,Indian National Congress,S28,Uttarakhand,23851,20122,2012,"3,729"
Dehradun Cantt.,21,GEN,42,GEN,Noopur Gupta,Female,2,0.04%,Candidate Count,4250314,True,Upto 100,1570,3%,0,41-45,4,Lost,4,1,62659,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,1570,1570,2012,0
Hardwar,25,GEN,34,GEN,Tripta Sharma,Female,2,0.00%,Candidate Count,4250314,True,Upto 100,199,0%,0,31-35,10,Lost,10,1,82441,NCP,National,Nationalist Congress Party,S28,Uttarakhand,199,199,2012,0
Yamkeshwar,36,GEN,58,GEN,Vijay Brathwal,Female,2,0.33%,Candidate Count,4250314,True,2001-5000,13842,32%,1,51-60,1,Won,1,1,42994,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,13842,10301,2012,"3,541"
Lansdowne,40,GEN,34,GEN,Km Jyoti Rautela,Female,2,0.21%,Candidate Count,4250314,True,Upto 100,8849,22%,0,31-35,3,Lost,3,1,39599,INC,National,Indian National Congress,S28,Uttarakhand,8849,8849,2012,0
Champawat,55,GEN,51,GEN,Smt Haripriya Joshi Alias Hema Joshi,Female,2,0.20%,Candidate Count,4250314,True,Upto 100,8610,17%,0,51-60,3,Lost,3,1,50184,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,8610,8610,2012,0
B.H.E.L. ranipur,26,GEN,41,GEN,Pankaj Gupta,Female,3,0.00%,Candidate Count,4250314,True,Upto 100,205,0%,0,41-45,16,Lost,16,1,77622,NCP,National,Nationalist Congress Party,S28,Uttarakhand,205,205,2012,0
Kedarnath,7,GEN,31,GEN,Laxmi Jaggi,Female,4,0.04%,Candidate Count,4250314,True,Upto 100,1492,3%,0,31-35,7,Lost,7,1,47481,CPI,National,Communist Party of India,S28,Uttarakhand,1492,1492,2012,0
Yamkeshwar,36,GEN,54,GEN,Sarojani Devi,Female,4,0.24%,Candidate Count,4250314,True,Upto 100,10301,24%,0,51-60,2,Lost,2,1,42994,INC,National,Indian National Congress,S28,Uttarakhand,10301,10301,2012,0
Didihat,43,GEN,53,GEN,Rewati Joshi,Female,4,0.25%,Candidate Count,4250314,True,Upto 100,10472,23%,0,51-60,2,Lost,2,1,45081,INC,National,Indian National Congress,S28,Uttarakhand,10472,10472,2012,0
Haldwani,59,GEN,37,GEN,Renu Adhikari,Female,4,0.45%,Candidate Count,4250314,True,Upto 100,19044,24%,0,36-40,2,Lost,2,1,80596,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,19044,19044,2012,0
Kedarnath,7,GEN,55,GEN,Shaila Rani Rawat,Female,5,0.47%,Candidate Count,4250314,True,2001-5000,19960,42%,1,51-60,1,Won,1,1,47481,INC,National,Indian National Congress,S28,Uttarakhand,19960,17632,2012,"2,328"
Mussoorie,22,GEN,36,GEN,Pramila Rawat,Female,3,0.01%,Candidate Count,4250314,True,Upto 100,570,1%,0,36-40,7,Lost,7,1,63093,UKDP,State,Uttarakhand Kranti Dal(P),S28,Uttarakhand,570,570,2012,0
Sitarganj,68,GEN,43,GEN,Shaheen Khan,Female,3,0.01%,Candidate Count,4250314,True,Upto 100,393,1%,0,41-45,9,Lost,9,1,73768,UKDP,State,Uttarakhand Kranti Dal(P),S28,Uttarakhand,393,393,2012,0
Roorkee,31,GEN,39,GEN,Prema,Female,4,0.00%,Candidate Count,4250314,True,Upto 100,67,0%,0,36-40,12,Lost,12,1,61326,JD(U),State,Janata Dal  (United),S28,Uttarakhand,67,67,2012,0
Ranikhet,50,GEN,31,GEN,Pratibha Negi,Female,4,0.01%,Candidate Count,4250314,True,Upto 100,269,1%,0,31-35,7,Lost,7,1,39271,UKDP,State,Uttarakhand Kranti Dal(P),S28,Uttarakhand,269,269,2012,0
Rishikesh,24,GEN,25,GEN,Arti,Female,5,0.00%,Candidate Count,4250314,True,Upto 100,169,0%,0,Upto 30,16,Lost,16,1,81076,JD(U),State,Janata Dal  (United),S28,Uttarakhand,169,169,2012,0
B.H.E.L. ranipur,26,GEN,41,GEN,Sarita Purohit,Female,7,0.01%,Candidate Count,4250314,True,Upto 100,247,0%,0,41-45,15,Lost,15,1,77622,UKDP,State,Uttarakhand Kranti Dal(P),S28,Uttarakhand,247,247,2012,0
Rudrapur,66,GEN,42,GEN,Rani Devi,Female,7,0.00%,Candidate Count,4250314,True,Upto 100,76,0%,0,41-45,13,Lost,13,1,93747,LJP,State,Lok Jan Shakti Party,S28,Uttarakhand,76,76,2012,0
Doiwala,23,GEN,49,GEN,Heema Bora,Female,13,0.01%,Candidate Count,4250314,True,Upto 100,382,0%,0,46-50,10,Lost,10,1,76430,SP,State,Samajwadi Party,S28,Uttarakhand,382,382,2012,0
Raipur,19,GEN,36,GEN,Anuradha,Female,5,0.01%,Candidate Count,4250314,True,Upto 100,224,0%,0,36-40,14,Lost,14,1,76577,MKD,Unrecognised,Maidani Kranti Dal,S28,Uttarakhand,224,224,2012,0
Yamkeshwar,36,GEN,43,GEN,Renu Bisht,Female,5,0.20%,Candidate Count,4250314,True,Upto 100,8541,20%,0,41-45,3,Lost,3,1,42994,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,8541,8541,2012,0
Almora,52,GEN,35,GEN,Shobha Joshi,Female,6,0.01%,Candidate Count,4250314,True,Upto 100,421,1%,0,31-35,8,Lost,8,1,47577,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,421,421,2012,0
Sahaspur,17,GEN,36,GEN,Pooja Subba,Female,9,0.01%,Candidate Count,4250314,True,Upto 100,474,1%,0,36-40,13,Lost,13,1,83335,GDP,Unrecognised,Gorkha Democratic Front,S28,Uttarakhand,474,474,2012,0
Pirankaliyar,30,GEN,31,GEN,Rekha Devi,Female,10,0.00%,Candidate Count,4250314,True,Upto 100,121,0%,0,31-35,11,Lost,11,1,73813,MD,Unrecognised,Mahan Dal,S28,Uttarakhand,121,121,2012,0
Dharampur,18,GEN,48,GEN,Sushma,Female,15,0.01%,Candidate Count,4250314,True,Upto 100,330,0%,0,46-50,9,Lost,9,1,75191,JMBP,Unrecognised,Jai Maha Bharath Party,S28,Uttarakhand,330,330,2012,0
Tehri,13,GEN,36,GEN,Asha,Female,7,0.01%,Candidate Count,4250314,True,Upto 100,307,1%,0,36-40,10,Lost,10,1,40399,IND,Independent,Independent,S28,Uttarakhand,307,307,2012,0
Dhanolti,14,GEN,28,GEN,Usha Panwar,Female,7,0.01%,Candidate Count,4250314,True,Upto 100,260,1%,0,Upto 30,12,Lost,12,1,45769,IND,Independent,Independent,S28,Uttarakhand,260,260,2012,0
Lansdowne,40,GEN,42,GEN,Madhu Bisht,Female,7,0.02%,Candidate Count,4250314,True,Upto 100,672,2%,0,41-45,6,Lost,6,1,39599,IND,Independent,Independent,S28,Uttarakhand,672,672,2012,0
Roorkee,31,GEN,38,GEN,Manisha,Female,10,0.00%,Candidate Count,4250314,True,Upto 100,96,0%,0,36-40,9,Lost,9,1,61326,IND,Independent,Independent,S28,Uttarakhand,96,96,2012,0
Bhimtal,57,GEN,38,GEN,Nirmala Joshi,Female,10,0.01%,Candidate Count,4250314,True,Upto 100,472,1%,0,36-40,9,Lost,9,1,56787,IND,Independent,Independent,S28,Uttarakhand,472,472,2012,0
Mussoorie,22,GEN,49,GEN,Godavari Thapa Thapli,Female,12,0.22%,Candidate Count,4250314,True,Upto 100,9248,15%,0,46-50,3,Lost,3,1,63093,IND,Independent,Independent,S28,Uttarakhand,9248,9248,2012,0
Champawat,55,GEN,40,GEN,Smt Lila Wati Gahtori,Female,12,0.02%,Candidate Count,4250314,True,Upto 100,867,2%,0,36-40,6,Lost,6,1,50184,IND,Independent,Independent,S28,Uttarakhand,867,867,2012,0
Vikasnagar,16,GEN,32,GEN,Babita Pundir,Female,13,0.02%,Candidate Count,4250314,True,Upto 100,829,1%,0,31-35,6,Lost,6,1,67730,IND,Independent,Independent,S28,Uttarakhand,829,829,2012,0
Dehradun Cantt.,21,GEN,46,GEN,Jyotsna,Female,14,0.01%,Candidate Count,4250314,True,Upto 100,567,1%,0,46-50,6,Lost,6,1,62659,IND,Independent,Independent,S28,Uttarakhand,567,567,2012,0
Sahaspur,17,GEN,30,GEN,Laxmi Agarwal,Female,18,0.13%,Candidate Count,4250314,True,Upto 100,5650,7%,0,Upto 30,4,Lost,4,1,83335,IND,Independent,Independent,S28,Uttarakhand,5650,5650,2012,0
Raipur,19,GEN,43,GEN,Rajani Rawat,Female,20,0.07%,Candidate Count,4250314,True,Upto 100,3144,4%,0,41-45,5,Lost,5,1,76577,IND,Independent,Independent,S28,Uttarakhand,3144,3144,2012,0
B.H.E.L. ranipur,26,GEN,28,GEN,Shalu Gahalavat,Female,22,0.00%,Candidate Count,4250314,True,Upto 100,199,0%,0,Upto 30,18,Lost,18,1,77622,IND,Independent,Independent,S28,Uttarakhand,199,199,2012,0
Yamunotri,2,GEN,52,GEN,Kedar Singh Rawat,Male,1,0.31%,Candidate Count,4250314,True,Upto 100,13313,30%,0,51-60,2,Lost,2,1,43936,INC,National,Indian National Congress,S28,Uttarakhand,13313,13313,2012,0
Gangotri,3,GEN,52,GEN,Gopal Singh Rawat,Male,1,0.31%,Candidate Count,4250314,True,Upto 100,13223,26%,0,51-60,2,Lost,2,1,50446,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,13223,13223,2012,0
Badrinath,4,GEN,40,GEN,Anand Singh,Male,1,0.11%,Candidate Count,4250314,True,Upto 100,4681,9%,0,36-40,5,Lost,5,1,54994,CPI,National,Communist Party of India,S28,Uttarakhand,4681,4681,2012,0
Karnprayag,6,GEN,41,GEN,Ansuya Prasad Maikhuri,Male,1,0.26%,Candidate Count,4250314,True,101-1000,11147,23%,1,41-45,1,Won,1,1,48941,INC,National,Indian National Congress,S28,Uttarakhand,11147,10920,2012,227
Rudraprayag,8,GEN,50,GEN,Dheer Singh,Male,1,0.03%,Candidate Count,4250314,True,Upto 100,1355,3%,0,46-50,6,Lost,6,1,52180,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,1355,1355,2012,0
Deoprayag,10,GEN,37,GEN,Jai Krishan (Pummy) Jansewak,Male,1,0.02%,Candidate Count,4250314,True,Upto 100,1001,2%,0,36-40,5,Lost,5,1,40166,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,1001,1001,2012,0
Narendranagar,11,GEN,36,GEN,Om Gopal Rawat,Male,1,0.49%,Candidate Count,4250314,True,Upto 100,20819,43%,0,36-40,2,Lost,2,1,48816,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,20819,20819,2012,0
Pratapnagar,12,GEN,56,GEN,Devi Singh,Male,1,0.07%,Candidate Count,4250314,True,Upto 100,3007,8%,0,51-60,5,Lost,5,1,38673,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,3007,3007,2012,0
Tehri,13,GEN,54,GEN,Kishore Upadhyaya,Male,1,0.27%,Candidate Count,4250314,True,Upto 100,11649,29%,0,51-60,2,Lost,2,1,40399,INC,National,Indian National Congress,S28,Uttarakhand,11649,11649,2012,0
Dhanolti,14,GEN,53,GEN,Manmohan Singh,Male,1,0.26%,Candidate Count,4250314,True,Upto 100,10933,24%,0,51-60,2,Lost,2,1,45769,INC,National,Indian National Congress,S28,Uttarakhand,10933,10933,2012,0
Vikasnagar,16,GEN,44,GEN,M. Islam,Male,1,0.01%,Candidate Count,4250314,True,Upto 100,272,0%,0,41-45,15,Lost,15,1,67730,NCP,National,Nationalist Congress Party,S28,Uttarakhand,272,272,2012,0
Sahaspur,17,GEN,45,GEN,Aryendra Sharma,Male,1,0.48%,Candidate Count,4250314,True,Upto 100,20574,25%,0,41-45,2,Lost,2,1,83335,INC,National,Indian National Congress,S28,Uttarakhand,20574,20574,2012,0
Dharampur,18,GEN,62,GEN,Dinesh Agarwal,Male,1,0.89%,Candidate Count,4250314,True,5001-10000,37884,50%,1,61-70,1,Won,1,1,75191,INC,National,Indian National Congress,S28,Uttarakhand,37884,28464,2012,"9,420"
Raipur,19,GEN,45,GEN,Ajay Sood,Male,1,0.12%,Candidate Count,4250314,True,Upto 100,5142,7%,0,41-45,3,Lost,3,1,76577,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,5142,5142,2012,0
Dehradun Cantt.,21,GEN,54,GEN,Devendra Singh Sethi,Male,1,0.58%,Candidate Count,4250314,True,Upto 100,24624,39%,0,51-60,2,Lost,2,1,62659,INC,National,Indian National Congress,S28,Uttarakhand,24624,24624,2012,0
Mussoorie,22,GEN,54,GEN,Ganesh Joshi,Male,1,0.66%,Candidate Count,4250314,True,5001-10000,28097,45%,1,51-60,1,Won,1,1,63093,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,28097,18321,2012,"9,776"
Hardwar,25,GEN,45,GEN,Gulshan Arora,Male,1,0.08%,Candidate Count,4250314,True,Upto 100,3225,4%,0,41-45,3,Lost,3,1,82441,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,3225,3225,2012,0
B.H.E.L. ranipur,26,GEN,38,GEN,Adesh Chauhan,Male,1,0.62%,Candidate Count,4250314,True,5001-10000,26402,34%,1,36-40,1,Won,1,1,77622,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,26402,19791,2012,"6,611"
Pirankaliyar,30,GEN,43,GEN,Furkan Ahmad,Male,1,0.61%,Candidate Count,4250314,True,1001-2000,25870,35%,1,41-45,1,Won,1,1,73813,INC,National,Indian National Congress,S28,Uttarakhand,25870,23926,2012,"1,944"
Roorkee,31,GEN,33,GEN,Nayyer Azam,Male,1,0.23%,Candidate Count,4250314,True,Upto 100,9772,16%,0,31-35,3,Lost,3,1,61326,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,9772,9772,2012,0
Khanpur,32,GEN,57,GEN,Ch. Kulveer Singh,Male,1,0.48%,Candidate Count,4250314,True,Upto 100,20241,23%,0,51-60,2,Lost,2,1,87874,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,20241,20241,2012,0
Manglore,33,GEN,56,GEN,Kaleem,Male,1,0.05%,Candidate Count,4250314,True,Upto 100,2061,3%,0,51-60,4,Lost,4,1,72597,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,2061,2061,2012,0
Laksar,34,GEN,59,GEN,Haji Taslim Ahmed,Male,1,0.37%,Candidate Count,4250314,True,Upto 100,15551,24%,0,51-60,2,Lost,2,1,65836,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,15551,15551,2012,0
Hardwar Rural,35,GEN,49,GEN,Irshad Ali,Male,1,0.50%,Candidate Count,4250314,True,Upto 100,21284,27%,0,46-50,2,Lost,2,1,77656,INC,National,Indian National Congress,S28,Uttarakhand,21284,21284,2012,0
Yamkeshwar,36,GEN,49,GEN,Kuldeep Singh Rawat,Male,1,0.01%,Candidate Count,4250314,True,Upto 100,545,1%,0,46-50,9,Lost,9,1,42994,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,545,545,2012,0
Chaubattakhal,39,GEN,49,GEN,Teerath Singh,Male,1,0.35%,Candidate Count,4250314,True,1001-2000,14741,34%,1,46-50,1,Won,1,1,43640,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,14741,12777,2012,"1,964"
Kotdwar,41,GEN,77,GEN,Maj Gen (Retd) Bhuwan Chandra Khanduri Avsm,Male,1,0.64%,Candidate Count,4250314,True,Upto 100,27174,44%,0,>70,2,Lost,2,1,62113,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,27174,27174,2012,0
Didihat,43,GEN,61,GEN,Jagjiwan Kanyal,Male,1,0.24%,Candidate Count,4250314,True,Upto 100,10183,23%,0,61-70,3,Lost,3,1,45081,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,10183,10183,2012,0
Pithoragarh,44,GEN,51,GEN,Prakash Pant,Male,1,0.49%,Candidate Count,4250314,True,Upto 100,20779,37%,0,51-60,2,Lost,2,1,56901,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,20779,20779,2012,0
Kapkote,46,GEN,33,GEN,Karam Singh Danu,Male,1,0.05%,Candidate Count,4250314,True,Upto 100,1934,4%,0,31-35,3,Lost,3,1,51346,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,1934,1934,2012,0
Dwarahat,48,GEN,45,GEN,Narendra Singh,Male,1,0.26%,Candidate Count,4250314,True,Upto 100,11096,25%,0,41-45,3,Lost,3,1,43576,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,11096,11096,2012,0
Ranikhet,50,GEN,52,GEN,Ajay Bhatt,Male,1,0.33%,Candidate Count,4250314,True,Upto 100,14089,36%,1,51-60,1,Won,1,1,39271,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,14089,14011,2012,78
Almora,52,GEN,42,GEN,Manoj Tiwari,Male,1,0.38%,Candidate Count,4250314,True,1001-2000,16211,34%,1,41-45,1,Won,1,1,47577,INC,National,Indian National Congress,S28,Uttarakhand,16211,15030,2012,"1,181"
Jageshwar,53,GEN,67,GEN,Govind Singh Kunjwal,Male,1,0.43%,Candidate Count,4250314,True,2001-5000,18175,39%,1,61-70,1,Won,1,1,46593,INC,National,Indian National Congress,S28,Uttarakhand,18175,14310,2012,"3,865"
Lohaghat,54,GEN,48,GEN,Sri Govind Pandey,Male,1,0.05%,Candidate Count,4250314,True,Upto 100,2187,4%,0,46-50,3,Lost,3,1,51510,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,2187,2187,2012,0
Champawat,55,GEN,43,GEN,Sri Madan Singh,Male,1,0.31%,Candidate Count,4250314,True,Upto 100,13377,27%,0,41-45,2,Lost,2,1,50184,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,13377,13377,2012,0
Lalkuwa,56,GEN,55,GEN,Devki Nandan Suyal,Male,1,0.09%,Candidate Count,4250314,True,Upto 100,3719,6%,0,51-60,4,Lost,4,1,67403,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,3719,3719,2012,0
Bhimtal,57,GEN,43,GEN,Dan Singh Bhandari,Male,1,0.51%,Candidate Count,4250314,True,5001-10000,21494,38%,1,41-45,1,Won,1,1,56787,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,21494,15051,2012,"6,443"
Kaladhungi,60,GEN,46,GEN,Diwan Singh,Male,1,0.23%,Candidate Count,4250314,True,Upto 100,9636,12%,0,46-50,4,Lost,4,1,78729,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,9636,9636,2012,0
Jaspur,62,GEN,43,GEN,Adesh Singh Chauhan,Male,1,0.51%,Candidate Count,4250314,True,Upto 100,21604,28%,0,41-45,3,Lost,3,1,76582,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,21604,21604,2012,0
Kashipur,63,GEN,54,GEN,Manoj Joshi,Male,1,0.69%,Candidate Count,4250314,True,Upto 100,29352,36%,0,51-60,2,Lost,2,1,81952,INC,National,Indian National Congress,S28,Uttarakhand,29352,29352,2012,0
Gadarpur,65,GEN,40,GEN,Arvind Pande,Male,1,0.66%,Candidate Count,4250314,True,5001-10000,27976,33%,1,36-40,1,Won,1,1,84768,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,27976,22843,2012,"5,133"
Rudrapur,66,GEN,54,GEN,Tilak Raj Behar,Male,1,0.78%,Candidate Count,4250314,True,Upto 100,33337,36%,0,51-60,2,Lost,2,1,93747,INC,National,Indian National Congress,S28,Uttarakhand,33337,33337,2012,0
Sitarganj,68,GEN,60,GEN,Kiran Chand Mandal,Male,1,0.69%,Candidate Count,4250314,True,10001-20000,29280,40%,1,51-60,1,Won,1,1,73768,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,29280,16668,2012,"12,612"
Khatima,70,GEN,45,GEN,Davendra Chand,Male,1,0.36%,Candidate Count,4250314,True,Upto 100,15192,22%,0,41-45,2,Lost,2,1,68830,INC,National,Indian National Congress,S28,Uttarakhand,15192,15192,2012,0
Yamunotri,2,GEN,50,GEN,Jagveer Singh,Male,2,0.28%,Candidate Count,4250314,True,Upto 100,11961,27%,0,46-50,3,Lost,3,1,43936,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,11961,11961,2012,0
Gangotri,3,GEN,53,GEN,Dinesh Nautiyal,Male,2,0.03%,Candidate Count,4250314,True,Upto 100,1356,3%,0,51-60,6,Lost,6,1,50446,CPI,National,Communist Party of India,S28,Uttarakhand,1356,1356,2012,0
Badrinath,4,GEN,53,GEN,Prem Ballabh Bhatt,Male,2,0.27%,Candidate Count,4250314,True,Upto 100,11291,21%,0,51-60,2,Lost,2,1,54994,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,11291,11291,2012,0
Kedarnath,7,GEN,57,GEN,Gangadhar Nautiyal,Male,2,0.06%,Candidate Count,4250314,True,Upto 100,2395,5%,0,51-60,3,Lost,3,1,47481,CPM,National,Communist Party of India  (Marxist),S28,Uttarakhand,2395,2395,2012,0
Rudraprayag,8,GEN,71,GEN,Matbar Singh Kandari,Male,2,0.33%,Candidate Count,4250314,True,Upto 100,14143,27%,0,>70,2,Lost,2,1,52180,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,14143,14143,2012,0
Narendranagar,11,GEN,38,GEN,Rukam Singh Pokhriyal,Male,2,0.01%,Candidate Count,4250314,True,Upto 100,584,1%,0,36-40,5,Lost,5,1,48816,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,584,584,2012,0
Pratapnagar,12,GEN,45,GEN,Vikram Singh Negi,Male,2,0.29%,Candidate Count,4250314,True,101-1000,12135,31%,1,41-45,1,Won,1,1,38673,INC,National,Indian National Congress,S28,Uttarakhand,12135,11593,2012,542
Tehri,13,GEN,41,GEN,Dhan Singh Negi,Male,2,0.23%,Candidate Count,4250314,True,Upto 100,9828,24%,0,41-45,3,Lost,3,1,40399,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,9828,9828,2012,0
Dhanolti,14,GEN,41,GEN,Mahaveer Singh,Male,2,0.28%,Candidate Count,4250314,True,1001-2000,12081,26%,1,41-45,1,Won,1,1,45769,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,12081,10933,2012,"1,148"
Vikasnagar,16,GEN,42,GEN,Kuldeep Kumar,Male,2,0.54%,Candidate Count,4250314,True,Upto 100,22885,34%,0,41-45,2,Lost,2,1,67730,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,22885,22885,2012,0
Sahaspur,17,GEN,59,GEN,Shiv Prasad Devali,Male,2,0.07%,Candidate Count,4250314,True,Upto 100,3070,4%,0,51-60,7,Lost,7,1,83335,CPM,National,Communist Party of India  (Marxist),S28,Uttarakhand,3070,3070,2012,0
Dharampur,18,GEN,58,GEN,Prakash Suman Dhyani,Male,2,0.67%,Candidate Count,4250314,True,Upto 100,28464,38%,0,51-60,2,Lost,2,1,75191,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,28464,28464,2012,0
Raipur,19,GEN,58,GEN,Umesh Sharma (Kau),Male,2,0.70%,Candidate Count,4250314,True,101-1000,29900,39%,1,51-60,1,Won,1,1,76577,INC,National,Indian National Congress,S28,Uttarakhand,29900,29426,2012,474
Mussoorie,22,GEN,57,GEN,Jot Singh Gunsola,Male,2,0.43%,Candidate Count,4250314,True,Upto 100,18321,29%,0,51-60,2,Lost,2,1,63093,INC,National,Indian National Congress,S28,Uttarakhand,18321,18321,2012,0
Rishikesh,24,GEN,50,GEN,Premchand Aggarwal,Male,2,0.68%,Candidate Count,4250314,True,5001-10000,29090,36%,1,46-50,1,Won,1,1,81076,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,29090,21819,2012,"7,271"
B.H.E.L. ranipur,26,GEN,59,GEN,Pitambar Baloni,Male,2,0.01%,Candidate Count,4250314,True,Upto 100,559,1%,0,51-60,7,Lost,7,1,77622,CPM,National,Communist Party of India  (Marxist),S28,Uttarakhand,559,559,2012,0
Pirankaliyar,30,GEN,44,GEN,Yogesh,Male,2,0.00%,Candidate Count,4250314,True,Upto 100,164,0%,0,41-45,8,Lost,8,1,73813,NCP,National,Nationalist Congress Party,S28,Uttarakhand,164,164,2012,0
Roorkee,31,GEN,42,GEN,Pardeep Batra,Male,2,0.54%,Candidate Count,4250314,True,101-1000,23164,38%,1,41-45,1,Won,1,1,61326,INC,National,Indian National Congress,S28,Uttarakhand,23164,22363,2012,801
Khanpur,32,GEN,43,GEN,Kunwar Pranav Singh Champion,Male,2,0.54%,Candidate Count,4250314,True,2001-5000,23072,26%,1,41-45,1,Won,1,1,87874,INC,National,Indian National Congress,S28,Uttarakhand,23072,20241,2012,"2,831"
Manglore,33,GEN,37,GEN,Qazi Md. Nizamuddin,Male,2,0.56%,Candidate Count,4250314,True,Upto 100,24008,33%,0,36-40,2,Lost,2,1,72597,INC,National,Indian National Congress,S28,Uttarakhand,24008,24008,2012,0
Laksar,34,GEN,80,GEN,Ram Singh Saini,Male,2,0.19%,Candidate Count,4250314,True,Upto 100,8001,12%,0,>70,4,Lost,4,1,65836,INC,National,Indian National Congress,S28,Uttarakhand,8001,8001,2012,0
Srinagar,38,GEN,46,GEN,Ganesh Godiyal,Male,2,0.66%,Candidate Count,4250314,True,5001-10000,27993,51%,1,46-50,1,Won,1,1,54603,INC,National,Indian National Congress,S28,Uttarakhand,27993,22930,2012,"5,063"
Chaubattakhal,39,GEN,38,GEN,Rajpal Singh Bisht,Male,2,0.30%,Candidate Count,4250314,True,Upto 100,12777,29%,0,36-40,2,Lost,2,1,43640,INC,National,Indian National Congress,S28,Uttarakhand,12777,12777,2012,0
Dharchula,42,GEN,51,GEN,Khushal Singh,Male,2,0.25%,Candidate Count,4250314,True,Upto 100,10433,22%,0,51-60,2,Lost,2,1,47419,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,10433,10433,2012,0
Didihat,43,GEN,44,GEN,Diwan Singh,Male,2,0.03%,Candidate Count,4250314,True,Upto 100,1273,3%,0,41-45,4,Lost,4,1,45081,NCP,National,Nationalist Congress Party,S28,Uttarakhand,1273,1273,2012,0
Pithoragarh,44,GEN,56,GEN,Mayukh Singh,Male,2,0.80%,Candidate Count,4250314,True,10001-20000,33976,60%,1,51-60,1,Won,1,1,56901,INC,National,Indian National Congress,S28,Uttarakhand,33976,20779,2012,"13,197"
Kapkote,46,GEN,50,GEN,Balwant Singh,Male,2,0.49%,Candidate Count,4250314,True,Upto 100,20966,41%,0,46-50,2,Lost,2,1,51346,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,20966,20966,2012,0
