Constituency,Ac No,Const. Type,Cand Age,Cand Category,Cand Name,Gender,Cand Sl No,% of Vote Share,"""Candidate Count""",Total Votes (Overall),State Filter,Margin Bands,LOD: Cand Votes Polled,Cand Votes as % of Total Const Votes,winner count,Age Band,Candidate_Position (copy),Candidate_Position (group),Candidate Position,Count of Candidates (SNo),LOD: Const Votes Polled,Partyabbre,Partytype,Party Name,St Code,State,Total Votes Polled,Total Votes Polled (R),Year,Margin
Ranikhet,50,GEN,39,GEN,Karan Mahara,Male,2,0.33%,Candidate Count,4250314,True,Upto 100,14011,36%,0,36-40,2,Lost,2,1,39271,INC,National,Indian National Congress,S28,Uttarakhand,14011,14011,2012,0
Almora,52,GEN,62,GEN,Raghunath Singh Chauhan,Male,2,0.35%,Candidate Count,4250314,True,Upto 100,15030,32%,0,61-70,2,Lost,2,1,47577,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,15030,15030,2012,0
Jageshwar,53,GEN,40,GEN,Tara Datt,Male,2,0.07%,Candidate Count,4250314,True,Upto 100,2830,6%,0,36-40,4,Lost,4,1,46593,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,2830,2830,2012,0
Lohaghat,54,GEN,46,GEN,Sri Puran Singh,Male,2,0.72%,Candidate Count,4250314,True,10001-20000,30429,59%,1,46-50,1,Won,1,1,51510,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,30429,18894,2012,"11,535"
Lalkuwa,56,GEN,57,GEN,Nawin Chandra Dumka,Male,2,0.38%,Candidate Count,4250314,True,Upto 100,16341,24%,0,51-60,2,Lost,2,1,67403,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,16341,16341,2012,0
Kashipur,63,GEN,65,GEN,Harbhajan Singh Cheema,Male,2,0.75%,Candidate Count,4250314,True,2001-5000,31734,39%,1,61-70,1,Won,1,1,81952,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,31734,29352,2012,"2,382"
Gadarpur,65,GEN,48,GEN,Tarak Bachhar,Male,2,0.34%,Candidate Count,4250314,True,Upto 100,14396,17%,0,46-50,3,Lost,3,1,84768,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,14396,14396,2012,0
Rudrapur,66,GEN,45,GEN,Premananad Mahajan,Male,2,0.44%,Candidate Count,4250314,True,Upto 100,18681,20%,0,41-45,3,Lost,3,1,93747,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,18681,18681,2012,0
Kichha,67,GEN,35,GEN,Rajesh Pratap Singh,Male,2,0.19%,Candidate Count,4250314,True,Upto 100,8072,11%,0,31-35,3,Lost,3,1,72865,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,8072,8072,2012,0
Sitarganj,68,GEN,47,GEN,Narayan Pal,Male,2,0.39%,Candidate Count,4250314,True,Upto 100,16668,23%,0,46-50,2,Lost,2,1,73768,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,16668,16668,2012,0
Khatima,70,GEN,50,GEN,Dr.G.C.Pandey,Male,2,0.22%,Candidate Count,4250314,True,Upto 100,9475,14%,0,46-50,4,Lost,4,1,68830,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,9475,9475,2012,0
Gangotri,3,GEN,53,GEN,Vijaipal Singh Sajwan,Male,3,0.48%,Candidate Count,4250314,True,5001-10000,20246,40%,1,51-60,1,Won,1,1,50446,INC,National,Indian National Congress,S28,Uttarakhand,20246,13223,2012,"7,023"
Badrinath,4,GEN,47,GEN,Rajendra Singh Bhandri,Male,3,0.51%,Candidate Count,4250314,True,10001-20000,21492,39%,1,46-50,1,Won,1,1,54994,INC,National,Indian National Congress,S28,Uttarakhand,21492,11291,2012,"10,201"
Kedarnath,7,GEN,62,GEN,Ramesh Prasad Chamola,Male,3,0.05%,Candidate Count,4250314,True,Upto 100,1918,4%,0,61-70,4,Lost,4,1,47481,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,1918,1918,2012,0
Rudraprayag,8,GEN,52,GEN,Harak Singh Rawat,Male,3,0.36%,Candidate Count,4250314,True,1001-2000,15469,30%,1,51-60,1,Won,1,1,52180,INC,National,Indian National Congress,S28,Uttarakhand,15469,14143,2012,"1,326"
Deoprayag,10,GEN,65,GEN,Diwakar Bhatt,Male,3,0.25%,Candidate Count,4250314,True,Upto 100,10753,27%,0,61-70,2,Lost,2,1,40166,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,10753,10753,2012,0
Narendranagar,11,GEN,52,GEN,Subodh Uniyal,Male,3,0.50%,Candidate Count,4250314,True,101-1000,21220,43%,1,51-60,1,Won,1,1,48816,INC,National,Indian National Congress,S28,Uttarakhand,21220,20819,2012,401
Pratapnagar,12,GEN,50,GEN,Vijay Singh,Male,3,0.27%,Candidate Count,4250314,True,Upto 100,11593,30%,0,46-50,2,Lost,2,1,38673,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,11593,11593,2012,0
Tehri,13,GEN,42,GEN,Dr. Pramod Uniyal,Male,3,0.02%,Candidate Count,4250314,True,Upto 100,914,2%,0,41-45,6,Lost,6,1,40399,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,914,914,2012,0
Vikasnagar,16,GEN,28,GEN,Gurumel Singh,Male,3,0.07%,Candidate Count,4250314,True,Upto 100,2877,4%,0,Upto 30,3,Lost,3,1,67730,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,2877,2877,2012,0
Sahaspur,17,GEN,45,GEN,Sahdev Singh Pundir,Male,3,0.61%,Candidate Count,4250314,True,5001-10000,26064,31%,1,41-45,1,Won,1,1,83335,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,26064,20574,2012,"5,490"
Dehradun Cantt.,21,GEN,51,GEN,Beer Singh Rawat,Male,3,0.00%,Candidate Count,4250314,True,Upto 100,100,0%,0,51-60,13,Lost,13,1,62659,NCP,National,Nationalist Congress Party,S28,Uttarakhand,100,100,2012,0
Doiwala,23,GEN,60,GEN,Phool Singh,Male,3,0.14%,Candidate Count,4250314,True,Upto 100,5872,8%,0,51-60,5,Lost,5,1,76430,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,5872,5872,2012,0
Rishikesh,24,GEN,38,GEN,Rajpal Kharola,Male,3,0.51%,Candidate Count,4250314,True,Upto 100,21819,27%,0,36-40,2,Lost,2,1,81076,INC,National,Indian National Congress,S28,Uttarakhand,21819,21819,2012,0
Hardwar,25,GEN,46,GEN,Madan Kaushik,Male,3,1.00%,Candidate Count,4250314,True,5001-10000,42297,51%,1,46-50,1,Won,1,1,82441,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,42297,33677,2012,"8,620"
Roorkee,31,GEN,60,GEN,Suresh Chand Jain,Male,3,0.53%,Candidate Count,4250314,True,Upto 100,22363,36%,0,51-60,2,Lost,2,1,61326,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,22363,22363,2012,0
Khanpur,32,GEN,42,GEN,Ravinder Singh,Male,3,0.46%,Candidate Count,4250314,True,Upto 100,19596,22%,0,41-45,3,Lost,3,1,87874,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,19596,19596,2012,0
Laksar,34,GEN,42,GEN,Sanjay Gupta,Male,3,0.61%,Candidate Count,4250314,True,10001-20000,25945,39%,1,41-45,1,Won,1,1,65836,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,25945,15551,2012,"10,394"
Hardwar Rural,35,GEN,38,GEN,Yatishvaranand,Male,3,0.59%,Candidate Count,4250314,True,2001-5000,25159,32%,1,36-40,1,Won,1,1,77656,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,25159,21284,2012,"3,875"
Srinagar,38,GEN,42,GEN,Dr Dhan Singh Rawat,Male,3,0.54%,Candidate Count,4250314,True,Upto 100,22930,42%,0,41-45,2,Lost,2,1,54603,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,22930,22930,2012,0
Chaubattakhal,39,GEN,38,GEN,Rajesh Kandari,Male,3,0.11%,Candidate Count,4250314,True,Upto 100,4725,11%,0,36-40,4,Lost,4,1,43640,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,4725,4725,2012,0
Lansdowne,40,GEN,43,GEN,Daleep Singh Rawat,Male,3,0.36%,Candidate Count,4250314,True,5001-10000,15324,39%,1,41-45,1,Won,1,1,39599,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,15324,9886,2012,"5,438"
Kotdwar,41,GEN,68,GEN,Surendra Singh Negi,Male,3,0.75%,Candidate Count,4250314,True,2001-5000,31797,51%,1,61-70,1,Won,1,1,62113,INC,National,Indian National Congress,S28,Uttarakhand,31797,27174,2012,"4,623"
Didihat,43,GEN,61,GEN,Bishan Singh Chuphal,Male,3,0.50%,Candidate Count,4250314,True,10001-20000,21089,47%,1,61-70,1,Won,1,1,45081,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,21089,10472,2012,"10,617"
Pithoragarh,44,GEN,78,GEN,Ram Datt Joshi,Male,3,0.02%,Candidate Count,4250314,True,Upto 100,918,2%,0,>70,3,Lost,3,1,56901,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,918,918,2012,0
Kapkote,46,GEN,40,GEN,Lalit Farswan,Male,3,0.53%,Candidate Count,4250314,True,1001-2000,22335,43%,1,36-40,1,Won,1,1,51346,INC,National,Indian National Congress,S28,Uttarakhand,22335,20966,2012,"1,369"
Salt,49,GEN,51,GEN,Ranjeet Rawat,Male,3,0.44%,Candidate Count,4250314,True,Upto 100,18512,39%,0,51-60,2,Lost,2,1,46901,INC,National,Indian National Congress,S28,Uttarakhand,18512,18512,2012,0
Ranikhet,50,GEN,66,GEN,Puran Singh,Male,3,0.22%,Candidate Count,4250314,True,Upto 100,9346,24%,0,61-70,3,Lost,3,1,39271,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,9346,9346,2012,0
Almora,52,GEN,42,GEN,Shekhar Lakhchaura,Male,3,0.16%,Candidate Count,4250314,True,Upto 100,6781,14%,0,41-45,3,Lost,3,1,47577,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,6781,6781,2012,0
Jageshwar,53,GEN,59,GEN,Bachi Singh,Male,3,0.34%,Candidate Count,4250314,True,Upto 100,14310,31%,0,51-60,2,Lost,2,1,46593,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,14310,14310,2012,0
Lohaghat,54,GEN,68,GEN,Sri Mahendra Singh Mahra,Male,3,0.44%,Candidate Count,4250314,True,Upto 100,18894,37%,0,61-70,2,Lost,2,1,51510,INC,National,Indian National Congress,S28,Uttarakhand,18894,18894,2012,0
Haldwani,59,GEN,37,GEN,Raisul Hasan,Male,3,0.07%,Candidate Count,4250314,True,Upto 100,3043,4%,0,36-40,4,Lost,4,1,80596,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,3043,3043,2012,0
Kaladhungi,60,GEN,41,GEN,Prakash Joshi,Male,3,0.48%,Candidate Count,4250314,True,Upto 100,20374,26%,0,41-45,2,Lost,2,1,78729,INC,National,Indian National Congress,S28,Uttarakhand,20374,20374,2012,0
Ramnagar,61,GEN,58,GEN,Diwan Singh,Male,3,0.47%,Candidate Count,4250314,True,Upto 100,20122,31%,0,51-60,2,Lost,2,1,64468,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,20122,20122,2012,0
Jaspur,62,GEN,65,GEN,Mohammad Umar,Male,3,0.54%,Candidate Count,4250314,True,Upto 100,22753,30%,0,61-70,2,Lost,2,1,76582,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,22753,22753,2012,0
Kashipur,63,GEN,45,GEN,Haseen Khan,Male,3,0.31%,Candidate Count,4250314,True,Upto 100,13211,16%,0,41-45,3,Lost,3,1,81952,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,13211,13211,2012,0
Gadarpur,65,GEN,33,GEN,Manishi Chandra Tiwari,Male,3,0.24%,Candidate Count,4250314,True,Upto 100,10042,12%,0,31-35,4,Lost,4,1,84768,INC,National,Indian National Congress,S28,Uttarakhand,10042,10042,2012,0
Kichha,67,GEN,41,GEN,Rajesh Shukla,Male,3,0.79%,Candidate Count,4250314,True,5001-10000,33388,46%,1,41-45,1,Won,1,1,72865,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,33388,25162,2012,"8,226"
Khatima,70,GEN,36,GEN,Pushkar Singh Dhami,Male,3,0.48%,Candidate Count,4250314,True,5001-10000,20586,30%,1,36-40,1,Won,1,1,68830,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,20586,15192,2012,"5,394"
Yamunotri,2,GEN,41,GEN,Vijendra Prasad,Male,4,0.02%,Candidate Count,4250314,True,Upto 100,867,2%,0,41-45,5,Lost,5,1,43936,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,867,867,2012,0
Gangotri,3,GEN,60,GEN,Hukam Singh,Male,4,0.03%,Candidate Count,4250314,True,Upto 100,1080,2%,0,51-60,7,Lost,7,1,50446,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,1080,1080,2012,0
Badrinath,4,GEN,51,GEN,Sabar Singh,Male,4,0.04%,Candidate Count,4250314,True,Upto 100,1671,3%,0,51-60,6,Lost,6,1,54994,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,1671,1671,2012,0
Karnprayag,6,GEN,58,GEN,Harish Pujari,Male,4,0.20%,Candidate Count,4250314,True,Upto 100,8343,17%,0,51-60,3,Lost,3,1,48941,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,8343,8343,2012,0
Deoprayag,10,GEN,36,GEN,Mukesh Chamoli,Male,4,0.01%,Candidate Count,4250314,True,Upto 100,370,1%,0,36-40,11,Lost,11,1,40166,NCP,National,Nationalist Congress Party,S28,Uttarakhand,370,370,2012,0
Tehri,13,GEN,55,GEN,Bhagwan Singh Rana,Male,4,0.01%,Candidate Count,4250314,True,Upto 100,308,1%,0,51-60,9,Lost,9,1,40399,CPM,National,Communist Party of India  (Marxist),S28,Uttarakhand,308,308,2012,0
Vikasnagar,16,GEN,55,GEN,Nav Prabhat,Male,4,0.77%,Candidate Count,4250314,True,5001-10000,32742,48%,1,51-60,1,Won,1,1,67730,INC,National,Indian National Congress,S28,Uttarakhand,32742,22885,2012,"9,857"
Sahaspur,17,GEN,36,GEN,Sahab Singh Pundir,Male,4,0.11%,Candidate Count,4250314,True,Upto 100,4775,6%,0,36-40,6,Lost,6,1,83335,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,4775,4775,2012,0
Dharampur,18,GEN,35,GEN,Shailesh Kumar Verma,Male,4,0.00%,Candidate Count,4250314,True,Upto 100,160,0%,0,31-35,12,Lost,12,1,75191,NCP,National,Nationalist Congress Party,S28,Uttarakhand,160,160,2012,0
Raipur,19,GEN,52,GEN,Trivendra Singh Rawat,Male,4,0.69%,Candidate Count,4250314,True,Upto 100,29426,38%,0,51-60,2,Lost,2,1,76577,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,29426,29426,2012,0
Mussoorie,22,GEN,42,GEN,Manoj Dhyani,Male,4,0.01%,Candidate Count,4250314,True,Upto 100,216,0%,0,41-45,12,Lost,12,1,63093,NCP,National,Nationalist Congress Party,S28,Uttarakhand,216,216,2012,0
Doiwala,23,GEN,52,GEN,Ramesh Pokhriyal Nishank,Male,4,0.55%,Candidate Count,4250314,True,1001-2000,23448,31%,1,51-60,1,Won,1,1,76430,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,23448,22176,2012,"1,272"
Rishikesh,24,GEN,42,GEN,Lallan Bharadwaj Rajbhar,Male,4,0.12%,Candidate Count,4250314,True,Upto 100,5047,6%,0,41-45,4,Lost,4,1,81076,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,5047,5047,2012,0
Hardwar,25,GEN,47,GEN,Satpal Brahamchari,Male,4,0.79%,Candidate Count,4250314,True,Upto 100,33677,41%,0,46-50,2,Lost,2,1,82441,INC,National,Indian National Congress,S28,Uttarakhand,33677,33677,2012,0
B.H.E.L. ranipur,26,GEN,74,GEN,Balvant Singh,Male,4,0.24%,Candidate Count,4250314,True,Upto 100,10281,13%,0,>70,4,Lost,4,1,77622,INC,National,Indian National Congress,S28,Uttarakhand,10281,10281,2012,0
Pirankaliyar,30,GEN,47,GEN,Shahzad,Male,4,0.56%,Candidate Count,4250314,True,Upto 100,23926,32%,0,46-50,2,Lost,2,1,73813,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,23926,23926,2012,0
Manglore,33,GEN,55,GEN,Sarwat Kareem Ansari,Male,4,0.58%,Candidate Count,4250314,True,101-1000,24706,34%,1,51-60,1,Won,1,1,72597,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,24706,24008,2012,698
Srinagar,38,GEN,42,GEN,Bikram Singh,Male,4,0.01%,Candidate Count,4250314,True,Upto 100,577,1%,0,41-45,7,Lost,7,1,54603,NCP,National,Nationalist Congress Party,S28,Uttarakhand,577,577,2012,0
Lansdowne,40,GEN,43,GEN,Shishupal Singh Rawat,Male,4,0.06%,Candidate Count,4250314,True,Upto 100,2733,7%,0,41-45,4,Lost,4,1,39599,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,2733,2733,2012,0
Dharchula,42,GEN,35,GEN,Harish Dhami,Male,4,0.37%,Candidate Count,4250314,True,5001-10000,15739,33%,1,31-35,1,Won,1,1,47419,INC,National,Indian National Congress,S28,Uttarakhand,15739,10433,2012,"5,306"
Dwarahat,48,GEN,51,GEN,Madan Singh Bisht,Male,4,0.35%,Candidate Count,4250314,True,2001-5000,14798,34%,1,51-60,1,Won,1,1,43576,INC,National,Indian National Congress,S28,Uttarakhand,14798,11472,2012,"3,326"
Salt,49,GEN,42,GEN,Surendra Singh Jeena,Male,4,0.56%,Candidate Count,4250314,True,5001-10000,23956,51%,1,41-45,1,Won,1,1,46901,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,23956,18512,2012,"5,444"
Champawat,55,GEN,41,GEN,Sri Hemesh Kharkwal,Male,4,0.48%,Candidate Count,4250314,True,5001-10000,20330,41%,1,41-45,1,Won,1,1,50184,INC,National,Indian National Congress,S28,Uttarakhand,20330,13377,2012,"6,953"
Lalkuwa,56,GEN,49,GEN,Harendra Singh,Male,4,0.33%,Candidate Count,4250314,True,Upto 100,13863,21%,0,46-50,3,Lost,3,1,67403,INC,National,Indian National Congress,S28,Uttarakhand,13863,13863,2012,0
Bhimtal,57,GEN,37,GEN,Ram Singh Kera,Male,4,0.34%,Candidate Count,4250314,True,Upto 100,14452,25%,0,36-40,3,Lost,3,1,56787,INC,National,Indian National Congress,S28,Uttarakhand,14452,14452,2012,0
Kaladhungi,60,GEN,60,GEN,Banshidhar Bhagat,Male,4,0.54%,Candidate Count,4250314,True,2001-5000,22744,29%,1,51-60,1,Won,1,1,78729,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,22744,20374,2012,"2,370"
Jaspur,62,GEN,52,GEN,Dr. Shailendra Mohan Singhal,Male,4,0.60%,Candidate Count,4250314,True,2001-5000,25533,33%,1,51-60,1,Won,1,1,76582,INC,National,Indian National Congress,S28,Uttarakhand,25533,22753,2012,"2,780"
Rudrapur,66,GEN,45,GEN,Raj Kumar Thukral,Male,4,0.88%,Candidate Count,4250314,True,2001-5000,37291,40%,1,41-45,1,Won,1,1,93747,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,37291,33337,2012,"3,954"
Kichha,67,GEN,47,GEN,Sarwar Yar Khan,Male,4,0.59%,Candidate Count,4250314,True,Upto 100,25162,35%,0,46-50,2,Lost,2,1,72865,INC,National,Indian National Congress,S28,Uttarakhand,25162,25162,2012,0
Sitarganj,68,GEN,33,GEN,Suresh Kumar,Male,4,0.36%,Candidate Count,4250314,True,Upto 100,15508,21%,0,31-35,3,Lost,3,1,73768,INC,National,Indian National Congress,S28,Uttarakhand,15508,15508,2012,0
Khatima,70,GEN,44,GEN,Ramesh Chandra Gahtori,Male,4,0.01%,Candidate Count,4250314,True,Upto 100,370,1%,0,41-45,12,Lost,12,1,68830,NCP,National,Nationalist Congress Party,S28,Uttarakhand,370,370,2012,0
Deoprayag,10,GEN,62,GEN,Shoorveer Singh Sajwan,Male,5,0.15%,Candidate Count,4250314,True,Upto 100,6358,16%,0,61-70,4,Lost,4,1,40166,INC,National,Indian National Congress,S28,Uttarakhand,6358,6358,2012,0
Dharampur,18,GEN,53,GEN,Saleem Ahmed,Male,5,0.09%,Candidate Count,4250314,True,Upto 100,3805,5%,0,51-60,3,Lost,3,1,75191,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,3805,3805,2012,0
Dehradun Cantt.,21,GEN,66,GEN,Harbans Kapoor,Male,5,0.70%,Candidate Count,4250314,True,5001-10000,29719,47%,1,61-70,1,Won,1,1,62659,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,29719,24624,2012,"5,095"
Mussoorie,22,GEN,41,GEN,Pt. Manoj Sharma,Male,5,0.04%,Candidate Count,4250314,True,Upto 100,1854,3%,0,41-45,5,Lost,5,1,63093,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,1854,1854,2012,0
Doiwala,23,GEN,63,GEN,Heera Singh Bisht,Male,5,0.52%,Candidate Count,4250314,True,Upto 100,22176,29%,0,61-70,2,Lost,2,1,76430,INC,National,Indian National Congress,S28,Uttarakhand,22176,22176,2012,0
B.H.E.L. ranipur,26,GEN,61,GEN,Munarika Yadav,Male,5,0.01%,Candidate Count,4250314,True,Upto 100,582,1%,0,61-70,6,Lost,6,1,77622,CPI,National,Communist Party of India,S28,Uttarakhand,582,582,2012,0
Pirankaliyar,30,GEN,53,GEN,Shyambeer,Male,5,0.51%,Candidate Count,4250314,True,Upto 100,21648,29%,0,51-60,3,Lost,3,1,73813,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,21648,21648,2012,0
Hardwar Rural,35,GEN,45,GEN,Sheshraj Singh,Male,5,0.45%,Candidate Count,4250314,True,Upto 100,19158,25%,0,41-45,3,Lost,3,1,77656,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,19158,19158,2012,0
Srinagar,38,GEN,76,GEN,Rajeswer Prasad,Male,5,0.01%,Candidate Count,4250314,True,Upto 100,272,0%,0,>70,8,Lost,8,1,54603,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,272,272,2012,0
B.H.E.L. ranipur,26,GEN,39,GEN,Vishal Singh,Male,6,0.33%,Candidate Count,4250314,True,Upto 100,14195,18%,0,36-40,3,Lost,3,1,77622,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,14195,14195,2012,0
Rishikesh,24,GEN,29,GEN,Anil Kalura,Male,1,0.03%,Candidate Count,4250314,True,Upto 100,1191,1%,0,Upto 30,7,Lost,7,1,81076,UKDP,State,Uttarakhand Kranti Dal(P),S28,Uttarakhand,1191,1191,2012,0
Srinagar,38,GEN,33,GEN,Arvind,Male,1,0.02%,Candidate Count,4250314,True,Upto 100,672,1%,0,31-35,5,Lost,5,1,54603,UKDP,State,Uttarakhand Kranti Dal(P),S28,Uttarakhand,672,672,2012,0
Lansdowne,40,GEN,60,GEN,Anand Prakash,Male,1,0.02%,Candidate Count,4250314,True,Upto 100,675,2%,0,51-60,5,Lost,5,1,39599,UKDP,State,Uttarakhand Kranti Dal(P),S28,Uttarakhand,675,675,2012,0
Dharchula,42,GEN,58,GEN,Kashi Singh Airy,Male,1,0.16%,Candidate Count,4250314,True,Upto 100,6685,14%,0,51-60,3,Lost,3,1,47419,UKDP,State,Uttarakhand Kranti Dal(P),S28,Uttarakhand,6685,6685,2012,0
Kichha,67,GEN,30,GEN,Mahendra Singh Rawat,Male,1,0.01%,Candidate Count,4250314,True,Upto 100,559,1%,0,Upto 30,6,Lost,6,1,72865,UKDP,State,Uttarakhand Kranti Dal(P),S28,Uttarakhand,559,559,2012,0
Karnprayag,6,GEN,61,GEN,Chatur Singh Negi,Male,2,0.02%,Candidate Count,4250314,True,Upto 100,738,2%,0,61-70,9,Lost,9,1,48941,UKDP,State,Uttarakhand Kranti Dal(P),S28,Uttarakhand,738,738,2012,0
Deoprayag,10,GEN,37,GEN,Jai Prakash Upadhyay,Male,2,0.01%,Candidate Count,4250314,True,Upto 100,365,1%,0,36-40,12,Lost,12,1,40166,UKDP,State,Uttarakhand Kranti Dal(P),S28,Uttarakhand,365,365,2012,0
Doiwala,23,GEN,42,GEN,Jitendra Mohan Sharma,Male,2,0.02%,Candidate Count,4250314,True,Upto 100,674,1%,0,41-45,6,Lost,6,1,76430,UKDP,State,Uttarakhand Kranti Dal(P),S28,Uttarakhand,674,674,2012,0
Dwarahat,48,GEN,32,GEN,Pushpesh Tripathi,Male,2,0.27%,Candidate Count,4250314,True,Upto 100,11472,26%,0,31-35,2,Lost,2,1,43576,UKDP,State,Uttarakhand Kranti Dal(P),S28,Uttarakhand,11472,11472,2012,0
Salt,49,GEN,53,GEN,Pan Singh,Male,2,0.01%,Candidate Count,4250314,True,Upto 100,485,1%,0,51-60,8,Lost,8,1,46901,UKDP,State,Uttarakhand Kranti Dal(P),S28,Uttarakhand,485,485,2012,0
Bhimtal,57,GEN,42,GEN,Puran Singh Mehra,Male,2,0.02%,Candidate Count,4250314,True,Upto 100,829,1%,0,41-45,6,Lost,6,1,56787,UKDP,State,Uttarakhand Kranti Dal(P),S28,Uttarakhand,829,829,2012,0
Haldwani,59,GEN,42,GEN,Bhuwan Chandra Joshi,Male,2,0.01%,Candidate Count,4250314,True,Upto 100,365,0%,0,41-45,7,Lost,7,1,80596,UKDP,State,Uttarakhand Kranti Dal(P),S28,Uttarakhand,365,365,2012,0
Kaladhungi,60,GEN,51,GEN,Narayan Singh Jantawal,Male,2,0.07%,Candidate Count,4250314,True,Upto 100,2843,4%,0,51-60,6,Lost,6,1,78729,UKDP,State,Uttarakhand Kranti Dal(P),S28,Uttarakhand,2843,2843,2012,0
Jaspur,62,GEN,55,GEN,Anand Singh,Male,2,0.01%,Candidate Count,4250314,True,Upto 100,290,0%,0,51-60,8,Lost,8,1,76582,UKDP,State,Uttarakhand Kranti Dal(P),S28,Uttarakhand,290,290,2012,0
Yamunotri,2,GEN,47,GEN,Pritam Singh Panwar,Male,3,0.37%,Candidate Count,4250314,True,2001-5000,15909,36%,1,46-50,1,Won,1,1,43936,UKDP,State,Uttarakhand Kranti Dal(P),S28,Uttarakhand,15909,13313,2012,"2,596"
Dharampur,18,GEN,46,GEN,Bahadur Singh Rawat,Male,3,0.02%,Candidate Count,4250314,True,Upto 100,948,1%,0,46-50,5,Lost,5,1,75191,UKDP,State,Uttarakhand Kranti Dal(P),S28,Uttarakhand,948,948,2012,0
Manglore,33,GEN,40,GEN,Pradeep Kumar (Dhiman),Male,3,0.01%,Candidate Count,4250314,True,Upto 100,310,0%,0,36-40,8,Lost,8,1,72597,UKDP,State,Uttarakhand Kranti Dal(P),S28,Uttarakhand,310,310,2012,0
Yamkeshwar,36,GEN,54,GEN,Dr Shakti Shail Kaparawan,Male,3,0.08%,Candidate Count,4250314,True,Upto 100,3539,8%,0,51-60,4,Lost,4,1,42994,UKDP,State,Uttarakhand Kranti Dal(P),S28,Uttarakhand,3539,3539,2012,0
Champawat,55,GEN,39,GEN,Sri Harshvardhan Singh,Male,3,0.05%,Candidate Count,4250314,True,Upto 100,2042,4%,0,36-40,5,Lost,5,1,50184,UKDP,State,Uttarakhand Kranti Dal(P),S28,Uttarakhand,2042,2042,2012,0
Lalkuwa,56,GEN,38,GEN,Basant Joshi,Male,3,0.04%,Candidate Count,4250314,True,Upto 100,1849,3%,0,36-40,5,Lost,5,1,67403,UKDP,State,Uttarakhand Kranti Dal(P),S28,Uttarakhand,1849,1849,2012,0
Rudrapur,66,GEN,41,GEN,Bhupal Singh Dangwal,Male,3,0.01%,Candidate Count,4250314,True,Upto 100,316,0%,0,41-45,7,Lost,7,1,93747,UKDP,State,Uttarakhand Kranti Dal(P),S28,Uttarakhand,316,316,2012,0
