Constituency,Ac No,Const. Type,Cand Age,Cand Category,Cand Name,Gender,Cand Sl No,% of Vote Share,"""Candidate Count""",Total Votes (Overall),State Filter,Margin Bands,LOD: Cand Votes Polled,Cand Votes as % of Total Const Votes,winner count,Age Band,Candidate_Position (copy),Candidate_Position (group),Candidate Position,Count of Candidates (SNo),LOD: Const Votes Polled,Partyabbre,Partytype,Party Name,St Code,State,Total Votes Polled,Total Votes Polled (R),Year,Margin
Sagolband,11,GEN,53,GEN,Dr. Khwairakpam Loken Singh,Male,1,0.55%,Candidate Count,1657776,True,Upto 100,9192,47%,0,51-60,2,Lost,2,1,19567,BJP,National,Bharatiya Janata Party,S14,Manipur,9192,9192,2017,0
Keishamthong,12,GEN,51,GEN,Rajkumar Shivachandra Singh,Male,1,0.30%,Candidate Count,1657776,True,Upto 100,5003,22%,0,51-60,3,Lost,3,1,23107,BJP,National,Bharatiya Janata Party,S14,Manipur,5003,5003,2017,0
Singjamei,13,GEN,51,GEN,Irengbam Hemochandra Singh,Male,1,0.46%,Candidate Count,1657776,True,Upto 100,7625,43%,0,51-60,2,Lost,2,1,17570,INC,National,Indian National Congress,S14,Manipur,7625,7625,2017,0
Yaiskul,14,GEN,49,GEN,Elangbam Chand Singh,Male,1,0.45%,Candidate Count,1657776,True,Upto 100,7444,34%,0,46-50,2,Lost,2,1,21897,INC,National,Indian National Congress,S14,Manipur,7444,7444,2017,0
Wangkhei,15,GEN,32,GEN,Okram Henry Singh,Male,1,1.01%,Candidate Count,1657776,True,2001-5000,16753,56%,1,31-35,1,Won,1,1,29660,INC,National,Indian National Congress,S14,Manipur,16753,12417,2017,"4,336"
Lamsang,17,GEN,68,GEN,Wangkheimayum Brajabidhu Singh,Male,1,0.68%,Candidate Count,1657776,True,Upto 100,11313,40%,0,61-70,2,Lost,2,1,28028,INC,National,Indian National Congress,S14,Manipur,11313,11313,2017,0
Konthoujam,18,GEN,52,GEN,Konthoujam Sharat Singh,Male,1,0.70%,Candidate Count,1657776,True,Upto 100,11541,44%,0,51-60,2,Lost,2,1,26029,INC,National,Indian National Congress,S14,Manipur,11541,11541,2017,0
Langthabal,20,GEN,75,GEN,O. Joy Singh,Male,1,0.44%,Candidate Count,1657776,True,Upto 100,7294,30%,0,>70,2,Lost,2,1,24681,BJP,National,Bharatiya Janata Party,S14,Manipur,7294,7294,2017,0
Naoriya pakhanglakpa,21,GEN,57,GEN,R.K. Anand,Male,1,0.42%,Candidate Count,1657776,True,Upto 100,6994,23%,0,51-60,2,Lost,2,1,30334,INC,National,Indian National Congress,S14,Manipur,6994,6994,2017,0
Wangoi,22,GEN,42,GEN,Oinam Lukhoi Singh,Male,1,0.45%,Candidate Count,1657776,True,Upto 100,7443,28%,1,41-45,1,Won,1,1,26225,INC,National,Indian National Congress,S14,Manipur,7443,7407,2017,36
Mayang imphal,23,GEN,29,GEN,Kongkham Robindro Singh,Male,1,0.92%,Candidate Count,1657776,True,2001-5000,15221,55%,1,Upto 30,1,Won,1,1,27473,BJP,National,Bharatiya Janata Party,S14,Manipur,15221,12127,2017,"3,094"
Nambol,24,GEN,78,GEN,Thounaojam Chaoba,Male,1,0.87%,Candidate Count,1657776,True,Upto 100,14456,49%,0,>70,2,Lost,2,1,29307,BJP,National,Bharatiya Janata Party,S14,Manipur,14456,14456,2017,0
Oinam,25,GEN,63,GEN,Dr. Irengbam Ibohalbi Singh,Male,1,0.67%,Candidate Count,1657776,True,Upto 100,11186,46%,0,61-70,2,Lost,2,1,24516,INC,National,Indian National Congress,S14,Manipur,11186,11186,2017,0
Bishnupur,26,GEN,50,GEN,Konthoujam Krishna Kumar Singh,Male,1,0.54%,Candidate Count,1657776,True,Upto 100,8872,33%,0,46-50,2,Lost,2,1,26641,BJP,National,Bharatiya Janata Party,S14,Manipur,8872,8872,2017,0
Moirang,27,GEN,66,GEN,Pukhrem Sharatchandra Singh,Male,1,0.71%,Candidate Count,1657776,True,101-1000,11708,37%,1,61-70,1,Won,1,1,31613,BJP,National,Bharatiya Janata Party,S14,Manipur,11708,11333,2017,375
Thanga,28,GEN,66,GEN,Tongbram Mangibabu Singh,Male,1,0.31%,Candidate Count,1657776,True,Upto 100,5070,26%,0,61-70,3,Lost,3,1,19547,INC,National,Indian National Congress,S14,Manipur,5070,5070,2017,0
Kumbi,29,GEN,66,GEN,Ningthoujam Mangi,Male,1,0.64%,Candidate Count,1657776,True,Upto 100,10570,44%,0,61-70,2,Lost,2,1,23805,BJP,National,Bharatiya Janata Party,S14,Manipur,10570,10570,2017,0
Lilong,30,GEN,53,GEN,Md. Anwar Hussain,Male,1,0.51%,Candidate Count,1657776,True,Upto 100,8456,29%,0,51-60,3,Lost,3,1,29337,BJP,National,Bharatiya Janata Party,S14,Manipur,8456,8456,2017,0
Thoubal,31,GEN,68,GEN,Okram Ibobi Singh,Male,1,1.12%,Candidate Count,1657776,True,10001-20000,18649,68%,1,61-70,1,Won,1,1,27271,INC,National,Indian National Congress,S14,Manipur,18649,8179,2017,"10,470"
Wangkhem,32,GEN,53,GEN,Oinam Haridas Singh,Male,1,0.28%,Candidate Count,1657776,True,Upto 100,4573,16%,0,51-60,3,Lost,3,1,28578,BJP,National,Bharatiya Janata Party,S14,Manipur,4573,4573,2017,0
Heirok,33,GEN,53,GEN,Thokchom Radheshyam Singh,Male,1,0.81%,Candidate Count,1657776,True,1001-2000,13389,47%,1,51-60,1,Won,1,1,28715,BJP,National,Bharatiya Janata Party,S14,Manipur,13389,11742,2017,"1,647"
Wangjing tentha,34,GEN,51,GEN,Paonam Brojen Singh,Male,1,0.77%,Candidate Count,1657776,True,1001-2000,12830,43%,1,51-60,1,Won,1,1,29585,INC,National,Indian National Congress,S14,Manipur,12830,10967,2017,"1,863"
Khangabok,35,GEN,53,GEN,Thokchom Jadumani Singh,Male,1,0.68%,Candidate Count,1657776,True,Upto 100,11329,35%,0,51-60,2,Lost,2,1,32359,BJP,National,Bharatiya Janata Party,S14,Manipur,11329,11329,2017,0
Wabgai,36,GEN,48,GEN,Dr. Usham Deben Singh,Male,1,0.47%,Candidate Count,1657776,True,Upto 100,7713,28%,0,46-50,2,Lost,2,1,27622,BJP,National,Bharatiya Janata Party,S14,Manipur,7713,7713,2017,0
Hiyanglam,38,GEN,58,GEN,Elangbam Dwijamani Singh,Male,1,0.70%,Candidate Count,1657776,True,Upto 100,11669,46%,0,51-60,2,Lost,2,1,25190,INC,National,Indian National Congress,S14,Manipur,11669,11669,2017,0
Sugnu,39,GEN,55,GEN,Kangujam Ranjit Singh,Male,1,0.80%,Candidate Count,1657776,True,2001-5000,13331,56%,1,51-60,1,Won,1,1,23725,INC,National,Indian National Congress,S14,Manipur,13331,10198,2017,"3,133"
Jiribam,40,GEN,74,GEN,Thoudam Debendra Singh,Male,1,0.39%,Candidate Count,1657776,True,Upto 100,6539,29%,0,>70,2,Lost,2,1,22940,INC,National,Indian National Congress,S14,Manipur,6539,6539,2017,0
Khundrakpam (GEN),1,GEN,59,GEN,Thangjam Mohendro Singh,Male,2,0.59%,Candidate Count,1657776,True,Upto 100,9790,43%,0,51-60,2,Lost,2,1,22896,BJP,National,Bharatiya Janata Party,S14,Manipur,9790,9790,2017,0
Heingang (GEN),2,GEN,56,GEN,Nongthombam Biren Singh,Male,2,0.63%,Candidate Count,1657776,True,1001-2000,10439,38%,1,51-60,1,Won,1,1,27394,BJP,National,Bharatiya Janata Party,S14,Manipur,10439,9233,2017,"1,206"
Khurai (GEN),3,GEN,71,GEN,Dr. Ngairangbam Bijoy Singh,Male,2,0.79%,Candidate Count,1657776,True,Upto 100,13061,45%,0,>70,2,Lost,2,1,29188,INC,National,Indian National Congress,S14,Manipur,13061,13061,2017,0
Kshetrigao,4,GEN,48,GEN,Md. Zameer Ahmed,Male,2,0.00%,Candidate Count,1657776,True,Upto 100,67,0%,0,46-50,8,Lost,8,1,30303,AITC,National,All India Trinamool Congress,S14,Manipur,67,67,2017,0
Thongju,5,GEN,53,GEN,Thokchom Ajit Singh,Male,2,0.57%,Candidate Count,1657776,True,Upto 100,9508,35%,0,51-60,2,Lost,2,1,26846,INC,National,Indian National Congress,S14,Manipur,9508,9508,2017,0
Keirao,6,GEN,43,GEN,Karam Thamarjit Singh,Male,2,0.28%,Candidate Count,1657776,True,Upto 100,4715,18%,0,41-45,3,Lost,3,1,26130,INC,National,Indian National Congress,S14,Manipur,4715,4715,2017,0
Andro,7,GEN,69,GEN,Dr. Nimaichand Luwang,Male,2,0.65%,Candidate Count,1657776,True,Upto 100,10775,36%,0,61-70,2,Lost,2,1,29850,BJP,National,Bharatiya Janata Party,S14,Manipur,10775,10775,2017,0
Lamlai,8,GEN,46,GEN,Huirem Bimol,Male,2,0.10%,Candidate Count,1657776,True,Upto 100,1712,7%,0,46-50,3,Lost,3,1,25696,CPI,National,Communist Party of India,S14,Manipur,1712,1712,2017,0
Thangmeiband,9,GEN,52,GEN,Jyotin Waikhom,Male,2,0.69%,Candidate Count,1657776,True,Upto 100,11439,48%,0,51-60,2,Lost,2,1,23745,BJP,National,Bharatiya Janata Party,S14,Manipur,11439,11439,2017,0
Uripok,10,GEN,79,GEN,Laishram Nandakumar Singh,Male,2,0.37%,Candidate Count,1657776,True,Upto 100,6124,30%,0,>70,2,Lost,2,1,20195,INC,National,Indian National Congress,S14,Manipur,6124,6124,2017,0
Sagolband,11,GEN,39,GEN,Rajkumar Imo Singh,Male,2,0.56%,Candidate Count,1657776,True,Upto 100,9211,47%,1,36-40,1,Won,1,1,19567,INC,National,Indian National Congress,S14,Manipur,9211,9192,2017,19
Keishamthong,12,GEN,68,GEN,Laisom Ibomcha Singh,Male,2,0.41%,Candidate Count,1657776,True,Upto 100,6739,29%,0,61-70,2,Lost,2,1,23107,INC,National,Indian National Congress,S14,Manipur,6739,6739,2017,0
Singjamei,13,GEN,60,GEN,Heigrujam Nabashyam,Male,2,0.01%,Candidate Count,1657776,True,Upto 100,176,1%,0,51-60,4,Lost,4,1,17570,AITC,National,All India Trinamool Congress,S14,Manipur,176,176,2017,0
Yaiskul,14,GEN,43,GEN,Thokchom Satyabrata Singh,Male,2,0.48%,Candidate Count,1657776,True,101-1000,8014,37%,1,41-45,1,Won,1,1,21897,BJP,National,Bharatiya Janata Party,S14,Manipur,8014,7444,2017,570
Wangkhei,15,GEN,42,GEN,Rajkumar Priyobarta Singh,Male,2,0.01%,Candidate Count,1657776,True,Upto 100,149,1%,0,41-45,4,Lost,4,1,29660,AITC,National,All India Trinamool Congress,S14,Manipur,149,149,2017,0
Lamsang,17,GEN,52,GEN,Sorokhaibam Rajen Singh,Male,2,0.76%,Candidate Count,1657776,True,1001-2000,12593,45%,1,51-60,1,Won,1,1,28028,BJP,National,Bharatiya Janata Party,S14,Manipur,12593,11313,2017,"1,280"
Konthoujam,18,GEN,45,GEN,Dr. Sapam Ranjan Singh,Male,2,0.86%,Candidate Count,1657776,True,2001-5000,14313,55%,1,41-45,1,Won,1,1,26029,BJP,National,Bharatiya Janata Party,S14,Manipur,14313,11541,2017,"2,772"
Patsoi,19,GEN,54,GEN,Thounaojam Sharat Singh,Male,2,0.01%,Candidate Count,1657776,True,Upto 100,85,0%,0,51-60,6,Lost,6,1,31460,CPM,National,Communist Party of India  (Marxist),S14,Manipur,85,85,2017,0
Langthabal,20,GEN,63,GEN,Nongthombam Singhajit,Male,2,0.11%,Candidate Count,1657776,True,Upto 100,1819,7%,0,61-70,5,Lost,5,1,24681,CPI,National,Communist Party of India,S14,Manipur,1819,1819,2017,0
Naoriya pakhanglakpa,21,GEN,58,GEN,Thokchom Dhanabir Singh,Male,2,0.00%,Candidate Count,1657776,True,Upto 100,70,0%,0,51-60,7,Lost,7,1,30334,NCP,National,Nationalist Congress Party,S14,Manipur,70,70,2017,0
Wangoi,22,GEN,43,GEN,Salam Joy Singh,Male,2,0.40%,Candidate Count,1657776,True,Upto 100,6590,25%,0,41-45,3,Lost,3,1,26225,BJP,National,Bharatiya Janata Party,S14,Manipur,6590,6590,2017,0
Mayang imphal,23,GEN,53,GEN,Dr. Khumujam Ratankumar Singh,Male,2,0.73%,Candidate Count,1657776,True,Upto 100,12127,44%,0,51-60,2,Lost,2,1,27473,INC,National,Indian National Congress,S14,Manipur,12127,12127,2017,0
Nambol,24,GEN,47,GEN,Nameirakpam Loken Singh,Male,2,0.89%,Candidate Count,1657776,True,101-1000,14736,50%,1,46-50,1,Won,1,1,29307,INC,National,Indian National Congress,S14,Manipur,14736,14456,2017,280
Oinam,25,GEN,50,GEN,Khundrakpam Romio,Male,2,0.06%,Candidate Count,1657776,True,Upto 100,1030,4%,0,46-50,3,Lost,3,1,24516,NCP,National,Nationalist Congress Party,S14,Manipur,1030,1030,2017,0
Bishnupur,26,GEN,53,GEN,Konthoujam Govindas,Male,2,0.85%,Candidate Count,1657776,True,5001-10000,14150,53%,1,51-60,1,Won,1,1,26641,INC,National,Indian National Congress,S14,Manipur,14150,8872,2017,"5,278"
Moirang,27,GEN,36,GEN,Mairembam Prithviraj Singh,Male,2,0.68%,Candidate Count,1657776,True,Upto 100,11333,36%,0,36-40,2,Lost,2,1,31613,INC,National,Indian National Congress,S14,Manipur,11333,11333,2017,0
Kumbi,29,GEN,70,GEN,Sanasam Bira Singh,Male,2,0.72%,Candidate Count,1657776,True,1001-2000,11881,50%,1,61-70,1,Won,1,1,23805,INC,National,Indian National Congress,S14,Manipur,11881,10570,2017,"1,311"
Lilong,30,GEN,39,GEN,Muhammad Abdul Nasir,Male,2,0.65%,Candidate Count,1657776,True,1001-2000,10765,37%,1,36-40,1,Won,1,1,29337,INC,National,Indian National Congress,S14,Manipur,10765,9497,2017,"1,268"
Thoubal,31,GEN,48,GEN,Leitanthem Basanta Singh,Male,2,0.49%,Candidate Count,1657776,True,Upto 100,8179,30%,0,46-50,2,Lost,2,1,27271,BJP,National,Bharatiya Janata Party,S14,Manipur,8179,8179,2017,0
Wangkhem,32,GEN,44,GEN,Keisham Meghachandra Singh,Male,2,0.68%,Candidate Count,1657776,True,2001-5000,11293,40%,1,41-45,1,Won,1,1,28578,INC,National,Indian National Congress,S14,Manipur,11293,8413,2017,"2,880"
Heirok,33,GEN,46,GEN,Ningthoujam Diten,Male,2,0.20%,Candidate Count,1657776,True,Upto 100,3321,12%,0,46-50,3,Lost,3,1,28715,NCP,National,Nationalist Congress Party,S14,Manipur,3321,3321,2017,0
Wangjing tentha,34,GEN,57,GEN,Moirangthem Hemanta,Male,2,0.66%,Candidate Count,1657776,True,Upto 100,10967,37%,0,51-60,2,Lost,2,1,29585,BJP,National,Bharatiya Janata Party,S14,Manipur,10967,10967,2017,0
Khangabok,35,GEN,29,GEN,Surjakumar Okram,Male,2,1.25%,Candidate Count,1657776,True,5001-10000,20781,64%,1,Upto 30,1,Won,1,1,32359,INC,National,Indian National Congress,S14,Manipur,20781,11329,2017,"9,452"
Wabgai,36,GEN,48,GEN,Md. Fajur Rahim,Male,2,0.75%,Candidate Count,1657776,True,2001-5000,12474,45%,1,46-50,1,Won,1,1,27622,INC,National,Indian National Congress,S14,Manipur,12474,7713,2017,"4,761"
Hiyanglam,38,GEN,62,GEN,Dr. Radheshyam Yumnam,Male,2,0.81%,Candidate Count,1657776,True,1001-2000,13394,53%,1,61-70,1,Won,1,1,25190,BJP,National,Bharatiya Janata Party,S14,Manipur,13394,11669,2017,"1,725"
Sugnu,39,GEN,36,GEN,Yumnam Jiban Singh,Male,2,0.62%,Candidate Count,1657776,True,Upto 100,10198,43%,0,36-40,2,Lost,2,1,23725,BJP,National,Bharatiya Janata Party,S14,Manipur,10198,10198,2017,0
Jiribam,40,GEN,61,GEN,Thounaojam Ranabir Singh,Male,2,0.19%,Candidate Count,1657776,True,Upto 100,3199,14%,0,61-70,3,Lost,3,1,22940,BJP,National,Bharatiya Janata Party,S14,Manipur,3199,3199,2017,0
Khundrakpam (GEN),1,GEN,56,GEN,Yumlembam Jogendro,Male,3,0.01%,Candidate Count,1657776,True,Upto 100,129,1%,0,51-60,3,Lost,3,1,22896,CPM,National,Communist Party of India  (Marxist),S14,Manipur,129,129,2017,0
Heingang (GEN),2,GEN,52,GEN,Pangeijam Saratchandra Singh,Male,3,0.56%,Candidate Count,1657776,True,Upto 100,9233,34%,0,51-60,2,Lost,2,1,27394,AITC,National,All India Trinamool Congress,S14,Manipur,9233,9233,2017,0
Khurai (GEN),3,GEN,33,GEN,Leishangthem Susindro Meitei,Male,3,0.91%,Candidate Count,1657776,True,1001-2000,15005,51%,1,31-35,1,Won,1,1,29188,BJP,National,Bharatiya Janata Party,S14,Manipur,15005,13061,2017,"1,944"
Kshetrigao,4,GEN,44,GEN,Nahakpam Indrajit Singh,Male,3,0.63%,Candidate Count,1657776,True,101-1000,10411,34%,1,41-45,1,Won,1,1,30303,BJP,National,Bharatiya Janata Party,S14,Manipur,10411,10031,2017,380
Thongju,5,GEN,41,GEN,Thongam Biswajit Singh,Male,3,1.01%,Candidate Count,1657776,True,5001-10000,16809,63%,1,41-45,1,Won,1,1,26846,BJP,National,Bharatiya Janata Party,S14,Manipur,16809,9508,2017,"7,301"
Keirao,6,GEN,37,GEN,Lourembam Rameshwor Meetei,Male,3,0.36%,Candidate Count,1657776,True,101-1000,5959,23%,1,36-40,1,Won,1,1,26130,BJP,National,Bharatiya Janata Party,S14,Manipur,5959,5421,2017,538
Lamlai,8,GEN,55,GEN,Ksh. Biren Singh,Male,3,0.74%,Candidate Count,1657776,True,101-1000,12339,48%,1,51-60,1,Won,1,1,25696,INC,National,Indian National Congress,S14,Manipur,12339,11487,2017,852
Singjamei,13,GEN,54,GEN,Yumnam Khemchand Singh,Male,3,0.57%,Candidate Count,1657776,True,1001-2000,9459,54%,1,51-60,1,Won,1,1,17570,BJP,National,Bharatiya Janata Party,S14,Manipur,9459,7625,2017,"1,834"
Yaiskul,14,GEN,57,GEN,Yumlembam Nogen,Male,3,0.01%,Candidate Count,1657776,True,Upto 100,143,1%,0,51-60,6,Lost,6,1,21897,CPI,National,Communist Party of India,S14,Manipur,143,143,2017,0
Wangkhei,15,GEN,77,GEN,Yumkham Erabot Singh,Male,3,0.75%,Candidate Count,1657776,True,Upto 100,12417,42%,0,>70,2,Lost,2,1,29660,BJP,National,Bharatiya Janata Party,S14,Manipur,12417,12417,2017,0
Patsoi,19,GEN,49,GEN,S. Premananda Sharma,Male,3,0.19%,Candidate Count,1657776,True,Upto 100,3173,10%,0,46-50,3,Lost,3,1,31460,BJP,National,Bharatiya Janata Party,S14,Manipur,3173,3173,2017,0
Naoriya pakhanglakpa,21,GEN,50,GEN,Soibam Subhaschandra Singh,Male,3,0.52%,Candidate Count,1657776,True,1001-2000,8609,28%,1,46-50,1,Won,1,1,30334,BJP,National,Bharatiya Janata Party,S14,Manipur,8609,6994,2017,"1,615"
Oinam,25,GEN,60,GEN,Laishram Radhakishore Singh,Male,3,0.73%,Candidate Count,1657776,True,101-1000,12029,49%,1,51-60,1,Won,1,1,24516,BJP,National,Bharatiya Janata Party,S14,Manipur,12029,11186,2017,843
Thanga,28,GEN,46,GEN,Moirangthem Asnikumar Singh,Male,3,0.33%,Candidate Count,1657776,True,Upto 100,5457,28%,0,46-50,2,Lost,2,1,19547,BJP,National,Bharatiya Janata Party,S14,Manipur,5457,5457,2017,0
Thoubal,31,GEN,43,GEN,Leishangthem Suresh Singh,Male,3,0.01%,Candidate Count,1657776,True,Upto 100,144,1%,0,41-45,3,Lost,3,1,27271,AITC,National,All India Trinamool Congress,S14,Manipur,144,144,2017,0
Heirok,33,GEN,48,GEN,Moirangthem Okendro,Male,3,0.71%,Candidate Count,1657776,True,Upto 100,11742,41%,0,46-50,2,Lost,2,1,28715,INC,National,Indian National Congress,S14,Manipur,11742,11742,2017,0
Wangjing tentha,34,GEN,51,GEN,Haobam Robindro Singh,Male,3,0.34%,Candidate Count,1657776,True,Upto 100,5562,19%,0,51-60,3,Lost,3,1,29585,CPI,National,Communist Party of India,S14,Manipur,5562,5562,2017,0
Naoriya pakhanglakpa,21,GEN,48,GEN,Soraisham Manaoton Singh,Male,4,0.37%,Candidate Count,1657776,True,Upto 100,6121,20%,0,46-50,3,Lost,3,1,30334,AITC,National,All India Trinamool Congress,S14,Manipur,6121,6121,2017,0
Thanga,28,GEN,63,GEN,Heisnam Kulachandra Singh,Male,4,0.15%,Candidate Count,1657776,True,Upto 100,2461,13%,0,61-70,4,Lost,4,1,19547,NCP,National,Nationalist Congress Party,S14,Manipur,2461,2461,2017,0
Heirok,33,GEN,45,GEN,Moirangthem Totomsana,Male,4,0.01%,Candidate Count,1657776,True,Upto 100,85,0%,0,41-45,5,Lost,5,1,28715,AITC,National,All India Trinamool Congress,S14,Manipur,85,85,2017,0
Uripok,10,GEN,35,GEN,Nameirakpam Santosh Singh,Male,3,0.08%,Candidate Count,1657776,True,Upto 100,1332,7%,0,31-35,4,Lost,4,1,20195,LJP,State,Lok Jan Shakti Party,S14,Manipur,1332,1332,2017,0
Wangoi,22,GEN,46,GEN,Khuraijam Loken Singh,Male,3,0.45%,Candidate Count,1657776,True,Upto 100,7407,28%,0,46-50,2,Lost,2,1,26225,NPEP,State,National People's Party,S14,Manipur,7407,7407,2017,0
Kumbi,29,GEN,57,GEN,Ningombam Ibohal Meitei,Male,3,0.06%,Candidate Count,1657776,True,Upto 100,1057,4%,0,51-60,3,Lost,3,1,23805,LJP,State,Lok Jan Shakti Party,S14,Manipur,1057,1057,2017,0
Wangkhem,32,GEN,47,GEN,Kangabam Jadu Singh,Male,3,0.24%,Candidate Count,1657776,True,Upto 100,3986,14%,0,46-50,4,Lost,4,1,28578,LJP,State,Lok Jan Shakti Party,S14,Manipur,3986,3986,2017,0
Khangabok,35,GEN,67,GEN,Haji Asraf Ali,Male,3,0.01%,Candidate Count,1657776,True,Upto 100,116,0%,0,61-70,4,Lost,4,1,32359,NPEP,State,National People's Party,S14,Manipur,116,116,2017,0
Khundrakpam (GEN),1,GEN,78,GEN,Lairenlakpam Lala Singh,Male,4,0.00%,Candidate Count,1657776,True,Upto 100,36,0%,0,>70,5,Lost,5,1,22896,NPEP,State,National People's Party,S14,Manipur,36,36,2017,0
Keirao,6,GEN,37,GEN,Takhellambam Samananda Singh,Male,4,0.09%,Candidate Count,1657776,True,Upto 100,1446,6%,0,36-40,6,Lost,6,1,26130,LJP,State,Lok Jan Shakti Party,S14,Manipur,1446,1446,2017,0
Uripok,10,GEN,63,GEN,Yumnam Joykumar Singh,Male,4,0.39%,Candidate Count,1657776,True,101-1000,6469,32%,1,61-70,1,Won,1,1,20195,NPEP,State,National People's Party,S14,Manipur,6469,6124,2017,345
Keishamthong,12,GEN,52,GEN,Changamayum Ganeshlal Singh,Male,4,0.00%,Candidate Count,1657776,True,Upto 100,77,0%,0,51-60,9,Lost,9,1,23107,AIFB,State,All India Forward Bloc,S14,Manipur,77,77,2017,0
Yaiskul,14,GEN,41,GEN,Athokpam Keshor Singh,Male,4,0.02%,Candidate Count,1657776,True,Upto 100,397,2%,0,41-45,4,Lost,4,1,21897,LJP,State,Lok Jan Shakti Party,S14,Manipur,397,397,2017,0
Patsoi,19,GEN,48,GEN,Chungkham Thoiba (Bijoy) Singh,Male,4,0.07%,Candidate Count,1657776,True,Upto 100,1236,4%,0,46-50,4,Lost,4,1,31460,NPEP,State,National People's Party,S14,Manipur,1236,1236,2017,0
Langthabal,20,GEN,54,GEN,Karam Shyam,Male,4,0.58%,Candidate Count,1657776,True,2001-5000,9625,39%,1,51-60,1,Won,1,1,24681,LJP,State,Lok Jan Shakti Party,S14,Manipur,9625,7294,2017,"2,331"
Wangoi,22,GEN,56,GEN,Moirangmayum Thoiba Singh,Male,4,0.04%,Candidate Count,1657776,True,Upto 100,719,3%,0,51-60,5,Lost,5,1,26225,LJP,State,Lok Jan Shakti Party,S14,Manipur,719,719,2017,0
Bishnupur,26,GEN,52,GEN,Khundrakpam Bhabeshwor Singh,Male,4,0.20%,Candidate Count,1657776,True,Upto 100,3333,13%,0,51-60,3,Lost,3,1,26641,LJP,State,Lok Jan Shakti Party,S14,Manipur,3333,3333,2017,0
Wangkhem,32,GEN,27,GEN,Laishram Thanil Meitei,Male,4,0.01%,Candidate Count,1657776,True,Upto 100,136,0%,0,Upto 30,6,Lost,6,1,28578,NPEP,State,National People's Party,S14,Manipur,136,136,2017,0
Kshetrigao,4,GEN,48,GEN,Md. Abir Khan,Male,5,0.00%,Candidate Count,1657776,True,Upto 100,69,0%,0,46-50,7,Lost,7,1,30303,AIFB,State,All India Forward Bloc,S14,Manipur,69,69,2017,0
Wabgai,36,GEN,46,GEN,Mohammad Habibur Rahman,Male,5,0.02%,Candidate Count,1657776,True,Upto 100,326,1%,0,46-50,5,Lost,5,1,27622,NPEP,State,National People's Party,S14,Manipur,326,326,2017,0
Jiribam,40,GEN,64,GEN,Habib Ali,Male,5,0.04%,Candidate Count,1657776,True,Upto 100,649,3%,0,61-70,6,Lost,6,1,22940,NPEP,State,National People's Party,S14,Manipur,649,649,2017,0
Keishamthong,12,GEN,55,GEN,Langpoklakpam Jayantakumar Singh,Male,6,0.60%,Candidate Count,1657776,True,2001-5000,10000,43%,1,51-60,1,Won,1,1,23107,NPEP,State,National People's Party,S14,Manipur,10000,6739,2017,"3,261"
Naoriya pakhanglakpa,21,GEN,61,GEN,Konthoujam Manoranjan Singh,Male,6,0.29%,Candidate Count,1657776,True,Upto 100,4777,16%,0,61-70,4,Lost,4,1,30334,LJP,State,Lok Jan Shakti Party,S14,Manipur,4777,4777,2017,0
Kshetrigao,4,GEN,42,GEN,Vivekraj Wangkhem,Male,7,0.02%,Candidate Count,1657776,True,Upto 100,281,1%,0,41-45,4,Lost,4,1,30303,NPEP,State,National People's Party,S14,Manipur,281,281,2017,0
Keishamthong,12,GEN,52,GEN,Heishnam Lokeshwar Singh,Male,7,0.01%,Candidate Count,1657776,True,Upto 100,171,1%,0,51-60,7,Lost,7,1,23107,LJP,State,Lok Jan Shakti Party,S14,Manipur,171,171,2017,0
Andro,7,GEN,54,GEN,Keisham Ningthemjao Singh,Male,3,0.01%,Candidate Count,1657776,True,Upto 100,162,1%,0,51-60,3,Lost,3,1,29850,MNDF,Unrecognised,Manipur National Democratic Front,S14,Manipur,162,162,2017,0
Thangmeiband,9,GEN,33,GEN,Erendro Leichombam,Male,3,0.03%,Candidate Count,1657776,True,Upto 100,573,2%,0,31-35,3,Lost,3,1,23745,PRJA,Unrecognised,Peoples Resurgence and Justice Alliance,S14,Manipur,573,573,2017,0
Keishamthong,12,GEN,33,GEN,Khaba Paonam,Male,3,0.01%,Candidate Count,1657776,True,Upto 100,204,1%,0,31-35,6,Lost,6,1,23107,MPEP,Unrecognised,Manipur People’s Party,S14,Manipur,204,204,2017,0
Lamsang,17,GEN,65,GEN,Phijam Pakchao Singh,Male,3,0.24%,Candidate Count,1657776,True,Upto 100,3956,14%,0,61-70,3,Lost,3,1,28028,NEINDP,Unrecognised,North East India Development Party,S14,Manipur,3956,3956,2017,0
Lilong,30,GEN,59,GEN,Md. Abdul Zabar,Male,3,0.01%,Candidate Count,1657776,True,Upto 100,83,0%,0,51-60,6,Lost,6,1,29337,MNDF,Unrecognised,Manipur National Democratic Front,S14,Manipur,83,83,2017,0
Wabgai,36,GEN,41,GEN,Md. Abdul Samad,Male,3,0.10%,Candidate Count,1657776,True,Upto 100,1695,6%,0,41-45,4,Lost,4,1,27622,MNDF,Unrecognised,Manipur National Democratic Front,S14,Manipur,1695,1695,2017,0
Heingang (GEN),2,GEN,66,GEN,Dr. Gurumayum Tonsana Sharma,Male,4,0.01%,Candidate Count,1657776,True,Upto 100,113,0%,0,61-70,5,Lost,5,1,27394,MDPF,Unrecognised,Manipur Democratic Peoples's Front,S14,Manipur,113,113,2017,0
