Constituency,Ac No,Const. Type,Cand Age,Cand Category,Cand Name,Gender,Cand Sl No,% of Vote Share,"""Candidate Count""",Total Votes (Overall),State Filter,Margin Bands,LOD: Cand Votes Polled,Cand Votes as % of Total Const Votes,winner count,Age Band,Candidate_Position (copy),Candidate_Position (group),Candidate Position,Count of Candidates (SNo),LOD: Const Votes Polled,Partyabbre,Partytype,Party Name,St Code,State,Total Votes Polled,Total Votes Polled (R),Year,Margin
Kshetrigao,4,GEN,65,GEN,Md. Azizul Hague Khan,Male,4,0.00%,Candidate Count,1657776,True,Upto 100,80,0%,0,61-70,6,Lost,6,1,30303,MPEP,Unrecognised,Manipur People’s Party,S14,Manipur,80,80,2017,0
Singjamei,13,GEN,35,GEN,Thokchom Sarchil Singh,Male,4,0.01%,Candidate Count,1657776,True,Upto 100,104,1%,0,31-35,5,Lost,5,1,17570,MPEP,Unrecognised,Manipur People’s Party,S14,Manipur,104,104,2017,0
Oinam,25,GEN,59,GEN,Laitonjam Thoiba Singh,Male,4,0.01%,Candidate Count,1657776,True,Upto 100,190,1%,0,51-60,4,Lost,4,1,24516,MNDF,Unrecognised,Manipur National Democratic Front,S14,Manipur,190,190,2017,0
Kumbi,29,GEN,36,GEN,Wahengbam Bobbyjames Singh,Male,4,0.01%,Candidate Count,1657776,True,Upto 100,180,1%,0,36-40,4,Lost,4,1,23805,MNDF,Unrecognised,Manipur National Democratic Front,S14,Manipur,180,180,2017,0
Lilong,30,GEN,59,GEN,Sheikh Kheiruddin,Male,4,0.02%,Candidate Count,1657776,True,Upto 100,369,1%,0,51-60,4,Lost,4,1,29337,NEINDP,Unrecognised,North East India Development Party,S14,Manipur,369,369,2017,0
Wangjing tentha,34,GEN,58,GEN,Sagolsem Ibochoubi Singh,Male,4,0.01%,Candidate Count,1657776,True,Upto 100,121,0%,0,51-60,4,Lost,4,1,29585,MNDF,Unrecognised,Manipur National Democratic Front,S14,Manipur,121,121,2017,0
Jiribam,40,GEN,62,GEN,A. Biren Singh,Male,4,0.17%,Candidate Count,1657776,True,Upto 100,2812,12%,0,61-70,4,Lost,4,1,22940,NEINDP,Unrecognised,North East India Development Party,S14,Manipur,2812,2812,2017,0
Heingang (GEN),2,GEN,58,GEN,Yengkokpam Priyokumar Singh,Male,5,0.00%,Candidate Count,1657776,True,Upto 100,59,0%,0,51-60,7,Lost,7,1,27394,MPEP,Unrecognised,Manipur People’s Party,S14,Manipur,59,59,2017,0
Keirao,6,GEN,41,GEN,Thongram Gopen,Male,5,0.27%,Candidate Count,1657776,True,Upto 100,4477,17%,0,41-45,4,Lost,4,1,26130,NEINDP,Unrecognised,North East India Development Party,S14,Manipur,4477,4477,2017,0
Keishamthong,12,GEN,61,GEN,Potsangbam Dhanakumar Singh,Male,5,0.04%,Candidate Count,1657776,True,Upto 100,611,3%,0,61-70,4,Lost,4,1,23107,NEINDP,Unrecognised,North East India Development Party,S14,Manipur,611,611,2017,0
Patsoi,19,GEN,58,GEN,Sapam Kunjakeswor (Keba) Singh,Male,5,0.80%,Candidate Count,1657776,True,Upto 100,13291,42%,0,51-60,2,Lost,2,1,31460,NEINDP,Unrecognised,North East India Development Party,S14,Manipur,13291,13291,2017,0
Langthabal,20,GEN,46,GEN,Ningombam Nilakumar Singh,Male,5,0.17%,Candidate Count,1657776,True,Upto 100,2806,11%,0,46-50,3,Lost,3,1,24681,NEINDP,Unrecognised,North East India Development Party,S14,Manipur,2806,2806,2017,0
Naoriya pakhanglakpa,21,GEN,50,GEN,Oinam Malesh Singh,Male,5,0.22%,Candidate Count,1657776,True,Upto 100,3610,12%,0,46-50,5,Lost,5,1,30334,NEINDP,Unrecognised,North East India Development Party,S14,Manipur,3610,3610,2017,0
Wangoi,22,GEN,59,GEN,Sagolsem Achouba Singh,Male,5,0.24%,Candidate Count,1657776,True,Upto 100,3983,15%,0,51-60,4,Lost,4,1,26225,MNDF,Unrecognised,Manipur National Democratic Front,S14,Manipur,3983,3983,2017,0
Wangkhem,32,GEN,42,GEN,Yumnam Nabachandra Singh,Male,5,0.51%,Candidate Count,1657776,True,Upto 100,8413,29%,0,41-45,2,Lost,2,1,28578,NEINDP,Unrecognised,North East India Development Party,S14,Manipur,8413,8413,2017,0
Heirok,33,GEN,45,GEN,Nongmeikapam Sovakiran Singh,Male,5,0.01%,Candidate Count,1657776,True,Upto 100,84,0%,0,41-45,6,Lost,6,1,28715,MPEP,Unrecognised,Manipur People’s Party,S14,Manipur,84,84,2017,0
Kshetrigao,4,GEN,60,GEN,Th. Nandakishor Singh,Male,6,0.55%,Candidate Count,1657776,True,Upto 100,9190,30%,0,51-60,3,Lost,3,1,30303,MNDF,Unrecognised,Manipur National Democratic Front,S14,Manipur,9190,9190,2017,0
Keirao,6,GEN,45,GEN,Ningthoujam Itomba Meetei,Male,6,0.04%,Candidate Count,1657776,True,Upto 100,685,3%,0,41-45,7,Lost,7,1,26130,MNDF,Unrecognised,Manipur National Democratic Front,S14,Manipur,685,685,2017,0
Langthabal,20,GEN,40,GEN,Mutum Dinesh Singh,Male,6,0.12%,Candidate Count,1657776,True,Upto 100,2035,8%,0,36-40,4,Lost,4,1,24681,MNDF,Unrecognised,Manipur National Democratic Front,S14,Manipur,2035,2035,2017,0
Wabgai,36,GEN,43,GEN,Mayengbam Ranjit Singh,Male,6,0.32%,Candidate Count,1657776,True,Upto 100,5264,19%,0,41-45,3,Lost,3,1,27622,NEINDP,Unrecognised,North East India Development Party,S14,Manipur,5264,5264,2017,0
Konthoujam,18,GEN,35,GEN,Nongmaithem Santa Singh,Male,3,0.01%,Candidate Count,1657776,True,Upto 100,83,0%,0,31-35,4,Lost,4,1,26029,IND,Independent,Independent,S14,Manipur,83,83,2017,0
Moirang,27,GEN,52,GEN,Thongam Shanti Singh,Male,3,0.50%,Candidate Count,1657776,True,Upto 100,8369,26%,0,51-60,3,Lost,3,1,31613,IND,Independent,Independent,S14,Manipur,8369,8369,2017,0
Sagolband,11,GEN,53,GEN,Laishram Gyaneshwar,Male,4,0.00%,Candidate Count,1657776,True,Upto 100,31,0%,0,51-60,5,Lost,5,1,19567,IND,Independent,Independent,S14,Manipur,31,31,2017,0
Yaiskul,14,GEN,43,GEN,N. Helendro Singh,Male,5,0.34%,Candidate Count,1657776,True,Upto 100,5621,26%,0,41-45,3,Lost,3,1,21897,IND,Independent,Independent,S14,Manipur,5621,5621,2017,0
Lilong,30,GEN,29,GEN,Y. Antas Khan,Male,5,0.57%,Candidate Count,1657776,True,Upto 100,9497,32%,0,Upto 30,2,Lost,2,1,29337,IND,Independent,Independent,S14,Manipur,9497,9497,2017,0
Thoubal,31,GEN,66,GEN,Dr. Akoijam Manglemjao Singh,Male,5,0.00%,Candidate Count,1657776,True,Upto 100,66,0%,0,61-70,6,Lost,6,1,27271,IND,Independent,Independent,S14,Manipur,66,66,2017,0
Heingang (GEN),2,GEN,45,GEN,Thokchom Romeo Singh,Male,6,0.01%,Candidate Count,1657776,True,Upto 100,91,0%,0,41-45,6,Lost,6,1,27394,IND,Independent,Independent,S14,Manipur,91,91,2017,0
Lilong,30,GEN,60,GEN,Nasir Ahmad Sheikh,Male,6,0.00%,Candidate Count,1657776,True,Upto 100,67,0%,0,51-60,7,Lost,7,1,29337,IND,Independent,Independent,S14,Manipur,67,67,2017,0
Jiribam,40,GEN,51,GEN,Ashab Uddin,Male,6,0.49%,Candidate Count,1657776,True,1001-2000,8189,36%,1,51-60,1,Won,1,1,22940,IND,Independent,Independent,S14,Manipur,8189,6539,2017,"1,650"
Keirao,6,GEN,35,GEN,Md. Nasiruddin Khan,Male,7,0.33%,Candidate Count,1657776,True,Upto 100,5421,21%,0,31-35,2,Lost,2,1,26130,IND,Independent,Independent,S14,Manipur,5421,5421,2017,0
Keirao,6,GEN,47,GEN,Md. Wahidur Rahman,Male,8,0.01%,Candidate Count,1657776,True,Upto 100,106,0%,0,46-50,8,Lost,8,1,26130,IND,Independent,Independent,S14,Manipur,106,106,2017,0
Mayang imphal,23,GEN,,NULL,None Of The Above,NOTA,3,0.01%,Candidate Count,1657776,True,Upto 100,125,0%,0,>70,3,Lost,3,1,27473,NOTA,NOTA,None of the Above,S14,Manipur,125,125,2017,0
Nambol,24,GEN,,NULL,None Of The Above,NOTA,3,0.01%,Candidate Count,1657776,True,Upto 100,115,0%,0,>70,3,Lost,3,1,29307,NOTA,NOTA,None of the Above,S14,Manipur,115,115,2017,0
Hiyanglam,38,GEN,,NULL,None Of The Above,NOTA,3,0.01%,Candidate Count,1657776,True,Upto 100,127,1%,0,>70,3,Lost,3,1,25190,NOTA,NOTA,None of the Above,S14,Manipur,127,127,2017,0
Sugnu,39,GEN,,NULL,None Of The Above,NOTA,3,0.01%,Candidate Count,1657776,True,Upto 100,196,1%,0,>70,3,Lost,3,1,23725,NOTA,NOTA,None of the Above,S14,Manipur,196,196,2017,0
Khurai (GEN),3,GEN,,NULL,None Of The Above,NOTA,4,0.02%,Candidate Count,1657776,True,Upto 100,322,1%,0,>70,4,Lost,4,1,29188,NOTA,NOTA,None of the Above,S14,Manipur,322,322,2017,0
Thongju,5,GEN,,NULL,None Of The Above,NOTA,4,0.02%,Candidate Count,1657776,True,Upto 100,398,1%,0,>70,3,Lost,3,1,26846,NOTA,NOTA,None of the Above,S14,Manipur,398,398,2017,0
Andro,7,GEN,,NULL,None Of The Above,NOTA,4,0.01%,Candidate Count,1657776,True,Upto 100,152,1%,0,>70,4,Lost,4,1,29850,NOTA,NOTA,None of the Above,S14,Manipur,152,152,2017,0
Lamlai,8,GEN,,NULL,None Of The Above,NOTA,4,0.01%,Candidate Count,1657776,True,Upto 100,158,1%,0,>70,4,Lost,4,1,25696,NOTA,NOTA,None of the Above,S14,Manipur,158,158,2017,0
Thangmeiband,9,GEN,,NULL,None Of The Above,NOTA,4,0.01%,Candidate Count,1657776,True,Upto 100,137,1%,0,>70,4,Lost,4,1,23745,NOTA,NOTA,None of the Above,S14,Manipur,137,137,2017,0
Wangkhei,15,GEN,,NULL,None Of The Above,NOTA,4,0.02%,Candidate Count,1657776,True,Upto 100,341,1%,0,>70,3,Lost,3,1,29660,NOTA,NOTA,None of the Above,S14,Manipur,341,341,2017,0
Lamsang,17,GEN,,NULL,None Of The Above,NOTA,4,0.01%,Candidate Count,1657776,True,Upto 100,166,1%,0,>70,4,Lost,4,1,28028,NOTA,NOTA,None of the Above,S14,Manipur,166,166,2017,0
Konthoujam,18,GEN,,NULL,None Of The Above,NOTA,4,0.01%,Candidate Count,1657776,True,Upto 100,92,0%,0,>70,3,Lost,3,1,26029,NOTA,NOTA,None of the Above,S14,Manipur,92,92,2017,0
Moirang,27,GEN,,NULL,None Of The Above,NOTA,4,0.01%,Candidate Count,1657776,True,Upto 100,203,1%,0,>70,4,Lost,4,1,31613,NOTA,NOTA,None of the Above,S14,Manipur,203,203,2017,0
Khangabok,35,GEN,,NULL,None Of The Above,NOTA,4,0.01%,Candidate Count,1657776,True,Upto 100,133,0%,0,>70,3,Lost,3,1,32359,NOTA,NOTA,None of the Above,S14,Manipur,133,133,2017,0
Kakching,37,GEN,,NULL,None Of The Above,NOTA,4,0.02%,Candidate Count,1657776,True,Upto 100,249,1%,0,>70,4,Lost,4,1,24100,NOTA,NOTA,None of the Above,S14,Manipur,249,249,2017,0
Khundrakpam (GEN),1,GEN,,NULL,None Of The Above,NOTA,5,0.01%,Candidate Count,1657776,True,Upto 100,92,0%,0,>70,4,Lost,4,1,22896,NOTA,NOTA,None of the Above,S14,Manipur,92,92,2017,0
Uripok,10,GEN,,NULL,None Of The Above,NOTA,5,0.02%,Candidate Count,1657776,True,Upto 100,284,1%,0,>70,5,Lost,5,1,20195,NOTA,NOTA,None of the Above,S14,Manipur,284,284,2017,0
Sagolband,11,GEN,,NULL,None Of The Above,NOTA,5,0.01%,Candidate Count,1657776,True,Upto 100,151,1%,0,>70,4,Lost,4,1,19567,NOTA,NOTA,None of the Above,S14,Manipur,151,151,2017,0
Singjamei,13,GEN,,NULL,None Of The Above,NOTA,5,0.01%,Candidate Count,1657776,True,Upto 100,206,1%,0,>70,3,Lost,3,1,17570,NOTA,NOTA,None of the Above,S14,Manipur,206,206,2017,0
Oinam,25,GEN,,NULL,None Of The Above,NOTA,5,0.00%,Candidate Count,1657776,True,Upto 100,81,0%,0,>70,5,Lost,5,1,24516,NOTA,NOTA,None of the Above,S14,Manipur,81,81,2017,0
Bishnupur,26,GEN,,NULL,None Of The Above,NOTA,5,0.01%,Candidate Count,1657776,True,Upto 100,181,1%,0,>70,4,Lost,4,1,26641,NOTA,NOTA,None of the Above,S14,Manipur,181,181,2017,0
Thanga,28,GEN,,NULL,None Of The Above,NOTA,5,0.01%,Candidate Count,1657776,True,Upto 100,97,0%,0,>70,5,Lost,5,1,19547,NOTA,NOTA,None of the Above,S14,Manipur,97,97,2017,0
Kumbi,29,GEN,,NULL,None Of The Above,NOTA,5,0.01%,Candidate Count,1657776,True,Upto 100,117,0%,0,>70,5,Lost,5,1,23805,NOTA,NOTA,None of the Above,S14,Manipur,117,117,2017,0
Wangjing tentha,34,GEN,,NULL,None Of The Above,NOTA,5,0.01%,Candidate Count,1657776,True,Upto 100,105,0%,0,>70,5,Lost,5,1,29585,NOTA,NOTA,None of the Above,S14,Manipur,105,105,2017,0
Kangpokpi (Gen),50,GEN,,NULL,None Of The Above,NOTA,5,0.02%,Candidate Count,1657776,True,Upto 100,289,1%,0,>70,4,Lost,4,1,26065,NOTA,NOTA,None of the Above,S14,Manipur,289,289,2017,0
Yaiskul,14,GEN,,NULL,None Of The Above,NOTA,6,0.02%,Candidate Count,1657776,True,Upto 100,278,1%,0,>70,5,Lost,5,1,21897,NOTA,NOTA,None of the Above,S14,Manipur,278,278,2017,0
Patsoi,19,GEN,,NULL,None Of The Above,NOTA,6,0.02%,Candidate Count,1657776,True,Upto 100,270,1%,0,>70,5,Lost,5,1,31460,NOTA,NOTA,None of the Above,S14,Manipur,270,270,2017,0
Wangoi,22,GEN,,NULL,None Of The Above,NOTA,6,0.01%,Candidate Count,1657776,True,Upto 100,83,0%,0,>70,6,Lost,6,1,26225,NOTA,NOTA,None of the Above,S14,Manipur,83,83,2017,0
Thoubal,31,GEN,,NULL,None Of The Above,NOTA,6,0.01%,Candidate Count,1657776,True,Upto 100,143,1%,0,>70,4,Lost,4,1,27271,NOTA,NOTA,None of the Above,S14,Manipur,143,143,2017,0
Wangkhem,32,GEN,,NULL,None Of The Above,NOTA,6,0.01%,Candidate Count,1657776,True,Upto 100,177,1%,0,>70,5,Lost,5,1,28578,NOTA,NOTA,None of the Above,S14,Manipur,177,177,2017,0
Heirok,33,GEN,,NULL,None Of The Above,NOTA,6,0.01%,Candidate Count,1657776,True,Upto 100,94,0%,0,>70,4,Lost,4,1,28715,NOTA,NOTA,None of the Above,S14,Manipur,94,94,2017,0
Heingang (GEN),2,GEN,,NULL,None Of The Above,NOTA,7,0.01%,Candidate Count,1657776,True,Upto 100,130,0%,0,>70,4,Lost,4,1,27394,NOTA,NOTA,None of the Above,S14,Manipur,130,130,2017,0
Langthabal,20,GEN,,NULL,None Of The Above,NOTA,7,0.01%,Candidate Count,1657776,True,Upto 100,119,0%,0,>70,7,Lost,7,1,24681,NOTA,NOTA,None of the Above,S14,Manipur,119,119,2017,0
Naoriya pakhanglakpa,21,GEN,,NULL,None Of The Above,NOTA,7,0.01%,Candidate Count,1657776,True,Upto 100,153,1%,0,>70,6,Lost,6,1,30334,NOTA,NOTA,None of the Above,S14,Manipur,153,153,2017,0
Lilong,30,GEN,,NULL,None Of The Above,NOTA,7,0.01%,Candidate Count,1657776,True,Upto 100,100,0%,0,>70,5,Lost,5,1,29337,NOTA,NOTA,None of the Above,S14,Manipur,100,100,2017,0
Wabgai,36,GEN,,NULL,None Of The Above,NOTA,7,0.01%,Candidate Count,1657776,True,Upto 100,117,0%,0,>70,6,Lost,6,1,27622,NOTA,NOTA,None of the Above,S14,Manipur,117,117,2017,0
Jiribam,40,GEN,,NULL,None Of The Above,NOTA,7,0.02%,Candidate Count,1657776,True,Upto 100,389,2%,0,>70,7,Lost,7,1,22940,NOTA,NOTA,None of the Above,S14,Manipur,389,389,2017,0
Kshetrigao,4,GEN,,NULL,None Of The Above,NOTA,8,0.01%,Candidate Count,1657776,True,Upto 100,174,1%,0,>70,5,Lost,5,1,30303,NOTA,NOTA,None of the Above,S14,Manipur,174,174,2017,0
Keirao,6,GEN,,NULL,None Of The Above,NOTA,9,0.00%,Candidate Count,1657776,True,Upto 100,80,0%,0,>70,9,Lost,9,1,26130,NOTA,NOTA,None of the Above,S14,Manipur,80,80,2017,0
Keishamthong,12,GEN,,NULL,None Of The Above,NOTA,9,0.01%,Candidate Count,1657776,True,Upto 100,206,1%,0,>70,5,Lost,5,1,23107,NOTA,NOTA,None of the Above,S14,Manipur,206,206,2017,0
Kakching,37,GEN,63,SC,Naorem Achouba,Male,1,0.13%,Candidate Count,1657776,True,Upto 100,2215,9%,0,61-70,3,Lost,3,1,24100,CPI,National,Communist Party of India,S14,Manipur,2215,2215,2017,0
Thanga,28,GEN,45,SC,Tongbram Robindro Singh,Male,2,0.39%,Candidate Count,1657776,True,1001-2000,6462,33%,1,41-45,1,Won,1,1,19547,AITC,National,All India Trinamool Congress,S14,Manipur,6462,5457,2017,"1,005"
Kakching,37,GEN,48,SC,M. Rameshwar Singh (Ramay),Male,2,0.63%,Candidate Count,1657776,True,Upto 100,10503,44%,0,46-50,2,Lost,2,1,24100,BJP,National,Bharatiya Janata Party,S14,Manipur,10503,10503,2017,0
Kakching,37,GEN,65,SC,Yengkhom Surchandra Singh,Male,3,0.67%,Candidate Count,1657776,True,101-1000,11133,46%,1,61-70,1,Won,1,1,24100,INC,National,Indian National Congress,S14,Manipur,11133,10503,2017,630
Kangpokpi (Gen),50,GEN,47,ST,Nemcha Kipgen,Female,2,0.81%,Candidate Count,1657776,True,2001-5000,13485,52%,1,46-50,1,Won,1,1,26065,BJP,National,Bharatiya Janata Party,S14,Manipur,13485,11188,2017,"2,297"
Kangpokpi (Gen),50,GEN,35,ST,Soshim Keishing,Male,3,0.01%,Candidate Count,1657776,True,Upto 100,228,1%,0,31-35,5,Lost,5,1,26065,NCP,National,Nationalist Congress Party,S14,Manipur,228,228,2017,0
Kangpokpi (Gen),50,GEN,52,ST,Athikho Solomon Enah,Male,1,0.05%,Candidate Count,1657776,True,Upto 100,875,3%,0,51-60,3,Lost,3,1,26065,NPF,State,Naga Peoples Front,S14,Manipur,875,875,2017,0
Jiribam,40,GEN,36,ST,Mathiudin Kamei,Male,3,0.07%,Candidate Count,1657776,True,Upto 100,1163,5%,0,36-40,5,Lost,5,1,22940,NPF,State,Naga Peoples Front,S14,Manipur,1163,1163,2017,0
Kangpokpi (Gen),50,GEN,45,ST,Kharga Tamang,Male,4,0.67%,Candidate Count,1657776,True,Upto 100,11188,43%,0,41-45,2,Lost,2,1,26065,IND,Independent,Independent,S14,Manipur,11188,11188,2017,0
Sekmai,16,SC,,NULL,None Of The Above,NOTA,3,0.01%,Candidate Count,1657776,True,Upto 100,219,1%,0,>70,3,Lost,3,1,24013,NOTA,NOTA,None of the Above,S14,Manipur,219,219,2017,0
Sekmai,16,SC,54,SC,Khwairakpam Devendro Singh,Male,1,0.64%,Candidate Count,1657776,True,Upto 100,10631,44%,0,51-60,2,Lost,2,1,24013,INC,National,Indian National Congress,S14,Manipur,10631,10631,2017,0
Sekmai,16,SC,38,SC,Heikham Dingo Singh,Male,2,0.79%,Candidate Count,1657776,True,2001-5000,13163,55%,1,36-40,1,Won,1,1,24013,BJP,National,Bharatiya Janata Party,S14,Manipur,13163,10631,2017,"2,532"
Saitu (ST),51,ST,,NULL,None Of The Above,NOTA,4,0.01%,Candidate Count,1657776,True,Upto 100,110,0%,0,>70,4,Lost,4,1,36393,NOTA,NOTA,None of the Above,S14,Manipur,110,110,2017,0
Tamei (ST),52,ST,,NULL,None Of The Above,NOTA,4,0.00%,Candidate Count,1657776,True,Upto 100,40,0%,0,>70,4,Lost,4,1,32295,NOTA,NOTA,None of the Above,S14,Manipur,40,40,2017,0
Tamenglong (ST),53,ST,,NULL,None Of The Above,NOTA,4,0.01%,Candidate Count,1657776,True,Upto 100,114,0%,0,>70,4,Lost,4,1,24371,NOTA,NOTA,None of the Above,S14,Manipur,114,114,2017,0
Saikot (ST),59,ST,,NULL,None Of The Above,NOTA,4,0.01%,Candidate Count,1657776,True,Upto 100,189,1%,0,>70,4,Lost,4,1,33892,NOTA,NOTA,None of the Above,S14,Manipur,189,189,2017,0
Singhat (ST),60,ST,,NULL,None Of The Above,NOTA,4,0.01%,Candidate Count,1657776,True,Upto 100,111,1%,0,>70,4,Lost,4,1,18335,NOTA,NOTA,None of the Above,S14,Manipur,111,111,2017,0
Tengnoupal (st),42,ST,,NULL,None Of The Above,NOTA,5,0.01%,Candidate Count,1657776,True,Upto 100,150,0%,0,>70,5,Lost,5,1,41689,NOTA,NOTA,None of the Above,S14,Manipur,150,150,2017,0
Chingai (st),45,ST,,NULL,None Of The Above,NOTA,5,0.00%,Candidate Count,1657776,True,Upto 100,30,0%,0,>70,5,Lost,5,1,32071,NOTA,NOTA,None of the Above,S14,Manipur,30,30,2017,0
Mao (st),48,ST,,NULL,None Of The Above,NOTA,5,0.00%,Candidate Count,1657776,True,Upto 100,59,0%,0,>70,5,Lost,5,1,49216,NOTA,NOTA,None of the Above,S14,Manipur,59,59,2017,0
Nungba (ST),54,ST,,NULL,None Of The Above,NOTA,5,0.00%,Candidate Count,1657776,True,Upto 100,75,0%,0,>70,5,Lost,5,1,19659,NOTA,NOTA,None of the Above,S14,Manipur,75,75,2017,0
Phungyar (st),43,ST,,NULL,None Of The Above,NOTA,6,0.00%,Candidate Count,1657776,True,Upto 100,72,0%,0,>70,6,Lost,6,1,24956,NOTA,NOTA,None of the Above,S14,Manipur,72,72,2017,0
Ukhrul (st),44,ST,,NULL,None Of The Above,NOTA,6,0.00%,Candidate Count,1657776,True,Upto 100,46,0%,0,>70,6,Lost,6,1,32078,NOTA,NOTA,None of the Above,S14,Manipur,46,46,2017,0
Tipaimukh (st),55,ST,,NULL,None Of The Above,NOTA,6,0.00%,Candidate Count,1657776,True,Upto 100,25,0%,0,>70,6,Lost,6,1,11798,NOTA,NOTA,None of the Above,S14,Manipur,25,25,2017,0
Thanlon (ST),56,ST,,NULL,None Of The Above,NOTA,6,0.00%,Candidate Count,1657776,True,Upto 100,37,0%,0,>70,6,Lost,6,1,13687,NOTA,NOTA,None of the Above,S14,Manipur,37,37,2017,0
Karong (st),47,ST,,NULL,None Of The Above,NOTA,7,0.01%,Candidate Count,1657776,True,Upto 100,145,0%,0,>70,7,Lost,7,1,44096,NOTA,NOTA,None of the Above,S14,Manipur,145,145,2017,0
Tadubi (st),49,ST,,NULL,None Of The Above,NOTA,7,0.01%,Candidate Count,1657776,True,Upto 100,223,1%,0,>70,7,Lost,7,1,40757,NOTA,NOTA,None of the Above,S14,Manipur,223,223,2017,0
Henglep (ST),57,ST,,NULL,None Of The Above,NOTA,7,0.00%,Candidate Count,1657776,True,Upto 100,71,0%,0,>70,7,Lost,7,1,23782,NOTA,NOTA,None of the Above,S14,Manipur,71,71,2017,0
Chandel (st),41,ST,,NULL,None Of The Above,NOTA,8,0.01%,Candidate Count,1657776,True,Upto 100,163,0%,0,>70,8,Lost,8,1,42336,NOTA,NOTA,None of the Above,S14,Manipur,163,163,2017,0
Churachandpur (ST),58,ST,,NULL,None Of The Above,NOTA,8,0.01%,Candidate Count,1657776,True,Upto 100,108,0%,0,>70,8,Lost,8,1,33840,NOTA,NOTA,None of the Above,S14,Manipur,108,108,2017,0
Saikul (st),46,ST,,NULL,None Of The Above,NOTA,12,0.00%,Candidate Count,1657776,True,Upto 100,45,0%,0,>70,12,Lost,12,1,29322,NOTA,NOTA,None of the Above,S14,Manipur,45,45,2017,0
Chandel (st),41,ST,40,ST,S.S. Olish,Female,3,0.59%,Candidate Count,1657776,True,Upto 100,9842,23%,0,36-40,3,Lost,3,1,42336,BJP,National,Bharatiya Janata Party,S14,Manipur,9842,9842,2017,0
Karong (st),47,ST,33,ST,T.K. Savanai,Female,4,0.06%,Candidate Count,1657776,True,Upto 100,951,2%,0,31-35,6,Lost,6,1,44096,LJP,State,Lok Jan Shakti Party,S14,Manipur,951,951,2017,0
Tipaimukh (st),55,ST,59,ST,Thangthatling Sinate,Female,5,0.01%,Candidate Count,1657776,True,Upto 100,106,1%,0,51-60,5,Lost,5,1,11798,IND,Independent,Independent,S14,Manipur,106,106,2017,0
Ukhrul (st),44,ST,43,ST,Alfred Kanngam Arthur,Male,1,0.69%,Candidate Count,1657776,True,101-1000,11510,36%,1,41-45,1,Won,1,1,32078,INC,National,Indian National Congress,S14,Manipur,11510,11214,2017,296
Saikul (st),46,ST,76,ST,Chungkhokai Doungel,Male,1,0.33%,Candidate Count,1657776,True,Upto 100,5416,18%,0,>70,2,Lost,2,1,29322,NCP,National,Nationalist Congress Party,S14,Manipur,5416,5416,2017,0
Mao (st),48,ST,58,ST,P.T. Arhai,Male,1,0.46%,Candidate Count,1657776,True,Upto 100,7604,15%,0,51-60,3,Lost,3,1,49216,INC,National,Indian National Congress,S14,Manipur,7604,7604,2017,0
Tadubi (st),49,ST,53,ST,M. Francis Ngajokpa,Male,1,0.95%,Candidate Count,1657776,True,Upto 100,15816,39%,0,51-60,2,Lost,2,1,40757,BJP,National,Bharatiya Janata Party,S14,Manipur,15816,15816,2017,0
Saitu (ST),51,ST,62,ST,Haokholet Kipgen,Male,1,0.94%,Candidate Count,1657776,True,Upto 100,15650,43%,0,61-70,2,Lost,2,1,36393,BJP,National,Bharatiya Janata Party,S14,Manipur,15650,15650,2017,0
Tamenglong (ST),53,ST,68,ST,Jangamlung Panmei,Male,1,0.01%,Candidate Count,1657776,True,Upto 100,215,1%,0,61-70,3,Lost,3,1,24371,INC,National,Indian National Congress,S14,Manipur,215,215,2017,0
Nungba (ST),54,ST,41,ST,Adim Pamei,Male,1,0.31%,Candidate Count,1657776,True,Upto 100,5108,26%,0,41-45,2,Lost,2,1,19659,BJP,National,Bharatiya Janata Party,S14,Manipur,5108,5108,2017,0
Tipaimukh (st),55,ST,61,ST,Dr. Chaltonlien Amo,Male,1,0.30%,Candidate Count,1657776,True,101-1000,4997,42%,1,61-70,1,Won,1,1,11798,INC,National,Indian National Congress,S14,Manipur,4997,4371,2017,626
Thanlon (ST),56,ST,55,ST,Chinkholal Thangsing,Male,1,0.16%,Candidate Count,1657776,True,Upto 100,2583,19%,0,51-60,2,Lost,2,1,13687,INC,National,Indian National Congress,S14,Manipur,2583,2583,2017,0
Henglep (ST),57,ST,68,ST,Dr. Jainson Haokip,Male,1,0.01%,Candidate Count,1657776,True,Upto 100,107,0%,0,61-70,6,Lost,6,1,23782,AITC,National,All India Trinamool Congress,S14,Manipur,107,107,2017,0
Churachandpur (ST),58,ST,56,ST,V. Hangkhanlian,Male,1,0.62%,Candidate Count,1657776,True,101-1000,10246,30%,1,51-60,1,Won,1,1,33840,BJP,National,Bharatiya Janata Party,S14,Manipur,10246,9632,2017,614
Saikot (ST),59,ST,66,ST,T. N. Haokip,Male,1,0.99%,Candidate Count,1657776,True,5001-10000,16354,48%,1,61-70,1,Won,1,1,33892,INC,National,Indian National Congress,S14,Manipur,16354,11253,2017,"5,101"
Singhat (ST),60,ST,42,ST,Chinlunthang,Male,1,0.42%,Candidate Count,1657776,True,Upto 100,6969,38%,0,41-45,2,Lost,2,1,18335,BJP,National,Bharatiya Janata Party,S14,Manipur,6969,6969,2017,0
